Gene = jhamt
index = 1735
Annotated 5SS: [668]
Annotated 3SS: [731]
SMsplice 5SS: [668]
SMsplice 3SS: [731]
top_k =  500
Partition function (log Z): 0.24595006249121357

Sorted 5' Splice Sites (High to Low Probability):
Position 668: 0.9996658860912506
Position 139: 0.04589071863776049
Position 155: 0.03126818362362794
Position 248: 0.01815978505506597
Position 208: 0.007032407162072142
Position 425: 0.0036902053661847472
Position 52: 0.003670659178854679
Position 956: 0.003453698742371652
Position 472: 0.0032840890168016183
Position 175: 0.003223853111366171
Position 840: 0.0027789437932786826
Position 501: 0.0017919572934754747
Position 463: 0.0014925191901602344
Position 994: 0.001353340547853972
Position 286: 0.0009500318414351568
Position 917: 0.0005166331452629297
Position 235: 0.00029939205355697217
Position 143: 0.0002687951396372621
Position 370: 0.00025833409204760455
Position 504: 0.0002048674767176642
Position 160: 0.00019512845814873757
Position 1035: 0.00010282376037147793
Position 684: 9.362825733035286e-05
Position 595: 6.646015452239966e-05
Position 652: 6.33990766670196e-05
Position 737: 3.2133617922925385e-05
Position 926: 2.9537896112575486e-05
Position 1015: 2.7535202539890546e-05
Position 672: 2.568611375721006e-05
Position 862: 2.456352701933102e-05
Position 790: 1.986490486122317e-05
Position 636: 1.6158913408127505e-05
Position 578: 1.573520813124747e-05
Position 884: 1.3522673539281627e-05
Position 351: 1.296991239480033e-05
Position 1006: 1.0586850632779357e-05
Position 815: 5.905808208963672e-06
Position 887: 3.805410216642235e-06
Position 634: 1.5642691028323938e-06
Position 105: 1.2605188430422154e-06
Position 197: 1.2508293198266558e-06
Position 7: 7.5081759579498e-07
Position 343: 5.359062711923306e-07
Position 599: 3.9545858151201544e-07
Position 1079: 2.949852873862861e-07
Position 616: 2.599913492625101e-07
Position 1066: 2.5650314495850817e-07
Position 640: 1.7151602463684375e-07
Position 10: 2.6127342518481064e-09
Position 582: 2.1431102494570588e-10
Position 554: 1.7788211557199547e-10
Position 523: 1.7485172566246913e-10
Position 585: 7.029542258466899e-11
Position 604: 4.692424644084615e-11
Position 560: 2.8698711024530578e-11
Position 750: 9.324685384274014e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.995248365036971
Position 554: 0.10956000534814977
Position 1013: 0.0048365260614171325
Position 519: 0.004731983188149845
Position 776: 0.003622690532176414
Position 105: 0.002761393432022868
Position 417: 0.0024330102097523177
Position 1066: 0.0017111809871086811
Position 1105: 0.0012484287404444178
Position 835: 0.0008511039241294994
Position 217: 0.0005000317730512677
Position 472: 0.0003560307976249687
Position 501: 0.0003399082498914196
Position 994: 0.0002989779110086694
Position 742: 0.0001804065713586226
Position 261: 0.0001529987762912371
Position 424: 0.0001397541743949604
Position 904: 0.0001299397199775945
Position 385: 0.00010812742721463586
Position 1095: 0.00010620414091552862
Position 560: 0.00010490967541408915
Position 480: 9.69044417809426e-05
Position 231: 9.071423935978053e-05
Position 227: 6.202485116314737e-05
Position 248: 5.085757744591447e-05
Position 252: 4.9166536666469995e-05
Position 1130: 4.802605398095987e-05
Position 790: 4.063213042281011e-05
Position 649: 3.034680586238045e-05
Position 763: 2.865105578773906e-05
Position 578: 2.1757389976103346e-05
Position 285: 1.9999062709723085e-05
Position 332: 1.0040541719528109e-05
Position 809: 6.352578268513006e-06
Position 265: 5.145442099648841e-06
Position 1121: 4.868101986967165e-06
Position 388: 4.554770592742618e-06
Position 634: 4.264745755772439e-06
Position 326: 3.7395270186782886e-06
Position 528: 3.636025435874567e-06
Position 582: 2.362903291285126e-06
Position 1109: 1.8455689758005234e-06
Position 1112: 1.8285823583967264e-06
Position 148: 1.7577272718873772e-06
Position 1132: 1.7227321288331383e-06
Position 278: 1.7008908424760957e-06
Position 180: 1.5384564842560797e-06
Position 839: 1.3533081795760298e-06
Position 267: 1.2331869249649305e-06
Position 961: 9.755062023882001e-07
Position 862: 4.3548444877946875e-07
Position 51: 5.1573075145473576e-08
Position 656: 2.5914483484766744e-08
Position 123: 2.2366253199551657e-11
Position 59: 1.2340567533330641e-11
Position 318: 5.03088797943059e-12
Position 121: 4.508642194703457e-12
Position 270: 3.6342897410336087e-13
Position 321: 2.437805237246931e-13
Position 306: 9.037713842150687e-14
