Gene = fln
index = 1701
Annotated 5SS: [  72  850 1072]
Annotated 3SS: [ 585  915 1133]
SMsplice 5SS: [369 850]
SMsplice 3SS: [585 915]
top_k =  500
Partition function (log Z): -4.629785224286251

Sorted 5' Splice Sites (High to Low Probability):
Position 850: 0.9844339181818952
Position 369: 0.5441324453165522
Position 1072: 0.30183423783253477
Position 72: 0.15436574077805476
Position 1089: 0.09550023615525154
Position 534: 0.07265070545763944
Position 1248: 0.05518557799458477
Position 204: 0.046587922511912905
Position 244: 0.037615763146884834
Position 192: 0.019841154589506953
Position 201: 0.011523392993945307
Position 398: 0.01044178837948553
Position 1266: 0.006543196170632681
Position 457: 0.004924213010655086
Position 132: 0.003345947730498619
Position 1095: 0.0030661418168941804
Position 767: 0.0028253519181143743
Position 305: 0.0025594424953179597
Position 66: 0.002537622459735913
Position 471: 0.0024257235507432725
Position 1472: 0.002345150730887417
Position 864: 0.0021214036798628162
Position 1077: 0.001959953823552321
Position 1319: 0.0019221082034575026
Position 481: 0.001875201933537835
Position 1574: 0.0018091433783605992
Position 1334: 0.0010234059412119918
Position 1492: 0.000992014547802985
Position 1563: 0.0009706652001643804
Position 411: 0.0008119245207168467
Position 52: 0.0006759443524336022
Position 173: 0.0006065655728712435
Position 32: 0.0005992907521170307
Position 258: 0.0005177899527291877
Position 421: 0.00048782701030680514
Position 19: 0.0003404374546917814
Position 889: 0.0003105588071745354
Position 845: 0.00029304367641970935
Position 1386: 0.0002871247544814993
Position 1519: 0.0002811576852275288
Position 159: 0.00026324063983041134
Position 465: 0.00024988688507687344
Position 869: 0.0002020431813643726
Position 435: 0.00018329002894480664
Position 879: 0.00016950794714843867
Position 884: 0.0001585527849385513
Position 974: 0.00013706364194933035
Position 147: 0.00010424582999221497
Position 1378: 0.00010100023178700989
Position 1104: 9.863856801460909e-05
Position 509: 6.949622419184952e-05
Position 372: 6.878455634368042e-05
Position 854: 5.1372192779020214e-05
Position 109: 4.414430815274018e-05
Position 810: 3.5700740713545215e-05
Position 6: 3.1236557079431606e-05
Position 77: 2.5207759634786664e-05
Position 401: 1.4652937026875513e-05
Position 824: 1.1021362290927334e-05
Position 1036: 9.277299119300891e-06
Position 330: 4.1088324534117675e-06
Position 92: 3.918801003893564e-06
Position 1322: 3.5880255545656303e-06
Position 403: 2.3310715541851224e-06
Position 542: 2.31686106904149e-06
Position 1047: 1.631128040322662e-06
Position 103: 1.2202295529688766e-06
Position 943: 5.242389082634701e-07
Position 1110: 3.4067338446945455e-07
Position 1107: 2.0999437680695726e-07
Position 1152: 4.145951219220548e-08
Position 693: 3.4328125250048964e-13
Position 289: 8.684676463307492e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 915: 0.9599527193718504
Position 585: 0.6665450302774883
Position 1133: 0.3534913376467058
Position 261: 0.12058855891689409
Position 572: 0.04193348376285697
Position 1378: 0.041869715668508896
Position 552: 0.03322013269452861
Position 304: 0.03077091958042928
Position 954: 0.026982487603035246
Position 1593: 0.02656370607660267
Position 1291: 0.015817082865876467
Position 596: 0.013096903879819113
Position 1354: 0.00910328246009162
Position 1633: 0.007304641373950859
Position 1139: 0.006921283656801284
Position 1573: 0.005973887555334309
Position 428: 0.004713023029083957
Position 1247: 0.003354806561614667
Position 1230: 0.002484578717542334
Position 1167: 0.0020526750801199193
Position 173: 0.001933829168861012
Position 1382: 0.0017876006884306257
Position 115: 0.0017514756828873965
Position 602: 0.0010101342775217404
Position 605: 0.000936815622954685
Position 517: 0.0007817348536609902
Position 1332: 0.0006125227778385229
Position 1322: 0.0005598621031537682
Position 159: 0.0005134992552315068
Position 686: 0.00045351838396170214
Position 92: 0.0004323220642521703
Position 1266: 0.0002699777761435307
Position 829: 0.00021617614644027906
Position 471: 7.628740663598009e-05
Position 712: 7.606007337675788e-05
Position 453: 5.311871391076037e-05
Position 192: 5.281201246223842e-05
Position 185: 4.941814638620481e-05
Position 450: 4.567029712223218e-05
Position 816: 4.556627388314402e-05
Position 658: 3.9474464170259495e-05
Position 311: 2.7282015962839663e-05
Position 1033: 2.5914071680947524e-05
Position 397: 2.5592719624931193e-05
Position 122: 2.4406314261993164e-05
Position 803: 1.7966357620431742e-05
Position 319: 9.735451198802778e-06
Position 210: 7.965668831618716e-06
Position 720: 7.606495579280633e-06
Position 637: 7.088520184258634e-06
Position 534: 6.893293133245733e-06
Position 874: 5.2309445892903875e-06
Position 643: 4.7552162600607474e-06
Position 368: 2.3140086679022345e-06
Position 800: 2.026372129081027e-06
Position 109: 1.7367019067466152e-06
Position 66: 1.5066733287440428e-06
Position 71: 1.2475257489000277e-06
Position 212: 1.213531966171906e-06
Position 52: 6.6353442857504e-07
Position 1107: 2.7572685184284824e-07
Position 1007: 1.5103023259477244e-07
Position 1104: 1.2400622918568676e-07
Position 201: 3.087295593708941e-10
Position 379: 3.4133134561306234e-12
