Gene = Edc3
index = 1148
Annotated 5SS: [ 953 2156 2379 2526]
Annotated 3SS: [1240 2217 2440 2580]
SMsplice 5SS: [  89  953 2156 2379 2526]
SMsplice 3SS: [ 141 1240 2217 2440 2580]
top_k =  500
Partition function (log Z): 7.513189304340906

Sorted 5' Splice Sites (High to Low Probability):
Position 2379: 0.9987871315804436
Position 2156: 0.9841859737747753
Position 2526: 0.8385873756735077
Position 89: 0.82243188886135
Position 953: 0.7728902364311421
Position 3669: 0.14889685663015123
Position 2518: 0.13647336940295068
Position 2811: 0.12982067455716156
Position 228: 0.10209381116453728
Position 235: 0.05212579207217756
Position 1527: 0.04355512204970279
Position 2794: 0.025091209250282645
Position 2802: 0.021598084521367873
Position 242: 0.018414046354470522
Position 246: 0.01240157276785474
Position 2832: 0.010460800853142722
Position 2627: 0.008056000615180178
Position 3678: 0.00789575096472078
Position 1171: 0.007338230964352092
Position 1426: 0.005948160585736686
Position 4294: 0.004898345800185848
Position 1027: 0.003499114011739094
Position 834: 0.0028031096391506463
Position 1124: 0.0027804338520727996
Position 2171: 0.0026376734751814125
Position 72: 0.0026140931877781408
Position 3544: 0.002185591399131466
Position 1350: 0.0021713274474252893
Position 2848: 0.002023638110697711
Position 507: 0.0019391316412426193
Position 93: 0.001580631233603548
Position 3489: 0.001578841211737726
Position 3101: 0.0015598077293864918
Position 1662: 0.0011218019048609893
Position 2553: 0.0010069462347425885
Position 1189: 0.0009801781122543473
Position 1003: 0.0009342446816377539
Position 3622: 0.0006819600363794459
Position 3644: 0.000620271165272519
Position 3615: 0.0005980826229711324
Position 78: 0.0005293658418770091
Position 2383: 0.0005163088431812907
Position 1368: 0.0003877061765148206
Position 2856: 0.0002886078398451298
Position 3485: 0.0002454292241796527
Position 2784: 0.00024352554731923014
Position 239: 0.00022575466911918732
Position 3178: 0.0001953094852905451
Position 555: 0.00015591216081154268
Position 3529: 0.00014727689016081008
Position 3406: 0.00013741586277446675
Position 263: 0.0001289955759281955
Position 2530: 0.00010058313256001954
Position 2516: 8.490875482443217e-05
Position 397: 8.094924586806473e-05
Position 64: 7.9971121199478e-05
Position 1192: 5.969643151509703e-05
Position 1344: 5.774254345484771e-05
Position 3059: 5.568913096662727e-05
Position 2372: 5.4454720758383184e-05
Position 3459: 4.958734853445071e-05
Position 3144: 4.786281371621288e-05
Position 2363: 4.368048207014623e-05
Position 976: 4.231824963489685e-05
Position 232: 3.750531105473835e-05
Position 3033: 3.548850636590969e-05
Position 3125: 3.24185770211616e-05
Position 2860: 3.07224394851024e-05
Position 2638: 2.955740135591378e-05
Position 1629: 2.6919941064348603e-05
Position 1797: 2.3334067526836577e-05
Position 3225: 1.7305050020429623e-05
Position 31: 1.5981211107574792e-05
Position 352: 1.5278397056116883e-05
Position 80: 1.1697969374838758e-05
Position 1387: 1.1370271427697693e-05
Position 2838: 9.28968757856352e-06
Position 1904: 7.537797003919226e-06
Position 250: 7.336772452051936e-06
Position 1809: 5.9061235183435354e-06
Position 528: 5.743172332658626e-06
Position 2338: 5.698684970374145e-06
Position 2876: 5.561701311246421e-06
Position 199: 5.385799436937582e-06
Position 1576: 4.623193652907288e-06
Position 2281: 4.308098613076032e-06
Position 645: 3.560048385769884e-06
Position 1461: 3.2339415139331963e-06
Position 2588: 3.1266447589336266e-06
Position 2611: 2.747306258995491e-06
Position 2570: 2.6611109957835563e-06
Position 566: 1.9304856970878065e-06
Position 1044: 1.7494320407945282e-06
Position 375: 1.2301678757344018e-06
Position 2546: 9.1188572978738e-07
Position 2357: 6.611289162438642e-07
Position 2563: 3.416488629137266e-07
Position 2461: 9.415597568738668e-08
Position 2613: 7.517934995723136e-08
Position 856: 6.212221486933623e-08
Position 871: 6.009525647137046e-08
Position 431: 4.461950245839933e-08
Position 2285: 5.410275311129393e-09
Position 354: 6.786122599281426e-10
Position 424: 7.83127013578564e-12
Position 429: 2.3454934332159447e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2217: 0.9966587047285398
Position 2580: 0.9500711584671395
Position 2440: 0.9109124521759006
Position 1240: 0.7786484045978374
Position 141: 0.7381019694459646
Position 2896: 0.1483971475672807
Position 2455: 0.08462559928020673
Position 326: 0.07241142945842305
Position 3919: 0.07004714117019395
Position 2018: 0.062367794418465794
Position 3932: 0.05870595463649623
Position 1007: 0.04056099167374965
Position 1306: 0.027337279151986492
Position 3768: 0.02364226264496176
Position 1267: 0.01609499687927485
