Gene = Skadu
index = 1503
Annotated 5SS: [94]
Annotated 3SS: [148]
SMsplice 5SS: [94]
SMsplice 3SS: [148]
top_k =  500
Partition function (log Z): -6.803670153214839

Sorted 5' Splice Sites (High to Low Probability):
Position 94: 0.9904255612888346
Position 484: 0.03148303811437355
Position 323: 0.023784848305694314
Position 532: 0.020410597487885627
Position 361: 0.006608687928906933
Position 385: 0.0034872529915703477
Position 302: 0.0005986797714561716
Position 215: 0.0004731722368309112
Position 98: 0.0004112125662137191
Position 541: 0.0002703126956792092
Position 389: 0.00024145816854539992
Position 58: 0.00023287216204238829
Position 206: 1.663016284729879e-05
Position 235: 6.045880523733076e-06
Position 73: 3.1180881400404535e-06
Position 589: 3.008219852484585e-06
Position 452: 1.7746979162452427e-06
Position 266: 1.726229957868174e-06
Position 661: 1.500114828188223e-06
Position 416: 6.919741935276975e-07
Position 594: 6.338591846526143e-07
Position 582: 4.528498130911654e-07
Position 624: 7.030448201317157e-08
Position 178: 5.418845883022991e-08
Position 227: 1.834790817667247e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 148: 0.9166459350799228
Position 582: 0.04342082261256546
Position 198: 0.04145807551263526
Position 412: 0.03416850489462567
Position 629: 0.020711623314945332
Position 445: 0.01025903246009893
Position 251: 0.0063702996076193995
Position 150: 0.0012760691712407775
Position 651: 0.0009837248153930984
Position 594: 0.0006047809701863823
Position 541: 0.0004779265301267924
Position 361: 0.0003253366155345342
Position 232: 0.00021336177667532862
Position 235: 0.00019836570839754827
Position 510: 0.00019458542814513804
Position 466: 0.00015745234935387448
Position 215: 0.0001411868893602761
Position 457: 0.00014065418263629553
Position 206: 0.0001351871507247621
Position 708: 0.00012274671587836683
Position 385: 9.883790620181108e-05
Position 110: 9.475191816639362e-05
Position 220: 6.757990332071887e-05
Position 532: 6.536940255478206e-05
Position 340: 6.424362328506084e-05
Position 343: 4.426140780085614e-05
Position 484: 5.611283164021421e-06
Position 661: 5.551033990569618e-06
Position 538: 5.279200709668743e-06
Position 481: 3.921913684593809e-06
Position 302: 1.3875586874415608e-06
Position 686: 6.072947510650176e-07
Position 715: 2.2580183993229528e-07
Position 683: 1.1524394830372516e-07
Position 293: 1.7876889711400154e-09
Position 289: 1.5702792866595968e-09
