Gene = nop5
index = 1821
Annotated 5SS: [1403]
Annotated 3SS: [1580]
SMsplice 5SS: [1403]
SMsplice 3SS: [1580]
top_k =  500
Partition function (log Z): -5.055336415758458

Sorted 5' Splice Sites (High to Low Probability):
Position 1403: 0.9858049409413223
Position 333: 0.11407521328982628
Position 692: 0.03051030193677017
Position 1862: 0.021307907828393775
Position 697: 0.016833579749602336
Position 901: 0.0159266785902199
Position 1520: 0.007577797097480312
Position 532: 0.007359769202821635
Position 444: 0.006238232108232274
Position 947: 0.005946975169228928
Position 1842: 0.004839457630597169
Position 862: 0.004108883991520101
Position 834: 0.0031286904506077854
Position 50: 0.003103634335426778
Position 449: 0.0027975562370729803
Position 204: 0.00257206872837354
Position 761: 0.002509992468697588
Position 905: 0.002454827830333629
Position 765: 0.0019394028680439646
Position 1908: 0.0008607674554703825
Position 1388: 0.0007878132451451488
Position 1903: 0.0006650102510520676
Position 1866: 0.0006516067837494678
Position 520: 0.0005927562874813937
Position 81: 0.00044281609537998604
Position 1431: 0.0004317269318552308
Position 1827: 0.0004299843846654745
Position 440: 0.0003830532416425401
Position 1379: 0.00037747420185629056
Position 1114: 0.00036896372389767215
Position 689: 0.0002864444487613641
Position 1145: 0.0002848174716905212
Position 556: 0.0002547942283296946
Position 1504: 0.00021731371746019738
Position 381: 0.00017558198160178985
Position 1080: 0.00014510172600625608
Position 885: 0.00013321044038323835
Position 1173: 0.00012043866965941519
Position 321: 0.00011256341572951226
Position 1150: 9.024685226673272e-05
Position 1756: 8.289710352270243e-05
Position 224: 8.021688998979474e-05
Position 517: 6.999145088113194e-05
Position 215: 5.457447905034608e-05
Position 899: 5.042661319762082e-05
Position 1892: 4.753313691029974e-05
Position 1553: 4.6919729550506516e-05
Position 1463: 4.3908813445114124e-05
Position 386: 4.2267778668357834e-05
Position 1546: 3.7144790733124116e-05
Position 487: 3.432135116239186e-05
Position 508: 3.3599252382509465e-05
Position 1299: 2.7130969175332164e-05
Position 55: 2.669902806302926e-05
Position 84: 2.5972968082977512e-05
Position 1877: 1.6089795981699788e-05
Position 1169: 1.2727195427741678e-05
Position 124: 9.741806302883376e-06
Position 1407: 6.043356445932903e-06
Position 1416: 4.780752468822122e-06
Position 1472: 4.589707062293137e-06
Position 75: 4.29592992120019e-06
Position 1710: 2.6940859719726782e-06
Position 1705: 1.1952830887139188e-06
Position 399: 1.0876883057902862e-06
Position 747: 5.63544730858494e-07
Position 134: 4.685272345768173e-07
Position 659: 2.8050930283688763e-07
Position 453: 2.639334541073557e-07
Position 679: 2.4482242349070455e-07
Position 1551: 1.4039079788559868e-07
Position 372: 1.0328544687550725e-07
Position 1002: 9.413646634212857e-08
Position 822: 7.775265671504247e-08
Position 451: 7.598468974416462e-08
Position 800: 7.381486236036917e-08
Position 468: 9.56967899024742e-09
Position 572: 7.46623858603601e-09
Position 1232: 5.504451398062655e-09
Position 590: 5.197913546468577e-09
Position 138: 6.705648145082486e-10
Position 621: 4.972193569128333e-10
Position 1014: 4.403600278509211e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1580: 0.9614541975007288
Position 996: 0.07362582717532418
Position 1169: 0.037740472493433014
Position 962: 0.03501973635286453
Position 1462: 0.022585458593073374
Position 752: 0.021003147798225843
Position 1958: 0.013877920962753138
Position 1603: 0.013462931162445868
Position 1941: 0.010869342799312101
Position 386: 0.009479847708576841
Position 626: 0.0086914169382403
Position 1551: 0.005077196513427613
Position 500: 0.004690822402439584
Position 1913: 0.003915332260880175
Position 1124: 0.0031833712354955236
Position 819: 0.0028055362070254462
Position 816: 0.002296959718958935
Position 605: 0.0020059629722024353
Position 632: 0.001782741851443292
Position 449: 0.0016934086726463442
Position 120: 0.0016439704176862563
Position 497: 0.0014652241286763467
Position 1484: 0.0012575931994878147
Position 584: 0.0012574251028474003
Position 1662: 0.0008169789180697418
Position 1531: 0.0006079430312143487
Position 1584: 0.0005090972904569103
Position 1181: 0.0004459752463487345
Position 1145: 0.00042946587121205066
Position 1908: 0.0003812471472566435
Position 423: 0.0003694852028707168
Position 761: 0.00034662125614296494
Position 1629: 0.00033225310838080896
Position 1632: 0.00029710374864612595
Position 1659: 0.0002730474169692413
Position 967: 0.00024338178799683405
Position 294: 0.00020281936585016483
Position 473: 0.00018426168056973576
Position 899: 0.00014147435481476708
Position 775: 0.00013459972564982983
Position 1284: 0.00012757505618138078
Position 1635: 0.00011627060140116863
Position 713: 0.00010036595542139569
Position 176: 9.24044622409356e-05
Position 476: 8.934315108584704e-05
Position 833: 7.501817152331257e-05
Position 1331: 7.42901506191187e-05
Position 793: 7.059818287897019e-05
Position 1064: 6.759970748905577e-05
Position 1605: 5.552467343724601e-05
Position 530: 4.049157381507122e-05
Position 1891: 3.787178157976208e-05
Position 1446: 2.0512142778880982e-05
Position 689: 1.420076857194878e-05
Position 722: 1.1177323242433942e-05
Position 1674: 9.137938242211167e-06
Position 590: 7.163386277742504e-06
Position 1883: 5.170491288839519e-06
Position 203: 4.5196991018864825e-07
Position 1677: 2.1640287214961632e-07
Position 221: 2.0698383765526997e-07
Position 296: 1.789736687666381e-07
Position 431: 1.3563534649751462e-07
Position 1698: 9.036163002611235e-08
Position 191: 1.999678032690164e-08
Position 224: 1.151414373581268e-08
Position 365: 1.122972011949221e-08
Position 242: 8.383178207124912e-09
Position 275: 5.999760757757106e-09
Position 260: 4.323294721286269e-09
Position 230: 1.549217741253533e-09
Position 353: 1.2105747883032345e-09
Position 266: 1.0817722505408886e-09
Position 251: 9.708606319346768e-10
Position 200: 1.8792851030862664e-10
Position 508: 1.2779733516588363e-10
Position 362: 9.170324391747975e-11
Position 122: 8.156710599779407e-11
Position 332: 7.30198432546054e-11
Position 117: 2.2571220016621864e-11
Position 239: 3.050312035432005e-12
Position 326: 1.5047713084883116e-14
