Gene = mTTF
index = 1782
Annotated 5SS: [ 493 1138]
Annotated 3SS: [ 556 1192]
SMsplice 5SS: [ 493 1138]
SMsplice 3SS: [ 556 1192]
top_k =  500
Partition function (log Z): 1.6451218624311306

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.9971247112082724
Position 1138: 0.9957304631678738
Position 661: 0.2037235626481346
Position 751: 0.04680148175123833
Position 1018: 0.020027081814797225
Position 958: 0.01062776687319256
Position 185: 0.00213909868827984
Position 1323: 0.0017317822545618695
Position 1114: 0.0006892630644304938
Position 1343: 0.0005893974866205057
Position 1202: 0.0005830594760706275
Position 397: 0.0005770857745717155
Position 235: 0.0005641286972122446
Position 804: 0.0005065339217291103
Position 202: 0.0004173018566023369
Position 736: 0.0003830736636944732
Position 841: 0.0002379603396628663
Position 1481: 0.00023265084355856487
Position 1492: 0.0002059134511601537
Position 1487: 0.00020444826854929793
Position 665: 0.00020232988405299306
Position 1369: 0.00014498290757079907
Position 894: 0.00013697917766074272
Position 64: 0.00012050283980952439
Position 464: 9.031805518014742e-05
Position 856: 8.948364398957232e-05
Position 1247: 7.387707694821238e-05
Position 1123: 5.7262172194772914e-05
Position 795: 5.005715445701911e-05
Position 1466: 2.618819642559282e-05
Position 1042: 2.5109500476761755e-05
Position 441: 2.26749591329432e-05
Position 709: 2.1765974980757908e-05
Position 707: 1.5880503564647755e-05
Position 640: 1.54197139118331e-05
Position 1039: 1.5399074846248407e-05
Position 951: 1.4082388803502387e-05
Position 1419: 1.3668733638744068e-05
Position 328: 1.3035050551136471e-05
Position 588: 1.1906357073660075e-05
Position 24: 6.851151021870192e-06
Position 1421: 5.868912146571083e-06
Position 903: 5.520011408960501e-06
Position 33: 5.502369538629837e-06
Position 1067: 5.4348766610183605e-06
Position 1484: 5.394010063928333e-06
Position 223: 5.350489951952203e-06
Position 777: 5.239098214884573e-06
Position 1142: 4.88233040981143e-06
Position 303: 4.473006986203877e-06
Position 459: 4.42616121208035e-06
Position 1129: 4.03626153268797e-06
Position 1029: 3.3749739981697545e-06
Position 647: 3.080306346721466e-06
Position 378: 2.7097849671856553e-06
Position 1326: 2.461362423965783e-06
Position 843: 2.3779885407760515e-06
Position 521: 2.083766413940661e-06
Position 13: 1.446874685910526e-06
Position 53: 1.380839980625181e-06
Position 619: 1.0756166478588123e-06
Position 479: 1.0232900529504348e-06
Position 1061: 8.707723012121775e-07
Position 414: 7.505063498544735e-07
Position 536: 6.916131742988181e-07
Position 1378: 2.8992127842269847e-07
Position 261: 1.872265717255423e-07
Position 543: 1.7838063331913352e-09
Position 1152: 1.5885768145773162e-09
Position 1231: 1.4934675162113196e-09
Position 1079: 4.720643990028396e-10
Position 898: 1.640956907100667e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 556: 0.9945118668609737
Position 1192: 0.9887477004758772
Position 894: 0.13447530617733636
Position 722: 0.08751193664223575
Position 1073: 0.031246010573068864
Position 1017: 0.016161879701043318
Position 1278: 0.0055807901536378424
Position 822: 0.005524100121005354
Position 903: 0.004365818364511922
Position 1387: 0.002410099694187448
Position 275: 0.0019951978968203504
Position 813: 0.0018517475845175669
Position 1359: 0.0017732985059416239
Position 1113: 0.0016407627915110113
Position 1079: 0.001131483530357333
Position 1543: 0.0007007215847574346
Position 729: 0.000595790783530684
Position 771: 0.0005426054617512652
Position 234: 0.000495209438158064
Position 1199: 0.00037860553058397217
Position 1513: 0.0002989387119119086
Position 603: 0.00027326047831639295
Position 1231: 0.00022562820418269857
Position 864: 0.00022157643060610266
Position 400: 0.00021147432695212213
Position 1419: 0.00018311139432228326
Position 1294: 0.00015862898373898682
Position 296: 0.0001507262198195541
Position 1054: 0.00010695060719465687
Position 924: 9.504294393681645e-05
Position 996: 8.158377418540684e-05
Position 984: 6.369171643069774e-05
Position 801: 5.617883996054409e-05
Position 1239: 4.651190553222918e-05
Position 1246: 3.86870859149219e-05
Position 238: 3.73481373713701e-05
Position 1172: 3.7334405616117325e-05
Position 936: 3.659173690709872e-05
Position 1297: 2.999560322918974e-05
Position 1225: 2.8877191529026086e-05
Position 315: 2.5959656880506942e-05
Position 106: 2.5699211418284195e-05
Position 740: 2.4144802913925316e-05
Position 588: 2.2818900753721083e-05
Position 1430: 2.2277323860570286e-05
Position 573: 2.0367955137288532e-05
Position 431: 1.9866398830308974e-05
Position 163: 1.885938424876495e-05
Position 113: 1.626456240210446e-05
Position 579: 1.3930561634382973e-05
Position 1407: 1.1100108442007417e-05
Position 1201: 1.0475827477003795e-05
Position 185: 1.0120262984927573e-05
Position 1427: 9.977617290657297e-06
Position 1492: 9.20992311695221e-06
Position 942: 8.737001183551928e-06
Position 350: 5.34838267766448e-06
Position 1398: 4.818502750167377e-06
Position 699: 4.210267475991337e-06
Position 454: 4.199269182852427e-06
Position 73: 4.152697500607463e-06
Position 166: 3.6070590977823145e-06
Position 367: 3.301973919607853e-06
Position 1208: 3.142314774669909e-06
Position 125: 3.0074780603603897e-06
Position 915: 2.8257712472079484e-06
Position 359: 1.946260205802866e-06
Position 94: 1.7855133850496233e-06
Position 1089: 1.75748049125312e-06
Position 1084: 1.749255060887738e-06
