Gene = dos
index = 1673
Annotated 5SS: [ 139 3073 3906 4086 4388 5052]
Annotated 3SS: [2747 3138 3973 4146 4450 5107]
SMsplice 5SS: [ 139 3073 3906 4086 4388 5052]
SMsplice 3SS: [2747 3138 3973 4146 4450 5107]
top_k =  500
Partition function (log Z): 11.646010878451179

Sorted 5' Splice Sites (High to Low Probability):
Position 5052: 0.9991662172042076
Position 4388: 0.9926336936858746
Position 3906: 0.9802498401677578
Position 3073: 0.9728538824844556
Position 4086: 0.9714526696443185
Position 139: 0.8573885492968154
Position 4562: 0.04698973613942069
Position 4587: 0.04483172539558461
Position 332: 0.04368679850034566
Position 189: 0.034753556280046234
Position 3350: 0.0318703808796145
Position 4082: 0.02650020742864787
Position 2434: 0.024761829825322074
Position 2200: 0.022221332443966683
Position 1471: 0.01900421091924353
Position 3012: 0.014681512896153378
Position 4726: 0.01268917526751187
Position 163: 0.009846986457024047
Position 2154: 0.009836972267775388
Position 2187: 0.009673053631646788
Position 2660: 0.006861442154806243
Position 2698: 0.006232221603717987
Position 478: 0.0057780060968834444
Position 2656: 0.005423829139714483
Position 3561: 0.005303288574123349
Position 1157: 0.005196086444205909
Position 185: 0.004874772744343028
Position 1093: 0.004364610335863561
Position 502: 0.0043020063500903444
Position 193: 0.0039864367107142655
Position 5291: 0.00361352193203865
Position 474: 0.0034503980257100256
Position 1938: 0.002946238646270273
Position 4338: 0.0028908675570809427
Position 2160: 0.0025543353848624635
Position 5192: 0.0025136023184776715
Position 2378: 0.0022904690148033923
Position 2654: 0.0017227477415974442
Position 46: 0.0016636520896158129
Position 1371: 0.0015104573805329385
Position 1635: 0.001501507684788578
Position 468: 0.0011184363269974617
Position 470: 0.0010648918471050826
Position 5629: 0.0009834241278378765
Position 3063: 0.0009260148552458447
Position 601: 0.000899725560330845
Position 2874: 0.0007916747497161717
Position 2197: 0.0006900089110378079
Position 3294: 0.0006898843669544904
Position 3365: 0.0006521089326171516
Position 5395: 0.0006171106639156857
Position 3348: 0.0006157204520481696
Position 5453: 0.0005781699205046717
Position 5287: 0.00045408604772982826
Position 2478: 0.000454036672408294
Position 1051: 0.0003957296509081424
Position 3832: 0.0003763377261439547
Position 5854: 0.00036933360469418596
Position 3692: 0.0003617458431625923
Position 5746: 0.00035998194793493107
Position 4153: 0.00030461851703151763
Position 5451: 0.00027908112537571803
Position 203: 0.0002637578911536044
Position 5780: 0.0002542973817381156
Position 3654: 0.00023634518436032933
Position 3850: 0.000199418167153512
Position 2236: 0.0001608800664745189
Position 5668: 0.000149529482705876
Position 3815: 0.00014191375873268697
Position 450: 0.00012157894548139899
Position 1056: 0.00012143779857274992
Position 2994: 0.00011825185548681106
Position 5793: 0.00011002945428568489
Position 5641: 0.00010322205071575407
Position 4887: 9.687097330387916e-05
Position 5730: 8.256352928590001e-05
Position 5411: 8.149703900046854e-05
Position 4123: 6.271151129763875e-05
Position 4306: 6.164035684081293e-05
Position 4392: 6.012181078392479e-05
Position 4090: 5.90668051006041e-05
Position 3067: 4.569726099454922e-05
Position 4759: 4.500360937007629e-05
Position 5894: 3.805435998191911e-05
Position 4681: 3.503840121816391e-05
Position 5171: 3.121017846857677e-05
Position 4126: 3.107507526715464e-05
Position 4894: 2.9499107216592907e-05
Position 5908: 2.551261094819811e-05
Position 3079: 2.190554910241638e-05
Position 5989: 2.1423295392397135e-05
Position 721: 2.0790625026729936e-05
Position 1013: 2.0137091597220294e-05
Position 4506: 1.7977547537001606e-05
Position 5030: 1.7862041233884874e-05
Position 3576: 1.5397854941025813e-05
Position 4908: 1.457030626411466e-05
Position 4821: 1.406460389319831e-05
Position 4950: 1.33308926378967e-05
Position 5552: 1.0569058672707707e-05
Position 1016: 9.482370452650183e-06
Position 5743: 9.240905844810089e-06
Position 1284: 7.939383427982415e-06
Position 5056: 7.876593627745436e-06
Position 1019: 7.662260880518989e-06
Position 4863: 6.957520327488093e-06
Position 3744: 6.933852969811378e-06
Position 5901: 6.366721275852546e-06
Position 1232: 6.2835762120153296e-06
Position 5808: 5.7717519363818235e-06
Position 4475: 5.527422108730462e-06
Position 5464: 4.687411768373822e-06
