Gene = dac
index = 1664
Annotated 5SS: [  562  2191  4474 10724 12799 13229 13871 14143 17004 17506 17946]
Annotated 3SS: [ 1190  4446 10565 12402 12925 13354 14058 16742 17267 17751 18243]
SMsplice 5SS: [   28 10724 12799 13229 13871 14143 17004 17506 17946]
SMsplice 3SS: [10586 12402 12925 13354 14058 16742 17267 17751 18243]
top_k =  500
Partition function (log Z): 31.83797442500423

Sorted 5' Splice Sites (High to Low Probability):
Position 17506: 0.9976982892695151
Position 17946: 0.9975554446417891
Position 14143: 0.9951263871075657
Position 12799: 0.9809300239966805
Position 13871: 0.976001202198429
Position 13229: 0.9612879363378757
Position 10724: 0.9084478652096105
Position 17004: 0.797760521675147
Position 16881: 0.4255917160806428
Position 28: 0.3096412612304555
Position 18390: 0.3065846694495247
Position 562: 0.30267405916936374
Position 351: 0.2938691378405078
Position 14304: 0.1626584526562395
Position 4474: 0.14629852263420176
Position 2191: 0.12978679174914423
Position 15925: 0.07135586303264055
Position 12262: 0.06952535896027232
Position 13474: 0.04944606681679776
Position 14914: 0.049260969617602124
Position 807: 0.04881111950800591
Position 18985: 0.04835827653471244
Position 16340: 0.039707999174409446
Position 13286: 0.03919623584763643
Position 12049: 0.0373724511079674
Position 15017: 0.02591905344662984
Position 15109: 0.018071341833478857
Position 12287: 0.013184852229360333
Position 14325: 0.011445093780619347
Position 14351: 0.011431552172646764
Position 356: 0.011381612034395354
Position 15688: 0.010338197863874476
Position 396: 0.008731923609265673
Position 16573: 0.00807125099844799
Position 14580: 0.00758824529988087
Position 16569: 0.007366558241587575
Position 18450: 0.007267312082197188
Position 93: 0.00585726734828589
Position 18622: 0.005835112826503008
Position 407: 0.004371743243049729
Position 89: 0.003976101347247
Position 17157: 0.003549550995166438
Position 14816: 0.0034739496141081884
Position 15119: 0.0030258460344449937
Position 97: 0.0029735248324225683
Position 7969: 0.002743891518419731
Position 4820: 0.0024701561314468116
Position 13999: 0.002430753145477775
Position 17690: 0.002283102874589706
Position 101: 0.00219577178872069
Position 14329: 0.001670252680064585
Position 15694: 0.0016127247743718896
Position 14147: 0.001602002414845664
Position 786: 0.0015741338445103038
Position 17883: 0.0012958808662829877
Position 16406: 0.0012761001598520655
Position 75: 0.0012504367095064698
Position 15684: 0.0011698756493933092
Position 18385: 0.000995415214737009
Position 16911: 0.0008485188456927723
Position 15847: 0.0007779021800254254
Position 17950: 0.0007738194999920967
Position 13478: 0.0006893467269405447
Position 3716: 0.0006379589168525773
Position 16923: 0.0005904481325026253
Position 13928: 0.0005744923024922653
Position 14885: 0.0005737522355902725
Position 18833: 0.0005277613555720467
Position 517: 0.000513870170369265
Position 630: 0.0005062815516024956
Position 14878: 0.0004904933883032621
Position 14131: 0.00046656892366172913
Position 13950: 0.0004554796836475359
Position 609: 0.0004240296240196566
Position 19160: 0.0004126586820925826
Position 14613: 0.0003872553250923856
Position 500: 0.00037565566148302826
Position 17624: 0.0003617805294609282
Position 15941: 0.00034515340330565944
Position 15150: 0.00030544918773915176
Position 13621: 0.00030428057705655904
Position 347: 0.00029627450782156834
Position 11649: 0.0002940128615133237
Position 15624: 0.00027249212837307963
Position 13905: 0.0002614142685943962
Position 811: 0.0002515254982721582
Position 467: 0.00024928935656165984
Position 13889: 0.0002256554654552474
Position 18092: 0.00019631290569427105
Position 16885: 0.00019013659313316274
Position 16860: 0.00017091489931743542
Position 17997: 0.0001625389671367189
Position 4807: 0.0001603735645988045
Position 818: 0.00015851804983225612
Position 13724: 0.0001538251992796557
Position 16921: 0.00015194957957672908
Position 17575: 0.00013553893461665036
Position 11659: 0.00012740880729139657
Position 17017: 0.00011540662506363612
Position 19033: 0.00011135072417335732
Position 5768: 0.00010325540635163597
Position 18462: 9.969470940384514e-05
Position 18395: 9.944595415978461e-05
Position 14868: 9.376100326280768e-05
Position 16905: 9.354839803031787e-05
Position 13819: 9.225213323209533e-05
Position 13493: 8.97843725365487e-05
Position 17008: 8.740040351818536e-05
Position 14943: 8.58780902116644e-05
Position 13498: 7.942602569756748e-05
Position 17549: 7.193664475270459e-05
Position 955: 7.050566750229753e-05
Position 16894: 6.071888999516635e-05
Position 17596: 5.935956450382534e-05
Position 13985: 4.935875031996961e-05
Position 4885: 4.544851010673859e-05
Position 1586: 4.2466892485298396e-05
Position 10979: 4.084170054971218e-05
Position 17643: 3.3446223935686466e-05
Position 13013: 3.319426174892575e-05
Position 18130: 3.2806973665718856e-05
Position 13306: 3.2669783838469184e-05
Position 13262: 2.9602348718369724e-05
Position 105: 2.8258825952718993e-05
Position 111: 2.784129893981362e-05
Position 3696: 2.750651734204862e-05
Position 3773: 2.6752585114035376e-05
Position 13875: 2.65181443919511e-05
Position 3611: 2.403395090160347e-05
Position 18808: 2.354352218132056e-05
Position 5481: 2.326326762583578e-05
Position 4486: 1.974482282307536e-05
Position 10728: 1.848006254715264e-05
Position 17986: 1.7301361848674897e-05
Position 3855: 1.5640340160143074e-05
Position 14638: 1.5019804671254008e-05
Position 4730: 1.4442055160128921e-05
Position 3768: 1.4089744712836117e-05
Position 14121: 1.2930121954555441e-05
Position 337: 1.2557626519236815e-05
Position 18638: 1.2141799550053858e-05
Position 13120: 1.1439964175503184e-05
Position 17618: 1.1079350438791675e-05
