Gene = Ilp3
index = 1226
Annotated 5SS: [246]
Annotated 3SS: [317]
SMsplice 5SS: [246]
SMsplice 3SS: [317]
top_k =  500
Partition function (log Z): -3.9775306110930098

Sorted 5' Splice Sites (High to Low Probability):
Position 246: 0.8495798869837166
Position 250: 0.14829317271579365
Position 502: 0.006750700838027484
Position 211: 0.0012933986576862497
Position 511: 0.0012318611354670504
Position 207: 0.0007573374848503325
Position 470: 0.0006238824412559863
Position 588: 0.0005479091348145314
Position 660: 0.00032709123608759517
Position 597: 8.284264928379556e-05
Position 600: 2.9567698412175637e-05
Position 483: 2.462216432667715e-05
Position 88: 2.247318268070162e-05
Position 166: 2.197932254762804e-05
Position 605: 2.128142433529895e-05
Position 282: 1.512236148032572e-05
Position 169: 5.119386291288606e-06
Position 451: 3.4690779064058644e-06
Position 376: 2.9583792349477225e-06
Position 392: 2.438200204186562e-06
Position 209: 2.3677258080699453e-06
Position 428: 1.8837950989422558e-06
Position 671: 1.6807548021454171e-06
Position 387: 1.3478420338706041e-06
Position 381: 1.088782947482177e-06
Position 147: 1.0838219749513253e-06
Position 90: 9.065075053825885e-07
Position 439: 5.471044452191662e-07
Position 454: 4.947702768138924e-07
Position 608: 3.1103219093254627e-07
Position 149: 2.176882419783226e-08
Position 314: 3.631503602718651e-11
Position 414: 2.9452152926362154e-11
Position 441: 1.257331905339166e-11
Position 323: 9.40923620503191e-12
Position 357: 5.255027585891149e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 317: 0.8557538369648443
Position 337: 0.14237810786647961
Position 563: 0.004277241160296058
Position 597: 0.0030683802751948364
Position 700: 0.0011940706051866282
Position 706: 0.0009719030280592883
Position 664: 0.0005163640972063251
Position 397: 0.0004759900920364915
Position 353: 0.00041857622009520507
Position 372: 0.0003102956892021296
Position 387: 6.465698627957247e-05
Position 271: 4.934927372688416e-05
Position 748: 4.694959605564112e-05
Position 605: 3.6512533861242017e-05
Position 617: 2.939688760983443e-05
Position 154: 1.9425890028192732e-05
Position 406: 1.4337138307722754e-05
Position 580: 5.038924050704421e-06
Position 451: 4.702390382803288e-06
Position 702: 4.489052451140252e-06
Position 772: 3.951606438606636e-06
Position 282: 3.1242048188351952e-06
Position 493: 9.812224631557472e-07
Position 202: 5.555633081981316e-07
Position 381: 5.397720173410324e-07
Position 166: 5.276000483673593e-08
Position 235: 1.6653884907526486e-08
Position 237: 1.5273669199390554e-09
Position 249: 2.6704313184748285e-10
Position 469: 1.0493357328448298e-10
Position 428: 6.02165400982571e-11
Position 498: 4.873777251979196e-11
Position 439: 9.6931407454949e-12
Position 477: 1.033974483026698e-12
