Gene = Hem
index = 1208
Annotated 5SS: [1388]
Annotated 3SS: [1452]
SMsplice 5SS: [1388]
SMsplice 3SS: [1452]
top_k =  500
Partition function (log Z): -5.567966486476082

Sorted 5' Splice Sites (High to Low Probability):
Position 1388: 0.9992781794705147
Position 1545: 0.3255733962352094
Position 3229: 0.09353330571595958
Position 430: 0.06894979186228109
Position 2645: 0.05805187310319438
Position 2067: 0.054223162056609056
Position 2880: 0.03745265917481758
Position 1848: 0.03210364038204285
Position 3174: 0.026349778439222097
Position 2529: 0.024663745161498735
Position 2650: 0.02424798443305161
Position 2200: 0.019354271105525157
Position 30: 0.010612705356397774
Position 511: 0.010479142629738224
Position 1695: 0.009010441154390798
Position 889: 0.007533160715640824
Position 1527: 0.006920244340285338
Position 1531: 0.005416855346135091
Position 1757: 0.004807908558769273
Position 1066: 0.003924525252770016
Position 806: 0.0037374144384918514
Position 385: 0.002611659792487789
Position 2859: 0.002467428161987699
Position 1686: 0.0022594498195224353
Position 3258: 0.0020699939986230744
Position 378: 0.0019024278611355539
Position 84: 0.0018437163766972897
Position 861: 0.0017935434085210203
Position 1845: 0.0017659430375267643
Position 1162: 0.0017212938765651421
Position 2655: 0.001517767266514482
Position 468: 0.001163226637456323
Position 2054: 0.0010868575516997116
Position 1224: 0.0009941084127426537
Position 751: 0.0008815839398156889
Position 2008: 0.0007498274148139316
Position 2812: 0.0005633678086196951
Position 3004: 0.0004913484634765034
Position 879: 0.0004360659964725018
Position 409: 0.000418852390272878
Position 2517: 0.0004098385721509351
Position 2633: 0.0003720453869774845
Position 330: 0.00034501670755903764
Position 1139: 0.0003145363793527086
Position 1392: 0.0002953776448245017
Position 1937: 0.00027832881121734145
Position 357: 0.00027418416365543324
Position 456: 0.00025821706733932437
Position 1872: 0.00022184033754099025
Position 393: 0.00019102592893625582
Position 601: 0.00018971765863060928
Position 37: 0.00014949743564173577
Position 1916: 0.0001408315421820194
Position 1891: 0.00013518500343048993
Position 1767: 0.00013333417904132528
Position 198: 0.0001323511761002721
Position 1056: 0.0001163777520939476
Position 765: 0.00010301672404464074
Position 945: 0.00010265698121355932
Position 1090: 8.992010312673836e-05
Position 1017: 8.365455271640454e-05
Position 1077: 7.908488741428511e-05
Position 360: 6.914556846204895e-05
Position 2064: 6.121844936887152e-05
Position 188: 4.949066309164243e-05
Position 90: 4.1374863749765174e-05
Position 1830: 3.870126066230021e-05
Position 35: 2.5076665914252466e-05
Position 1186: 2.168278176465701e-05
Position 1615: 2.159547641304292e-05
Position 1027: 1.743084188902882e-05
Position 1900: 9.538312875092141e-06
Position 669: 7.936062545902153e-06
Position 148: 4.149537510422088e-06
Position 1765: 3.746446184079621e-06
Position 1563: 3.0887793271577324e-06
Position 127: 2.8375761603425732e-06
Position 1313: 2.7144356463858076e-06
Position 1742: 2.378548332385484e-06
Position 1654: 2.2255619261813786e-06
Position 1574: 5.745982253302507e-07
Position 2047: 3.7901965480495185e-07
Position 2499: 1.2443131121575173e-07
Position 919: 9.813294762371241e-08
Position 47: 6.176443597338846e-08
Position 816: 5.535221327726831e-08
Position 604: 4.863288121335009e-08
Position 49: 3.9338871767723354e-08
Position 628: 3.293505763228372e-08
Position 810: 1.9513702148009478e-08
Position 484: 1.647915861557248e-08
Position 884: 1.4749668220684043e-08
Position 146: 1.1901555833650677e-08
Position 640: 1.0568751819791895e-08
Position 1946: 6.088120706800911e-09
Position 462: 3.3199042277021834e-09
Position 1625: 5.561950596719143e-10
Position 1473: 1.8491341521477106e-10
Position 615: 2.9800764842612608e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1452: 0.9975230673663064
Position 2756: 0.1883409299494175
Position 3313: 0.16320706915038047
Position 2708: 0.11687952872069819
Position 1615: 0.04400560674478166
Position 638: 0.043899131031837436
Position 1993: 0.043308306870242085
Position 504: 0.0350158892363876
Position 1958: 0.026674063973541752
Position 2966: 0.025283060170160923
Position 2585: 0.024330049717157676
Position 3772: 0.020841751445992898
Position 2135: 0.01965948734206454
Position 3082: 0.011648684654975318
Position 1116: 0.011503659013910785
Position 2249: 0.010200271656511928
Position 1635: 0.006957147988374527
Position 1138: 0.006617464997642677
Position 915: 0.006442266114189705
Position 2402: 0.005782777775879324
Position 1276: 0.005060812729192895
Position 1654: 0.003967087158709396
Position 1843: 0.0031751861720879025
Position 3270: 0.0029811933557120705
Position 1632: 0.002921387267053364
Position 2732: 0.002844947296845787
Position 84: 0.0026021651409496604
Position 1017: 0.0024308743109330935
Position 2850: 0.00240552891434325
Position 2937: 0.0023612159240259107
Position 2920: 0.0021057127808688275
Position 856: 0.0019872355021463553
Position 136: 0.0019434943423405605
Position 1237: 0.0017661997109062679
Position 2456: 0.0015687677594876247
Position 1476: 0.0010417259678509592
Position 2793: 0.0009994112148487948
Position 1677: 0.0009241069455698718
Position 792: 0.0007268993600577424
Position 1946: 0.0007214911899848095
Position 2210: 0.0007005371484629144
Position 2207: 0.0004208587543970007
Position 2650: 0.000391880584747343
Position 546: 0.00036536750228121365
Position 3448: 0.00034739512743881863
Position 3406: 0.00031585639253705407
Position 2053: 0.0003046141420627067
Position 237: 0.0002590123131707265
Position 3809: 0.0002123787507825931
Position 2148: 0.00017736848501292708
Position 2777: 0.00016036321462239699
Position 3830: 0.00014603309386637296
Position 1891: 0.00013776229420895647
Position 2084: 0.00013207857949877494
Position 442: 0.00010534398676127932
Position 2132: 9.054066269635437e-05
Position 2204: 8.535719714228736e-05
Position 732: 8.417755357635671e-05
Position 1686: 7.27380597819056e-05
Position 892: 6.635958645366285e-05
Position 1457: 6.33130578923539e-05
Position 90: 5.225890965872071e-05
Position 105: 5.097292935388215e-05
Position 1195: 4.906656403052289e-05
Position 1511: 3.491843542976089e-05
Position 234: 2.913942602226881e-05
Position 198: 2.597484522607635e-05
Position 960: 2.3089112324005903e-05
Position 1061: 2.2686991690672783e-05
Position 853: 2.2135481139304e-05
Position 702: 2.1849579687887563e-05
Position 178: 2.1742231395219805e-05
Position 1352: 1.5696043177527702e-05
Position 654: 1.2459598236854867e-05
Position 806: 1.2347300516225212e-05
Position 1027: 7.949182741086221e-06
Position 1875: 7.632549353829497e-06
Position 1974: 6.888785653676391e-06
Position 645: 6.215829003509413e-06
Position 415: 4.802251369802114e-06
Position 576: 4.488502141692461e-06
Position 357: 4.150476837152258e-06
Position 1484: 3.7607171484942825e-06
Position 1694: 3.392950090428527e-06
Position 1851: 3.3255426968513584e-06
Position 330: 3.2857692893013826e-06
Position 240: 3.266695102584902e-06
Position 1872: 2.9135297903768238e-06
Position 456: 2.81576005346036e-06
Position 309: 2.4697507700528155e-06
Position 390: 1.7635685429964031e-06
Position 313: 1.4910842308806622e-06
Position 447: 1.4894590276856757e-06
Position 340: 9.783058598030696e-07
Position 1459: 9.59462431816733e-07
Position 1691: 6.861366991825138e-07
Position 1540: 3.69495261864508e-07
Position 1467: 6.393967647299489e-08
Position 1387: 2.2470170006652914e-08
Position 1775: 8.205919488614862e-10
Position 378: 7.349939425281949e-10
Position 354: 6.14780086461531e-10
Position 244: 1.877110007319611e-10
Position 1794: 3.684680434236097e-11
Position 336: 3.3561028966166514e-11
