Gene = Iml1
index = 1230
Annotated 5SS: [  178   541  1090  1752  1984  2455  2644  4929  6361  6596  6845  7375
  7701  8750  9013  9167  9394  9610  9840 10008 10121]
Annotated 3SS: [  232   600  1146  1811  2045  2511  4805  5957  6420  6652  7281  7635
  8641  8805  9068  9225  9448  9676  9894 10064 10177]
SMsplice 5SS: [  178   541  1090  1752  1984  2455  2644  6361  6596  6845  8750  9013
  9167  9394  9610  9840 10008 10121]
SMsplice 3SS: [  232   600  1146  1821  2045  2511  5341  6420  6652  7302  8805  9068
  9225  9448  9676  9894 10064 10177]
top_k =  500
Partition function (log Z): 39.21619479333603

Sorted 5' Splice Sites (High to Low Probability):
Position 1984: 0.9988388063307828
Position 6361: 0.9983483622067376
Position 10121: 0.9981416057344874
Position 2644: 0.9980507738864255
Position 6596: 0.9951421745436705
Position 8750: 0.9908288580276874
Position 6845: 0.9860792892470992
Position 9013: 0.978473686145136
Position 10008: 0.9685579801894241
Position 541: 0.9681302160298754
Position 9840: 0.947077933716489
Position 2455: 0.9124572836369311
Position 9394: 0.8374560801234778
Position 9610: 0.8216417588049771
Position 178: 0.7845121824766501
Position 1090: 0.783021028452134
Position 9167: 0.6113683168030879
Position 1752: 0.5702478144789419
Position 1220: 0.37405554487399967
Position 7701: 0.35505985526946904
Position 7823: 0.28436262500333437
Position 9573: 0.12876473417274215
Position 8393: 0.11405655031847968
Position 7375: 0.10425747787076643
Position 1234: 0.0317177692626688
Position 2127: 0.022768646567854038
Position 1745: 0.017882576624945627
Position 10012: 0.01748018710901283
Position 1327: 0.016642192233155807
Position 4929: 0.013314992586544762
Position 786: 0.012740235941965593
Position 9614: 0.011043967431850259
Position 7038: 0.009326730313313016
Position 8164: 0.008428625877610361
Position 1707: 0.007924554572224799
Position 9385: 0.007830090560360313
Position 1674: 0.007608568737236187
Position 9623: 0.007476329120353845
Position 3534: 0.005986131185750838
Position 837: 0.005142632215281688
Position 6806: 0.004997611100984583
Position 8028: 0.004804317594897045
Position 1393: 0.00444408205454557
Position 1044: 0.004290164438575439
Position 7966: 0.003661885856791843
Position 1755: 0.0034225845193864516
Position 3882: 0.0032350776303551433
Position 3294: 0.0031651488394079134
Position 7068: 0.0031507656440470906
Position 9398: 0.003144434066805146
Position 754: 0.0031233760411607304
Position 2172: 0.0031018304419823165
Position 1408: 0.0029919614445175105
Position 10281: 0.0029456045204918017
Position 3300: 0.0028860731911522445
Position 1034: 0.0025631875350172304
Position 1046: 0.002348856638859226
Position 813: 0.0023478655189168455
Position 1760: 0.0023243886464804683
Position 2408: 0.0019054435921355335
Position 1397: 0.001833440358037144
Position 2437: 0.0017836063923331734
Position 1080: 0.0016322779218823557
Position 1312: 0.0014450514553468533
Position 9598: 0.001411533933176226
Position 9142: 0.0012874166336634598
Position 9565: 0.0012368024909322776
Position 2372: 0.0011981630879975916
Position 2238: 0.0010848032736973353
Position 2354: 0.0010535251506503462
Position 1309: 0.0010359408460432532
Position 9989: 0.0010310502905830103
Position 6907: 0.0009657480705778003
Position 9590: 0.0009164998878299652
Position 7085: 0.0009080396740281335
Position 9568: 0.0008953849580158596
Position 861: 0.0008734776674253957
Position 9272: 0.0008360676624576167
Position 666: 0.000771504676608018
Position 615: 0.0007563114963607144
Position 8876: 0.0006804894155240758
Position 3614: 0.0006783863261313957
Position 889: 0.0006645627452045622
Position 9763: 0.0006251673450927247
Position 1668: 0.0006153183208006435
Position 2465: 0.000608228628077238
Position 664: 0.0005958422115405009
Position 7132: 0.0005308864237938312
Position 6575: 0.0004705347978357647
Position 3246: 0.0004495293550408609
Position 756: 0.00043989606582698016
Position 9017: 0.00038929607759919353
Position 704: 0.00035339755989226756
Position 9423: 0.0003290585208374382
Position 10082: 0.00032700286763492274
Position 9577: 0.0003128288639955178
Position 9292: 0.0003092463726451283
Position 7528: 0.0003020293719412378
Position 9170: 0.00028256546065455853
Position 9630: 0.000250809216925244
Position 6971: 0.0002456021146081837
Position 3594: 0.00023890400864220022
Position 8162: 0.0002358777903241121
Position 6898: 0.0002261880219062966
Position 6878: 0.00022189500524062952
