Gene = endos
index = 1695
Annotated 5SS: [318 900]
Annotated 3SS: [ 703 1285]
SMsplice 5SS: [399 900]
SMsplice 3SS: [ 703 1285]
top_k =  500
Partition function (log Z): -3.281817941177015

Sorted 5' Splice Sites (High to Low Probability):
Position 900: 0.9928678292958774
Position 399: 0.45625972590597574
Position 318: 0.24000148677313607
Position 1164: 0.17833156055387878
Position 260: 0.04056687559512774
Position 393: 0.010356742985278115
Position 1434: 0.01031494680894906
Position 53: 0.007742133184108997
Position 1214: 0.007631521986982872
Position 48: 0.0067560351035226285
Position 405: 0.004722915584325198
Position 403: 0.004355878075874172
Position 1191: 0.003579498062990342
Position 1364: 0.0029579807080152526
Position 1506: 0.002532142302669983
Position 171: 0.0021372941038421017
Position 543: 0.0020964963793962043
Position 1181: 0.0015207772083965713
Position 545: 0.001334763893439206
Position 547: 0.0012561243525858262
Position 549: 0.0011864676643051266
Position 1220: 0.0011667568194316824
Position 539: 0.0011096525497494235
Position 1490: 0.0010850886699926045
Position 553: 0.0009753963104605179
Position 290: 0.0009688020199680109
Position 1828: 0.0009290426471972985
Position 1770: 0.000922094786837641
Position 396: 0.0009057619378264534
Position 533: 0.0005335433254484849
Position 1349: 0.0005107698267404701
Position 514: 0.0005094685240560386
Position 44: 0.0004688653847185583
Position 977: 0.0003416772452863875
Position 904: 0.00033819276145965116
Position 199: 0.00029903369279894493
Position 127: 0.0002777251947083092
Position 1141: 0.0002683898898833623
Position 481: 0.0002154343338097049
Position 37: 0.00020563552209390854
Position 1441: 0.0001944619128281306
Position 518: 0.00012817180918758825
Position 648: 7.345783661004426e-05
Position 297: 5.686033001105249e-05
Position 833: 4.601244172842764e-05
Position 1791: 2.835044177639225e-05
Position 77: 2.218158620888049e-05
Position 1927: 1.7216122624111903e-05
Position 700: 1.2809155845007993e-05
Position 479: 1.1903014535071232e-05
Position 95: 6.349217187696788e-06
Position 2026: 6.296148665927853e-06
Position 1024: 6.29057264862505e-06
Position 1021: 5.911811600232123e-06
Position 485: 4.8211768419273485e-06
Position 143: 4.754054861977419e-06
Position 1031: 2.8494034357446377e-06
Position 954: 1.3223217133919384e-06
Position 4: 1.2811223143329165e-06
Position 125: 1.0651115684033831e-06
Position 827: 8.993849220899792e-07
Position 939: 7.339385561496279e-07
Position 956: 6.993512544038722e-07
Position 852: 2.6842537627270023e-07
Position 1400: 1.2167607065432385e-07
Position 512: 1.783156067470893e-10
Position 537: 1.5780911238945638e-10
Position 551: 4.653279063056945e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1285: 0.8784515138295601
Position 703: 0.5596625208316006
Position 1080: 0.1826446693538784
Position 648: 0.07257750823732367
Position 310: 0.04679096303291005
Position 475: 0.04156173250398266
Position 1024: 0.03320336240481928
Position 688: 0.03095407360597456
Position 1134: 0.02853468641005476
Position 1291: 0.019027910209107428
Position 1021: 0.018313566798533087
Position 707: 0.016805390187624482
Position 1630: 0.015246498883852124
Position 1315: 0.010795383510249112
Position 1047: 0.01007986395603345
Position 1612: 0.006251874172827752
Position 235: 0.004278018947516852
Position 121: 0.0019242803153256866
Position 761: 0.001531719291452789
Position 1825: 0.0013040918383607019
Position 2025: 0.0011839400530867976
Position 1220: 0.0010588322566009313
Position 729: 0.001041673379859511
Position 1575: 0.001027086386501672
Position 782: 0.0007616294137389834
Position 2041: 0.0006280642111842205
Position 1719: 0.0006275164762149065
Position 1511: 0.00045934234558748035
Position 736: 0.00037892668691634994
Position 512: 0.00031205039453506545
Position 1988: 0.0002989398726949836
Position 1506: 0.00028640602982001474
Position 133: 0.0002620767012338689
Position 95: 0.00025439216946898874
Position 1031: 0.00021994024905718336
Position 742: 0.00021952974646111278
Position 806: 0.0002020499233228564
Position 175: 0.00019746674049673406
Position 1694: 0.00016658024067200416
Position 396: 0.00016066842709304757
Position 1441: 0.0001553410284537206
Position 2102: 0.00014917449828927255
Position 479: 0.00014743044634147763
Position 2071: 0.00014653733212468647
Position 379: 0.0001257430167073972
Position 1247: 0.00010049263544280046
Position 1205: 7.644481222716668e-05
Position 1865: 7.203214589716531e-05
Position 1985: 6.7098522341574e-05
Position 803: 5.9141561759029913e-05
Position 1856: 5.727150313188343e-05
Position 185: 4.851013178952344e-05
Position 881: 4.522421305795266e-05
Position 143: 4.209543701718901e-05
Position 1141: 3.2757908253101145e-05
Position 182: 3.229410138467814e-05
Position 1327: 2.9120816211400417e-05
Position 151: 2.327463211318232e-05
Position 1230: 1.8924864395099535e-05
Position 1177: 1.856227913917403e-05
Position 770: 1.470400992065496e-05
Position 529: 1.2529835102469086e-05
Position 199: 6.149746620876475e-06
Position 317: 5.893718540019227e-06
Position 240: 9.54090831148116e-07
Position 255: 5.118394112751715e-07
Position 243: 2.7910738096703416e-07
Position 290: 1.6035064066444374e-07
Position 886: 1.0993561232283194e-07
Position 265: 9.825182674966285e-08
Position 279: 8.827908850289124e-09
Position 273: 3.2738995085233256e-09
Position 53: 1.5191047917048359e-09
Position 276: 2.616891408789319e-10
Position 77: 1.9407623444555692e-13
