Gene = Oseg5
index = 1348
Annotated 5SS: [ 370  893 1185 1636 2224]
Annotated 3SS: [ 435  956 1255 1695 2384]
SMsplice 5SS: [ 370  893 1185 1431 1636 2224]
SMsplice 3SS: [ 435  956 1255 1492 1695 2384]
top_k =  500
Partition function (log Z): 15.439106111783705

Sorted 5' Splice Sites (High to Low Probability):
Position 370: 0.9990463902315708
Position 1636: 0.9946996648397199
Position 1431: 0.9697764570540417
Position 1185: 0.9340743749408631
Position 2224: 0.9200606252959745
Position 893: 0.766132570722881
Position 43: 0.40371695189517687
Position 879: 0.16050567576771527
Position 23: 0.13914050521668828
Position 2653: 0.051775820738852264
Position 843: 0.04831968716479354
Position 2025: 0.03540621816403158
Position 1143: 0.024080754917277875
Position 570: 0.010393024942510057
Position 2239: 0.010013637885823936
Position 1192: 0.008379665488155734
Position 830: 0.005619775792995084
Position 1984: 0.003771096533172027
Position 2155: 0.003546637948677311
Position 138: 0.0034889893187401914
Position 726: 0.003208963369028157
Position 1195: 0.002658737044771412
Position 2310: 0.002613017738338462
Position 1625: 0.0019501171920717653
Position 2123: 0.0018448692407394944
Position 67: 0.0018271260269591087
Position 594: 0.0016300368745099717
Position 1906: 0.0015763723291301829
Position 1616: 0.0007540197112338046
Position 222: 0.000651878559017411
Position 2017: 0.0006428875100513124
Position 773: 0.0005284260235495146
Position 2273: 0.0004630104550964856
Position 770: 0.00045969706312307037
Position 1865: 0.0004456848339760208
Position 2328: 0.0004144452627517636
Position 365: 0.00039779497062495615
Position 3: 0.0003687479815712489
Position 583: 0.0003480205746747288
Position 467: 0.00032718837894642444
Position 787: 0.00032075909554502084
Position 21: 0.0002847767332154301
Position 1971: 0.0002699738255904135
Position 1988: 0.00024908341406114826
Position 186: 0.0002165772283498307
Position 1824: 0.00019994708123609474
Position 1893: 0.0001630154969009034
Position 611: 0.00016158217664575823
Position 561: 0.00015657172421986953
Position 1428: 0.0001451755884534895
Position 2021: 0.00013981169618025333
Position 558: 0.00013209470670395233
Position 1110: 0.0001300110669226267
Position 1040: 0.00012037010859857371
Position 15: 0.0001104814456153663
Position 728: 9.522939888908404e-05
Position 2268: 9.35841217482362e-05
Position 1169: 9.02256794623978e-05
Position 2129: 8.906791535563862e-05
Position 2098: 6.228959423876431e-05
Position 1768: 6.048674758387867e-05
Position 1570: 5.9655871201873355e-05
Position 1435: 5.746229825541674e-05
Position 287: 5.162543500929668e-05
Position 1318: 3.833772737232346e-05
Position 1550: 3.156389698809421e-05
Position 2258: 3.139217791163863e-05
Position 555: 2.9639039891515352e-05
Position 2345: 2.5449046038322277e-05
Position 2498: 1.861873402519948e-05
Position 1499: 1.7816552584704123e-05
Position 1359: 1.1483391241778599e-05
Position 1081: 1.1003554723786397e-05
Position 1943: 1.0982768781623579e-05
Position 482: 1.0364701926735865e-05
Position 457: 8.226365059039237e-06
Position 678: 7.005079636284412e-06
Position 1529: 5.248423354163517e-06
Position 742: 5.083379140036544e-06
Position 238: 4.703728684231194e-06
Position 1959: 3.7805983361378895e-06
Position 488: 2.895172476149395e-06
Position 374: 2.4206263792257968e-06
Position 327: 2.2343095048734537e-06
Position 1019: 2.1300378596050006e-06
Position 627: 2.0815927781900915e-06
Position 757: 1.3387258987648304e-06
Position 635: 1.246694575287619e-06
Position 1370: 1.0554863366802175e-06
Position 512: 9.919888700759207e-07
Position 1397: 8.961119368288091e-07
Position 687: 6.941567979119408e-07
Position 2478: 6.231692889560234e-07
Position 1258: 5.146711373385962e-07
Position 1532: 3.973231640647519e-07
Position 75: 3.886075873410808e-07
Position 471: 3.6125295154519847e-07
Position 978: 2.1101197098287332e-07
Position 2140: 1.0562882992438724e-07
Position 118: 2.160651843551414e-08
Position 1732: 6.044693900129181e-09
Position 332: 3.075765200303446e-09
Position 318: 2.4806890564889806e-09
Position 1730: 6.0323001799297e-10
Position 1503: 4.393121745482233e-11
Position 1255: 3.714652018262591e-13
Position 1496: 2.096515712968647e-13
Position 406: 1.5184587465406482e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1695: 0.9929313822991747
Position 956: 0.9866453483662065
Position 1492: 0.9693178405522237
Position 1255: 0.9655861802077833
Position 435: 0.9571948987825125
Position 2384: 0.9490449576630745
Position 112: 0.4573707894844836
Position 80: 0.08720412092364643
Position 448: 0.037159188535226775
Position 2732: 0.034631705695188
Position 2414: 0.01154583961963937
Position 2703: 0.009921255589564729
Position 2337: 0.009755364730323967
Position 1017: 0.006537424975092269
Position 2301: 0.006081526572248016
Position 2781: 0.005329007974852947
Position 991: 0.0037568085454692773
Position 1322: 0.0030227661967822173
Position 2057: 0.002509190091778808
Position 2148: 0.00235373403248652
Position 625: 0.00207991384866822
Position 2421: 0.001728438969610604
Position 259: 0.0015730908353596969
Position 662: 0.0014919515960781337
Position 2046: 0.0013707802972010273
Position 665: 0.0013659620056753064
Position 2838: 0.0010679026229802482
Position 238: 0.0009610096508048746
Position 191: 0.0009577509264395258
Position 202: 0.0007870614075134708
Position 1222: 0.0007167948143467471
Position 1926: 0.0006507014483068802
Position 1865: 0.0005373403727277434
Position 482: 0.0004657490357102134
Position 2700: 0.0003588972414936639
Position 2010: 0.0003525687156669039
Position 2106: 0.0003519631564898245
Position 778: 0.00035089701763185623
Position 286: 0.0003412501953547011
Position 2769: 0.00033937801739255104
Position 290: 0.00030801926091048677
Position 457: 0.0002272238368836649
Position 273: 0.00022348465038206388
Position 1783: 0.00019334662694037803
Position 594: 0.0001928455310934384
Position 1284: 0.00014923965466328058
Position 1789: 0.0001301496657617039
Position 2785: 0.00012669915967474134
Position 2025: 0.00012429032599819926
Position 1906: 9.47039203258851e-05
Position 1393: 9.101700661859929e-05
Position 2171: 9.058707987153693e-05
Position 2071: 8.451803348311649e-05
Position 2561: 7.740063928659131e-05
Position 1503: 7.582667728049306e-05
Position 2856: 7.228818130177567e-05
Position 1390: 6.940811470958818e-05
Position 1967: 6.409780396166576e-05
Position 2264: 6.360099306051742e-05
Position 2883: 5.879875275085984e-05
Position 1602: 4.910145486626851e-05
Position 487: 4.3967467331756566e-05
Position 2847: 4.0089963232570923e-05
Position 2746: 3.849890309794313e-05
Position 1570: 3.632014931561687e-05
Position 747: 3.423287248930492e-05
Position 830: 3.3170331365476314e-05
Position 2512: 2.8477242073972702e-05
Position 653: 2.1991006895100427e-05
Position 1370: 2.163414078581379e-05
Position 2794: 1.9726089249637297e-05
Position 627: 1.894481050770081e-05
Position 1471: 1.7563743160088065e-05
Position 1933: 1.606217208865284e-05
Position 327: 1.3276308597237765e-05
Position 841: 1.2355713871482152e-05
Position 2129: 1.1569823668201258e-05
Position 1936: 1.074879985094236e-05
Position 59: 9.747564517713994e-06
Position 2919: 9.307457444417343e-06
Position 736: 8.056160081089293e-06
Position 1845: 7.835270510904376e-06
Position 1337: 7.1571562409845084e-06
Position 2913: 6.8927622672281855e-06
Position 300: 6.6008296578613816e-06
Position 345: 5.915631407619916e-06
Position 1550: 3.6810026819236957e-06
Position 1081: 2.9918144091179866e-06
Position 1046: 2.4558756252410927e-06
Position 1450: 1.1835991854366517e-06
Position 2517: 7.402630862319511e-07
Position 342: 6.263190121755138e-07
Position 306: 5.826708368504986e-07
Position 1415: 5.540926857497435e-07
Position 2526: 4.54358294690524e-07
Position 297: 3.760354488724888e-07
Position 1192: 2.950166473550098e-07
Position 1422: 2.834248797272905e-07
Position 549: 2.585483028225763e-07
Position 471: 2.295005632515686e-07
Position 2553: 1.9832734408792065e-07
Position 50: 1.6714193904627983e-07
Position 1177: 9.619308023343685e-08
Position 47: 2.436835624844676e-08
Position 496: 1.2848670873686239e-08
Position 393: 4.189425499364827e-09
Position 403: 4.038444787002704e-09
Position 292: 1.472033076130325e-09
Position 353: 1.857115215569127e-10
