Gene = AstCC
index = 32
Annotated 5SS: [ 419 1063 1210]
Annotated 3SS: [ 881 1123 1283]
SMsplice 5SS: [ 419 1063 1210]
SMsplice 3SS: [ 881 1123 1283]
top_k =  500
Partition function (log Z): -2.119395830730862

Sorted 5' Splice Sites (High to Low Probability):
Position 1063: 0.9710772097379786
Position 419: 0.896816792136375
Position 1210: 0.8701985296424007
Position 734: 0.2903851719382789
Position 474: 0.039646733218016886
Position 786: 0.022409293313306676
Position 529: 0.0064897764429599665
Position 789: 0.0036792484213001497
Position 801: 0.003566907675561505
Position 483: 0.0034598802835530086
Position 352: 0.0029244440637407826
Position 629: 0.002456032667283993
Position 738: 0.0021510544027829185
Position 296: 0.002054943902668052
Position 1067: 0.0016623123022849599
Position 535: 0.0014535606133786504
Position 136: 0.0013001448642981186
Position 727: 0.0012246578929769488
Position 139: 0.0009264517508151808
Position 1403: 0.0008219341222587233
Position 716: 0.0007795843999786118
Position 1269: 0.00040670679951769966
Position 1428: 0.0003463136592410347
Position 1073: 0.0003408934213604299
Position 706: 0.0003362476048793606
Position 111: 0.0003248924001462093
Position 478: 0.0003031182759076763
Position 412: 0.0002909159392844848
Position 227: 0.00020462122308118841
Position 342: 0.00019920890580771744
Position 363: 0.00017130643428288608
Position 645: 0.00015074761198570594
Position 3: 0.00014183760484588628
Position 651: 0.00013770259933298604
Position 1411: 6.981590335755686e-05
Position 1578: 6.910173546582815e-05
Position 1666: 6.777740361555558e-05
Position 643: 6.405418395574905e-05
Position 885: 5.1925287684915476e-05
Position 497: 4.703750717893737e-05
Position 166: 4.594774084904873e-05
Position 1214: 3.988038870535504e-05
Position 1360: 3.4608826263963064e-05
Position 487: 3.3799834576092336e-05
Position 5: 3.333223974151858e-05
Position 1369: 3.2129699620627196e-05
Position 102: 2.899980318428306e-05
Position 669: 2.6077638704990343e-05
Position 384: 2.3780737654680414e-05
Position 1393: 2.031666474062978e-05
Position 211: 1.7623814973330856e-05
Position 649: 1.7276495816136102e-05
Position 927: 1.2014014996596113e-05
Position 1672: 1.1714057948275107e-05
Position 961: 9.99970868145832e-06
Position 1619: 9.207186464429844e-06
Position 36: 7.034322034126637e-06
Position 1109: 5.269425866907455e-06
Position 282: 5.1768534215414225e-06
Position 47: 3.1600474840039392e-06
Position 229: 2.6326229972918015e-06
Position 1128: 2.3728945143972826e-06
Position 898: 1.952932300709232e-06
Position 605: 1.828482668792111e-06
Position 1112: 1.6958056591069885e-06
Position 1006: 1.014507445637822e-06
Position 888: 8.69476377646718e-07
Position 182: 7.751270690317205e-07
Position 75: 3.4948763598731e-07
Position 1133: 3.276473987987752e-07
Position 1283: 9.40081807736533e-10
Position 1155: 6.467569134777257e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.9739927727703779
Position 881: 0.9173683263729356
Position 1283: 0.5498652304511933
Position 575: 0.19820714218556293
Position 1260: 0.13524416093468944
Position 594: 0.06522275232167943
Position 628: 0.061016383091504284
Position 1304: 0.05977482273165539
Position 1356: 0.04589910097875497
Position 1257: 0.030454226023066303
Position 1506: 0.01949462461093956
Position 1295: 0.019481388566812977
Position 599: 0.016661495849767987
Position 953: 0.010974024145438245
Position 789: 0.0038538554935719747
Position 1309: 0.0033939056299536483
Position 786: 0.003062943611818827
Position 1320: 0.0027145366441771795
Position 193: 0.002361460736676241
Position 1273: 0.002200688705783506
Position 1460: 0.0019058657077204498
Position 903: 0.0015144320815456507
Position 1133: 0.0009148269075249292
Position 1724: 0.0007519674709209517
Position 1660: 0.0007263403925897936
Position 1632: 0.0005292662049747115
Position 665: 0.0002731321484318214
Position 833: 0.0002631461296075601
Position 837: 0.00017739021365410288
Position 50: 0.00016986613357271855
Position 896: 0.00016468602533837264
Position 1306: 0.00014737891307816422
Position 1185: 0.00013781649771912557
Position 1524: 0.0001252978776502562
Position 691: 9.976316319930525e-05
Position 262: 8.053287710579683e-05
Position 282: 7.603975614625921e-05
Position 1432: 6.640943327105058e-05
Position 994: 5.3166076099962214e-05
Position 1174: 3.6087890327848524e-05
Position 1006: 3.476449839808559e-05
Position 1245: 3.328647128101854e-05
Position 660: 1.774879412102012e-05
Position 970: 1.2680720637719736e-05
Position 1491: 1.247039051195602e-05
Position 161: 1.163666962031771e-05
Position 287: 1.097074667164126e-05
Position 1363: 8.606594345455476e-06
Position 463: 6.842003891807868e-06
Position 1091: 5.8560437823308495e-06
Position 363: 5.819436840524654e-06
Position 814: 4.92401497001837e-06
Position 1097: 4.4558925886892356e-06
Position 758: 2.956015692280079e-06
Position 794: 2.578908954546661e-06
Position 351: 2.119296454454222e-06
Position 798: 1.3562341877647181e-06
Position 809: 1.1548287307010138e-06
Position 961: 1.0820834412034158e-06
Position 446: 9.082790037937203e-07
Position 144: 2.456260958208704e-07
Position 90: 1.763172806472504e-07
Position 57: 2.6524128728229212e-08
Position 392: 1.9558511349736843e-08
Position 202: 1.673233515143946e-08
Position 124: 1.5949163628500278e-08
Position 423: 1.5542627016045824e-08
Position 367: 1.363316021032545e-08
Position 127: 1.3311078869208028e-08
Position 460: 1.3167143741720966e-08
Position 93: 1.2090070386879189e-08
Position 384: 6.6432630986972044e-09
Position 338: 4.384603647627823e-09
Position 412: 1.8129001758482438e-09
Position 111: 1.2403916920669213e-09
Position 373: 1.1284664670602139e-09
Position 334: 1.0129187215397977e-09
Position 99: 5.350287073654751e-10
Position 678: 5.26143415661595e-10
Position 310: 4.760678496347199e-10
Position 102: 2.872458437056067e-10
Position 293: 1.7495404452928166e-10
Position 376: 1.1221049317415355e-11
