Gene = DOR
index = 1128
Annotated 5SS: [  442 11552 12320 12721]
Annotated 3SS: [10876 11838 12485 12796]
SMsplice 5SS: [   78 11552 12320 12721]
SMsplice 3SS: [10876 11838 12485 12796]
top_k =  500
Partition function (log Z): 11.677119695750635

Sorted 5' Splice Sites (High to Low Probability):
Position 12721: 0.99651363506024
Position 11552: 0.995335151985056
Position 78: 0.6766096780176474
Position 12320: 0.5105123449392471
Position 12230: 0.46415389377313987
Position 442: 0.31534160233286085
Position 13044: 0.10206426722674988
Position 2469: 0.04743682991683292
Position 2765: 0.040586314807891495
Position 11731: 0.03571442081500529
Position 692: 0.031509692725235
Position 10427: 0.020634206692943934
Position 2945: 0.016363098270965503
Position 11774: 0.016326175202070168
Position 11943: 0.011968973273946339
Position 7515: 0.010605260002839264
Position 1688: 0.00901272870100945
Position 11174: 0.008577171328196687
Position 11733: 0.0074291985355573005
Position 12425: 0.006805081491408795
Position 1751: 0.00657775068986092
Position 5608: 0.006394996235655422
Position 11706: 0.006287549926035286
Position 2104: 0.005283648512399272
Position 1373: 0.004739292613726495
Position 11532: 0.003936656825411436
Position 12747: 0.0025188560121808296
Position 304: 0.002169093979449741
Position 12152: 0.002154838200966227
Position 1812: 0.0020940831747488673
Position 9143: 0.0020927026242492344
Position 82: 0.0017206595948405616
Position 2365: 0.0016101152571841456
Position 5209: 0.001600064807131808
Position 12234: 0.0011879221283867638
Position 2835: 0.0011781648094802899
Position 995: 0.0009356132081946071
Position 6261: 0.000883038050609701
Position 971: 0.0007892918203187473
Position 13509: 0.000767552160739162
Position 12920: 0.0006947950444484667
Position 12202: 0.0005682201143090248
Position 12857: 0.0005642230973488935
Position 12713: 0.0005150903630610512
Position 12184: 0.00035068803523907103
Position 12324: 0.0003256148383393855
Position 12336: 0.00022789356392618058
Position 13221: 0.0002053440593685891
Position 11917: 0.0001998769942940375
Position 2613: 0.00019488080368420646
Position 12013: 0.00015830037090326215
Position 13273: 0.00015611263871959934
Position 1798: 0.00014401800866714067
Position 11757: 0.00010492748455662496
Position 13089: 0.00010385669928137269
Position 12210: 9.954938317772674e-05
Position 12103: 9.450327110104389e-05
Position 400: 8.943313390855803e-05
Position 11898: 7.996726598913914e-05
Position 283: 7.869555010595114e-05
Position 13587: 6.994143500290886e-05
Position 13575: 6.992272219693314e-05
Position 2369: 6.291013379264243e-05
Position 12060: 5.597561533006379e-05
Position 11949: 5.3187518643054126e-05
Position 11737: 4.889922487511789e-05
Position 1960: 4.852405703581814e-05
Position 214: 4.6870778402292e-05
Position 119: 4.2422689000761265e-05
Position 12008: 4.060627395667135e-05
Position 11635: 3.934502658840363e-05
Position 12707: 3.673688195179369e-05
Position 13598: 3.332772570076959e-05
Position 11966: 3.299807034055445e-05
Position 993: 3.1569017381897505e-05
Position 11717: 3.124608900022493e-05
Position 287: 3.124542399690599e-05
Position 4253: 3.1039233929837644e-05
Position 177: 2.9877986588455224e-05
Position 11892: 2.7506563170363958e-05
Position 185: 2.5348275152150635e-05
Position 12753: 2.5238098658820118e-05
Position 13591: 2.4593762663948904e-05
Position 11623: 2.2401083082750486e-05
Position 11592: 1.9235862705815187e-05
Position 811: 1.617604810858831e-05
Position 12949: 1.4146056735498562e-05
Position 10934: 1.4051324165568583e-05
Position 11889: 1.2475785830596282e-05
Position 12349: 1.120451408953382e-05
Position 12679: 6.4497095820876e-06
Position 11991: 6.2987088543015756e-06
Position 99: 5.8603186174816895e-06
Position 12224: 4.905904274144809e-06
Position 1402: 4.8122987285608215e-06
Position 13530: 3.993135531205001e-06
Position 446: 3.9077242368918614e-06
Position 12684: 3.84518793698045e-06
Position 12377: 3.765798931996839e-06
Position 1160: 3.603231705903739e-06
Position 13596: 3.3248597037688236e-06
Position 13448: 2.9062186158208894e-06
Position 13547: 2.8892193565431545e-06
Position 1137: 2.347955528860698e-06
Position 567: 2.049810750440062e-06
Position 1170: 2.0287252939764345e-06
Position 13571: 1.9918419256894624e-06
Position 607: 1.8583398285113817e-06
Position 591: 1.5607099548341543e-06
Position 189: 1.2041985363643608e-06
Position 781: 1.1909459430576804e-06
Position 359: 1.0892356893279608e-06
Position 221: 9.44848305690195e-07
Position 375: 9.383716138077737e-07
Position 936: 9.111199743223661e-07
Position 251: 8.3377889236608e-07
Position 1757: 2.824373313634127e-07
Position 218: 2.733309108436611e-07
Position 556: 1.4760265919348814e-07
Position 804: 1.4166279831542382e-07
Position 245: 1.1985723870221512e-07
Position 1181: 8.266094300243073e-08
Position 237: 7.688467662320458e-08
Position 224: 6.239115605037901e-08
Position 498: 6.234340907518468e-08
Position 84: 4.0961035950096594e-08
Position 12644: 3.724396612528977e-08
Position 86: 2.2510864717899408e-08
Position 13265: 2.0230151844737804e-08
Position 690: 2.0200336751301667e-08
Position 13277: 8.530580666775507e-09
Position 12503: 5.6193359965721455e-09
Position 357: 5.069476873840422e-09
Position 4216: 1.6148857314272913e-09
Position 3488: 1.304266985130847e-09
Position 2876: 1.198890552974539e-09
Position 12489: 2.7872996439465602e-11
Position 12568: 8.732063812312852e-12
Position 451: 2.1974595565113072e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 11838: 0.9955699608348101
Position 10876: 0.9900074339830479
Position 12796: 0.9627916460643672
Position 12485: 0.8026674733256137
Position 13109: 0.09857997403414163
Position 12366: 0.09548240636784688
Position 11619: 0.053176985748202336
Position 12509: 0.03849298499511022
Position 12770: 0.03639142719975689
Position 2743: 0.035034614893037296
Position 1048: 0.024904234190265436
Position 12503: 0.017826285475548403
Position 12402: 0.015464835569860266
Position 2328: 0.015162436004046098
Position 2103: 0.01392437964518481
Position 11234: 0.013306331131761471
Position 12013: 0.011821007903687517
Position 10314: 0.01111311192834374
Position 9698: 0.010314828037549033
Position 11685: 0.009814020316090681
Position 12336: 0.007092482620973066
Position 7394: 0.006748569057498894
Position 2553: 0.006167258373893391
Position 12519: 0.006063298337502934
Position 390: 0.0059511672330997255
