Gene = Rexo5
index = 1420
Annotated 5SS: [ 210  501 3395]
Annotated 3SS: [ 278 2610 3450]
SMsplice 5SS: [ 210  501 3395]
SMsplice 3SS: [ 278 2610 3450]
top_k =  500
Partition function (log Z): 2.100996449911809

Sorted 5' Splice Sites (High to Low Probability):
Position 3395: 0.9983122437982653
Position 501: 0.9868275611590933
Position 210: 0.7941827539424764
Position 888: 0.28224136891298235
Position 1843: 0.16415482261935738
Position 1228: 0.1522714313370314
Position 2510: 0.10764935446536598
Position 130: 0.0943388518562564
Position 1465: 0.052681969629720965
Position 3997: 0.037733106722212875
Position 3544: 0.034561127927030276
Position 4047: 0.030515818529724858
Position 1330: 0.014920900790671458
Position 3087: 0.01424399023734887
Position 1549: 0.013037576690224035
Position 3540: 0.012618008775755588
Position 3797: 0.010621091842967664
Position 3794: 0.010085282068186392
Position 1510: 0.009286178227507675
Position 3078: 0.00877711574248619
Position 3736: 0.007821316810269078
Position 535: 0.006955343809796571
Position 1263: 0.005627992211409781
Position 1645: 0.005340973800092683
Position 4433: 0.004992077119957032
Position 1557: 0.0033610648344758708
Position 3649: 0.00325286895039124
Position 4051: 0.003102458826326217
Position 4087: 0.002871469470595366
Position 4730: 0.0026810660247496695
Position 3726: 0.0026667441851417183
Position 839: 0.0024264393944245202
Position 133: 0.0021732063626781263
Position 4486: 0.0021510430813996245
Position 598: 0.0021031879112731904
Position 799: 0.001655962475206385
Position 3633: 0.0016452211576958534
Position 2220: 0.001279698144645465
Position 1017: 0.0012136134972012015
Position 1217: 0.0011411234315736808
Position 1441: 0.0010640109323124159
Position 4456: 0.001054918412497274
Position 1847: 0.0009268643936245429
Position 3844: 0.0009114013486524032
Position 505: 0.0005964712979709845
Position 3859: 0.0005701384266663854
Position 3770: 0.0005462592029939258
Position 1526: 0.0005290473506024726
Position 3609: 0.0004491720848504427
Position 1409: 0.0004206862392222709
Position 901: 0.00041727578655911904
Position 2166: 0.0004099544219719088
Position 4614: 0.0003985949107957973
Position 874: 0.0003802825158606146
Position 214: 0.0003740688981152166
Position 3823: 0.0003319140656596347
Position 2331: 0.0002892844107468712
Position 4676: 0.00025713026901686434
Position 1426: 0.00025176572603590624
Position 1984: 0.00022924445157339427
Position 1852: 0.0002235764827823312
Position 33: 0.00021538952761256946
Position 594: 0.0001826316113658547
Position 492: 0.00017345624670266025
Position 4066: 0.00013082299694675963
Position 3756: 0.00012463697040675036
Position 751: 7.029777125634737e-05
Position 316: 6.869233299163917e-05
Position 234: 6.349342690932745e-05
Position 583: 5.114637224117342e-05
Position 1369: 5.100227230198505e-05
Position 843: 4.0206555539793395e-05
Position 892: 3.556610048021103e-05
Position 3514: 1.919774316592019e-05
Position 587: 1.8042908021981757e-05
Position 3582: 1.5477108151495925e-05
Position 638: 1.5145622059995494e-05
Position 3695: 1.4053840901966988e-05
Position 608: 1.1632144092864762e-05
Position 3711: 1.07755579499888e-05
Position 3763: 7.53661999934661e-06
Position 2834: 6.346880814634178e-06
Position 3123: 5.6501787279662555e-06
Position 347: 3.458188628976251e-06
Position 3231: 3.1796027230557867e-06
Position 3966: 2.5288841383643354e-06
Position 541: 2.5103376834312104e-06
Position 3777: 2.2193028090444603e-06
Position 631: 2.209703697642414e-06
Position 180: 2.171598652853362e-06
Position 2774: 1.46933007252115e-06
Position 656: 1.3750099826026288e-06
Position 2619: 1.2253441674882192e-06
Position 675: 9.906242490739537e-07
Position 3507: 7.77178297668024e-07
Position 249: 6.006337279540179e-07
Position 340: 4.599522169877863e-07
Position 3: 4.342691169977974e-07
Position 3931: 3.5838271801574054e-07
Position 409: 2.763512398023401e-07
Position 2930: 2.3049072224011793e-07
Position 3028: 1.6984171218931584e-07
Position 2823: 9.96219688507495e-08
Position 2831: 9.87073075322158e-08
Position 247: 4.982748811867769e-08
Position 259: 1.5076931676924443e-08
Position 453: 1.2530283110671688e-10

