Gene = pns
index = 1840
Annotated 5SS: [ 106  853 1018 1996 2349 3492 3821 4697 5099 5292 5600 5822 6007 6456]
Annotated 3SS: [ 386  907 1582 2058 2410 3613 4518 4758 5161 5348 5675 5887 6072 6516]
SMsplice 5SS: [ 853 1996 2349 3492 3821 4697 5099 5292 5600 5822 6007 6456]
SMsplice 3SS: [ 907 2058 2410 3613 4518 4758 5161 5348 5675 5887 6072 6516]
top_k =  500
Partition function (log Z): 46.61053694243166

Sorted 5' Splice Sites (High to Low Probability):
Position 5822: 0.9998665254046222
Position 5099: 0.9994155243403318
Position 3492: 0.9976584140524906
Position 5292: 0.99683003912065
Position 6456: 0.9952657945328598
Position 6007: 0.9931351292977016
Position 4697: 0.989108930405375
Position 2349: 0.9837920389576871
Position 853: 0.9803972444064167
Position 5600: 0.9479385509656715
Position 1996: 0.9347407381371068
Position 3821: 0.6337857257851429
Position 1018: 0.3049140760507421
Position 4016: 0.2912727101768188
Position 315: 0.08490139222975954
Position 1267: 0.08239612906349647
Position 3871: 0.08232747950401394
Position 4134: 0.06708680307397047
Position 7564: 0.054945711851413497
Position 1090: 0.04668939224061645
Position 5604: 0.03813152803244072
Position 1220: 0.029016693197901823
Position 334: 0.028771999508880316
Position 4130: 0.024552770731795525
Position 3202: 0.02317251872367207
Position 1915: 0.022226236011579723
Position 3723: 0.019585616491125214
Position 6659: 0.01785488362891393
Position 1070: 0.017400368960117936
Position 2435: 0.015348163444758691
Position 106: 0.013278193534881879
Position 1166: 0.01127116007185067
Position 6789: 0.010960285903171416
Position 1062: 0.009034805634209954
Position 3020: 0.008930727974172641
Position 675: 0.008906529187773111
Position 2308: 0.007714352070344003
Position 4869: 0.007445482539516182
Position 3989: 0.007176525049998532
Position 4393: 0.006543783669380792
Position 3302: 0.006444043536168568
Position 4640: 0.005044030943506813
Position 1033: 0.004850726409221759
Position 2126: 0.004605730927160424
Position 2665: 0.0040948551544443745
Position 1990: 0.00394165460270364
Position 1954: 0.0038958650615764814
Position 6803: 0.0038303272285114317
Position 3998: 0.00336955610048779
Position 3043: 0.003036292447602096
Position 7223: 0.002576126763069246
Position 4699: 0.0024342844937583472
Position 202: 0.0022814607985118863
Position 6436: 0.0019721119469890366
Position 6172: 0.0018172823952522263
Position 3969: 0.0017790551266964802
Position 5560: 0.0017692897436365584
Position 3809: 0.001713967436798276
Position 3008: 0.0016824206794448617
Position 1509: 0.0016185548400824152
Position 2159: 0.0015993481663349337
Position 1098: 0.0015686854803965522
Position 6663: 0.0012908286034194368
Position 27: 0.001244924105898855
Position 4718: 0.00116664459747433
Position 6829: 0.0011468043337842558
Position 1040: 0.0011019025185008912
Position 3866: 0.001092305280601501
Position 5287: 0.00107632385362151
Position 444: 0.0008268905664618007
Position 7590: 0.0008110915937590352
Position 4099: 0.0007509630640105595
Position 3339: 0.0007431536257394551
Position 4245: 0.0007169137151951333
Position 7070: 0.0006453461790981319
Position 4361: 0.0006435260326261524
Position 1174: 0.0006345012830435027
Position 57: 0.0006296973859186806
Position 4476: 0.0006166908367825616
Position 6022: 0.0005845868119519684
Position 3252: 0.0005778426441856437
Position 1423: 0.000571285490994429
Position 2481: 0.0005424667561086279
Position 7378: 0.0004907980648137114
Position 5529: 0.0004700581673583043
Position 187: 0.0004663717997777071
Position 5969: 0.0004534708775946531
Position 7073: 0.00043321364775276506
Position 372: 0.00040969982290451864
Position 2807: 0.0003822481464398847
Position 3841: 0.00037843179723643137
Position 5296: 0.0003664822719146191
Position 3584: 0.0003595767499180844
Position 2105: 0.00033424615386526185
Position 1204: 0.0003178159588208362
Position 7556: 0.00027382090162181576
Position 2287: 0.00024575114378205446
Position 5987: 0.00024253815961299439
Position 6409: 0.00024068453999763665
Position 2330: 0.00023843815964183366
Position 5108: 0.000237536436737281
Position 6926: 0.00023497318929812305
Position 5103: 0.0002232389694869434
Position 306: 0.00021043985786708204
Position 4675: 0.00020500205734013543
Position 30: 0.00019633400785492466
Position 4802: 0.00018824037082742755
Position 1912: 0.00017744276665838463
Position 1076: 0.0001683804960272264
Position 5404: 0.00016480696651348386
Position 2802: 0.00016314064881146778
Position 1887: 0.00015592396626423391
Position 223: 0.00014900700756350285
Position 2149: 0.0001461410708192848
Position 3366: 0.00013770812694769097
Position 5280: 0.0001357267347270685
Position 3534: 0.00013481270327229757
Position 5616: 0.00012638124402864642
Position 5484: 0.00012268655113717477
Position 6655: 0.00011820050048709975
Position 244: 0.00011283705830921785
Position 7127: 0.00010507160014286769
Position 6389: 9.738209631227101e-05
Position 208: 9.101984363519625e-05
Position 1856: 8.751552126371288e-05
Position 4893: 8.521890805483755e-05
Position 235: 8.209189778411116e-05
Position 231: 7.745278324350796e-05
Position 1826: 7.571780686918208e-05
Position 2214: 7.3377252959541e-05
Position 5972: 6.808288720896545e-05
Position 1678: 6.753019265684086e-05
Position 2280: 6.385356715393647e-05
Position 979: 6.155719859625089e-05
Position 1369: 6.115837215796388e-05
Position 6631: 6.113098909553698e-05
Position 3505: 6.0064185867392325e-05
Position 7011: 5.989467563514089e-05
Position 5809: 5.831917022961319e-05
Position 3079: 5.8158953936104447e-05
Position 2795: 5.616147381132078e-05
Position 2085: 5.591626189156388e-05
Position 591: 5.476482906816818e-05
Position 6134: 5.061971183653694e-05
Position 2272: 5.048775298375418e-05
Position 696: 4.892674875624139e-05
Position 2341: 4.52695081738792e-05
Position 6713: 4.4632789902719537e-05
Position 4169: 4.218376971746659e-05
Position 1944: 3.9534351129239506e-05
Position 3563: 3.7668154617662775e-05
Position 406: 3.7118016595096946e-05
Position 238: 3.652480310713628e-05
Position 93: 3.3979314745336254e-05
Position 1808: 2.8924977546265502e-05
Position 1975: 2.7123594203870404e-05
Position 5960: 2.676396598828335e-05
Position 5447: 2.513460420637818e-05
Position 7525: 2.4051303831311392e-05
Position 3531: 2.223121085924898e-05
Position 3496: 2.1377558509039624e-05
Position 154: 2.1116998319411224e-05
Position 5783: 2.0697510226142676e-05
Position 5837: 1.951879151896434e-05
Position 5131: 1.928517703576833e-05
Position 829: 1.864672062727869e-05
Position 7259: 1.78893276286209e-05
Position 857: 1.7217745693063563e-05
Position 200: 1.6886527289126794e-05
Position 4020: 1.5907562454784803e-05
Position 102: 1.2773357955795638e-05
Position 6366: 1.2767512627120269e-05
Position 3432: 1.2469673246007207e-05
Position 6329: 1.2388251233269552e-05
Position 658: 1.1993287657352143e-05
Position 594: 1.1820139886573894e-05
Position 110: 9.213814767510121e-06
Position 133: 8.235495115380403e-06
Position 3478: 8.096946211311948e-06
Position 221: 5.768995638763368e-06
Position 5713: 5.7473734573795055e-06
Position 6025: 5.732814045930137e-06
Position 5953: 5.578615994332073e-06
Position 450: 5.2994113700627296e-06
Position 3967: 4.913412317594217e-06
Position 369: 4.510453117583926e-06
Position 2850: 4.413614269452603e-06
Position 228: 4.369446169517304e-06
Position 2559: 3.853136300715911e-06
Position 80: 3.799372559452525e-06
Position 9: 3.443001717393531e-06
Position 34: 3.2317315784006465e-06
Position 3878: 3.068613000180188e-06
Position 2927: 3.057106942783594e-06
Position 634: 3.0275403589935373e-06
Position 5632: 2.8590302530820834e-06
Position 5112: 2.654916260059849e-06
Position 376: 2.21023456836274e-06
Position 131: 2.0953506484997926e-06
Position 3124: 1.7784664236455101e-06
Position 4163: 1.7407247748846946e-06
Position 5271: 1.7327766820798054e-06
Position 401: 1.7174652326004608e-06
Position 99: 1.7166546908484447e-06
Position 2703: 1.7152969271819265e-06
Position 2463: 1.629750229369339e-06
Position 2539: 1.5703624679943605e-06
Position 2467: 1.553963199895503e-06
Position 2687: 1.3464099474945174e-06
Position 226: 1.061456568273775e-06
Position 5789: 1.0577809243136837e-06
Position 5239: 8.607429036264328e-07
Position 5353: 7.469505153116277e-07
Position 6293: 6.644203532014509e-07
Position 6287: 6.432814288576879e-07
Position 142: 5.891299926004965e-07
Position 2755: 5.39323369684142e-07
Position 5650: 5.122095857617481e-07
Position 801: 4.688863346844305e-07
Position 4174: 4.531139805635227e-07
Position 4976: 4.3813170375596214e-07
Position 418: 3.231153359079617e-07
Position 4052: 3.134216497834105e-07
Position 354: 2.2556749321203343e-07
Position 737: 2.227437593669082e-07
Position 357: 2.1764868566144645e-07
Position 6144: 2.0524435361732512e-07
Position 5753: 1.753934668515436e-07
Position 5256: 1.589496230982271e-07
Position 5114: 1.3319549016305432e-07
Position 6352: 1.2130478404983132e-07
Position 4932: 1.1687522799810664e-07
Position 6376: 1.1502314808843481e-07
Position 2312: 1.1139598059816935e-07
Position 1687: 1.0482546245017911e-07
Position 5325: 1.04218832643764e-07
Position 5741: 1.0182193243994943e-07
Position 6222: 9.604052743140595e-08
Position 5433: 9.508766363988861e-08
Position 6378: 8.44878805837845e-08
Position 6371: 7.621933083363619e-08
Position 3852: 6.614896126765165e-08
Position 6281: 6.180569558882866e-08
Position 6224: 4.188267743741966e-08
Position 6176: 4.104322159582258e-08
Position 3259: 3.249431573570049e-08
