Gene = RanGAP
index = 1408
Annotated 5SS: [ 297 3327 4068 4640 4894]
Annotated 3SS: [2992 3385 4137 4716 4949]
SMsplice 5SS: [2478 3327 4068 4640 4894]
SMsplice 3SS: [2543 3385 4137 4716 4949]
top_k =  500
Partition function (log Z): 6.97686740617623

Sorted 5' Splice Sites (High to Low Probability):
Position 4640: 0.998798638788554
Position 3327: 0.9872977638033608
Position 4894: 0.9833869218847503
Position 4068: 0.9611293958919552
Position 2478: 0.5351929278627544
Position 289: 0.423955379488497
Position 2482: 0.38742566360834996
Position 4380: 0.2554636226961146
Position 297: 0.24564699123350126
Position 2617: 0.22767013398079997
Position 444: 0.1418557993693235
Position 2685: 0.12669023794565681
Position 2694: 0.1126282857168504
Position 853: 0.11240043474757637
Position 2931: 0.07771414391359929
Position 3174: 0.06164247964751525
Position 1150: 0.060123947500302255
Position 440: 0.04168059236004733
Position 2613: 0.024533167176262305
Position 3749: 0.010954315818763683
Position 5266: 0.010342788604003436
Position 3179: 0.007940177402973042
Position 966: 0.007120072610989587
Position 4197: 0.006933164243278708
Position 4283: 0.005314349901710602
Position 2672: 0.005309903434592183
Position 293: 0.003535453281930316
Position 1144: 0.0035055393380574993
Position 5276: 0.0034327631480046143
Position 3482: 0.0030461529040693774
Position 2823: 0.002982896151411608
Position 4245: 0.001259918599815072
Position 520: 0.0012187097261734242
Position 3752: 0.0012139527110431561
Position 705: 0.001166875912687548
Position 3833: 0.0009959557607934618
Position 4072: 0.0008693061396636208
Position 4101: 0.0008529103863516407
Position 5151: 0.0007484852685415557
Position 247: 0.0005177907377138035
Position 4672: 0.000513391850651858
Position 42: 0.00048752607501885913
Position 728: 0.0004762528524082501
Position 114: 0.0004347485980295587
Position 217: 0.00041130028020518243
Position 3299: 0.0004071234543383239
Position 1154: 0.0003712271836299213
Position 416: 0.00034592942833908764
Position 270: 0.0003285224510050639
Position 5273: 0.0002709706456171432
Position 266: 0.00026742771216895774
Position 4020: 0.0002667773060829078
Position 4658: 0.0002253407249537686
Position 4105: 0.00021570342109049454
Position 5054: 0.00021133560167755535
Position 341: 0.00018464568575689508
Position 468: 0.00018012037920223426
Position 3488: 0.0001646763837491635
Position 4888: 0.00015814845894972723
Position 149: 0.0001543675485739186
Position 493: 0.00015171267875024888
Position 1190: 0.00014836674852630513
Position 5219: 0.00014244136666710083
Position 95: 0.00013984616743145108
Position 3349: 0.00012925512455427834
Position 4279: 0.00012301455778167896
Position 5103: 0.0001204902337799345
Position 685: 0.00011613333804766383
Position 5115: 0.00011046012540368293
Position 376: 0.00010416483091008581
Position 3821: 9.768167974555677e-05
Position 2621: 8.246893281393232e-05
Position 220: 7.332711460605618e-05
Position 5131: 7.180564012367428e-05
Position 3860: 5.96081184875337e-05
Position 4277: 5.141469967636105e-05
Position 209: 4.885510780590272e-05
Position 4644: 4.883259318906902e-05
Position 657: 3.449114517756211e-05
Position 4582: 2.5197736443317115e-05
Position 5000: 2.404566949079627e-05
Position 4881: 2.265376354868707e-05
Position 5101: 1.9860430691393702e-05
Position 1000: 1.665023050383984e-05
Position 5046: 1.420957085460722e-05
Position 301: 1.3534270253073476e-05
Position 146: 1.144678275312356e-05
Position 4592: 9.633813202546728e-06
Position 255: 8.331364026860151e-06
Position 5033: 6.781355616526658e-06
Position 164: 6.26519877669838e-06
Position 721: 5.90744093786447e-06
Position 959: 5.381567017924997e-06
Position 4808: 5.318275219592675e-06
Position 1003: 5.118468208906984e-06
Position 4933: 4.897085477649054e-06
Position 141: 4.492258152542474e-06
Position 510: 2.1771488413050046e-06
Position 2668: 2.075815015098753e-06
Position 4803: 1.889191805353921e-06
Position 403: 1.8718878843393118e-06
Position 295: 1.7999396689863572e-06
Position 4663: 1.5108101454510032e-06
Position 139: 1.4154134948860029e-06
Position 397: 8.947594462730002e-07
Position 699: 8.163143941157465e-07
Position 911: 7.729203177686422e-07
Position 395: 3.8902676350977444e-07
Position 328: 3.337255673590597e-07
Position 3691: 2.221089161832388e-07
Position 19: 1.4826117939855512e-07
Position 129: 9.401012702687864e-08
Position 120: 6.109079862128725e-08
Position 644: 1.903416976789504e-08
Position 4928: 1.7159937170440508e-08
Position 878: 1.135997728241397e-08
Position 118: 8.151248743589134e-09
Position 4944: 4.137722481178356e-10
Position 565: 1.9430324089073435e-10
Position 4493: 5.960145506861768e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4716: 0.9977225043791023
Position 4137: 0.9882773186386113
Position 4949: 0.9797417044407897
Position 2543: 0.8972896641058481
Position 3385: 0.8352343351321428
Position 2992: 0.27371626691800305
Position 589: 0.23725596923888598
Position 2313: 0.2234494417106804
Position 4453: 0.20471469779168994
