Gene = CSN8
index = 1046
Annotated 5SS: [125 250 474]
Annotated 3SS: [184 297 533]
SMsplice 5SS: [125 250]
SMsplice 3SS: [184 297]
top_k =  500
Partition function (log Z): -2.0011448431907652

Sorted 5' Splice Sites (High to Low Probability):
Position 250: 0.8854032815095643
Position 125: 0.8700232200138688
Position 474: 0.33186747373073255
Position 446: 0.17036605428046786
Position 427: 0.16844998814827972
Position 522: 0.0036948960680042177
Position 436: 0.0020969729830693116
Position 92: 0.0005649588967971915
Position 254: 0.00048349549336797025
Position 451: 0.00043869849143219437
Position 433: 0.00025518515259772336
Position 206: 0.00020401592109712605
Position 704: 0.00014944512628042265
Position 458: 0.00014529687349402592
Position 686: 0.00011891330681136809
Position 87: 0.00011055122929519272
Position 188: 2.265653586251865e-05
Position 95: 1.5439204486322734e-05
Position 129: 1.5040138313774301e-05
Position 29: 1.0711182251240232e-05
Position 310: 5.5728170325156866e-06
Position 326: 4.195680345315205e-06
Position 726: 2.0299057621413937e-06
Position 678: 1.3954060142903316e-06
Position 135: 1.256208203071243e-06
Position 40: 5.079644242633577e-07
Position 313: 2.3388723045958933e-07
Position 316: 2.2074003290592994e-07
Position 289: 6.142681943601569e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 297: 0.9699830781038745
Position 184: 0.7627998948176594
Position 533: 0.4949005500577649
Position 592: 0.18153434200227114
Position 188: 0.012946439068081336
Position 570: 0.00526978822110963
Position 391: 0.0025873650616493123
Position 492: 0.001352858708266512
Position 154: 0.0006689576442708181
Position 310: 0.0005570641015331298
Position 625: 0.000554460252687845
Position 538: 0.00033183874587922507
Position 332: 0.00033103463165171007
Position 776: 0.0003023766834038825
Position 427: 6.253634764680145e-05
Position 342: 5.1251192007510824e-05
Position 548: 4.977021384689896e-05
Position 697: 3.876466057137921e-05
Position 364: 2.9322518960225682e-05
Position 269: 2.6461024017379875e-05
Position 352: 1.5212598355394547e-05
Position 742: 1.2599482892623206e-05
Position 703: 1.1802988086756912e-05
Position 87: 9.574256484501506e-06
Position 214: 8.274598526570867e-06
Position 166: 5.0698415326159925e-06
Position 254: 3.0692402924562067e-06
Position 206: 2.204114930420758e-06
Position 785: 1.5468968192114132e-06
Position 751: 1.4424883940233089e-06
Position 474: 1.3334133768896989e-06
Position 709: 7.403332373108944e-07
Position 778: 3.8502913994939937e-07
Position 324: 2.1811304660584235e-07
Position 95: 6.977755880654848e-08
Position 200: 1.066689477765226e-08
Position 92: 4.239140531272873e-09
Position 326: 3.5633978105691497e-10
Position 444: 2.1558557956664192e-10
Position 115: 2.0987101953380443e-10
Position 124: 5.167005009722026e-11
Position 109: 3.2421351525769285e-11
Position 129: 2.979960484795949e-11
Position 100: 6.250712843208037e-12
