Gene = rols
index = 1860
Annotated 5SS: [  298  3879 36164 37838 51929 52432 55981]
Annotated 3SS: [ 2949 35980 37697 51450 52128 52627 56043]
SMsplice 5SS: [  298  3879 36164 37838 51929 55981]
SMsplice 3SS: [ 2949 35980 37697 51450 55845 56043]
top_k =  500
Partition function (log Z): -2.916356875287631

Sorted 5' Splice Sites (High to Low Probability):
Position 3879: 0.9999999999999881
Position 36164: 0.9999208821291091
Position 51929: 0.993828123268112
Position 37838: 0.9905556380496974
Position 55981: 0.8871373074345731
Position 298: 0.8140054808561119
Position 94: 0.1213292592674589
Position 24027: 0.0752497016191368
Position 2865: 0.06437804579363998
Position 1216: 0.02918465335198156
Position 52242: 0.01875295152382946
Position 100: 0.016592821664802245
Position 50821: 0.012803252545757163
Position 1830: 0.00856914382357524
Position 56358: 0.005753240532101237
Position 1135: 0.005483860212531853
Position 1302: 0.005137379143979355
Position 45970: 0.005040782570314916
Position 36483: 0.004857134585766334
Position 45364: 0.004835316175607422
Position 39668: 0.004237331420021212
Position 2717: 0.003778245143864592
Position 86: 0.003743833762005615
Position 2022: 0.003217527348826118
Position 37760: 0.003168252277284217
Position 1609: 0.003061464860761738
Position 148: 0.0028744606805482646
Position 40178: 0.002752120601735879
Position 36810: 0.0026348814662729477
Position 37842: 0.0024921649990861045
Position 3: 0.0024336597569931382
Position 2357: 0.0022976922185272476
Position 1220: 0.00217577890028091
Position 1835: 0.002158165922852243
Position 3674: 0.0018992516498575365
Position 43920: 0.001773312737063448
Position 302: 0.0012356249605943136
Position 48200: 0.0012346969439402682
Position 458: 0.001075788109776915
Position 40863: 0.0010735951860971246
Position 44573: 0.0008561704631791053
Position 265: 0.0008210559389067002
Position 313: 0.0007187365537936614
Position 761: 0.0006856972132555738
Position 52852: 0.000580250862572917
Position 56504: 0.0004925605244888979
Position 1210: 0.00043298828888821905
Position 1115: 0.00041047337936526973
Position 52285: 0.0003975439684600993
Position 39335: 0.000380287598422487
Position 41023: 0.00036705239336369566
Position 38795: 0.00036241193451276327
Position 1813: 0.0003434971089813576
Position 179: 0.00031842015527574623
Position 889: 0.00030691046475749185
Position 120: 0.000295700509006952
Position 2632: 0.000290962155599475
Position 1698: 0.00028169770449881293
Position 56371: 0.0002808526125352686
Position 1186: 0.00027154171633714247
Position 543: 0.00026096631376907795
Position 56376: 0.0002591425687142859
Position 161: 0.00024835638557154277
Position 929: 0.00024645159147303555
Position 52453: 0.0002147813845400021
Position 51971: 0.00020487636956998716
Position 2750: 0.0001697950394997433
Position 1142: 0.00015877555484580805
Position 20: 0.00014709705104580406
Position 3041: 0.00014604789739390957
Position 51953: 0.00014275884552025759
Position 629: 0.00012274708196263756
Position 793: 0.00010478360357294801
Position 2191: 9.554019807219537e-05
Position 2061: 7.654392105303793e-05
Position 193: 6.295394542621197e-05
Position 56381: 5.117506611254137e-05
Position 56546: 3.9116290732990596e-05
Position 605: 3.43912401497395e-05
Position 729: 2.7638621995551563e-05
Position 1113: 2.6281753266801888e-05
Position 38751: 4.913313854022467e-06
Position 40251: 3.845281078825574e-06
Position 37946: 3.388259492208504e-06
