Gene = Mdr65
index = 1275
Annotated 5SS: [ 117  746 1267 1491 1866 2382 2537 2994 3759 4112 4541]
Annotated 3SS: [ 425 1020 1318 1550 1924 2435 2605 3049 3814 4173 4600]
SMsplice 5SS: [ 746 1267 1491 1866 2382 2537 2994 3759 4112 4541]
SMsplice 3SS: [1020 1318 1550 1924 2435 2605 3049 3814 4173 4600]
top_k =  500
Partition function (log Z): 24.474709628088295

Sorted 5' Splice Sites (High to Low Probability):
Position 2537: 0.9948339351470623
Position 1491: 0.994557947244023
Position 3759: 0.9860944586680586
Position 2382: 0.9781592691380956
Position 1267: 0.9637571826127886
Position 4541: 0.9506155979944586
Position 1866: 0.8809891329938966
Position 4112: 0.8666292093267729
Position 2994: 0.756137473641959
Position 746: 0.6707413823479551
Position 858: 0.37148480451951194
Position 2960: 0.1993326155559009
Position 4084: 0.06028999283714566
Position 117: 0.039163534040220375
Position 4463: 0.0330403961834657
Position 2756: 0.030735123096552564
Position 2070: 0.02571600571377045
Position 4040: 0.025564573000188825
Position 652: 0.02430081172447389
Position 174: 0.02348973771787139
Position 1793: 0.021255079763994163
Position 736: 0.0181037421817598
Position 2781: 0.017507791576910483
Position 4646: 0.01687290536423794
Position 2862: 0.014772712015522138
Position 733: 0.014264142542252492
Position 762: 0.01390452655283035
Position 3433: 0.012197031244790322
Position 4066: 0.011047161571399072
Position 2787: 0.011040179821176162
Position 2147: 0.011039784693157135
Position 1841: 0.009252775907323214
Position 2204: 0.007546455979795835
Position 514: 0.007201992710262833
Position 3255: 0.006418210891251875
Position 2927: 0.005568716985716009
Position 3969: 0.0054197213194314324
Position 74: 0.005298461463161005
Position 963: 0.004502727387243362
Position 7: 0.0032318318659590914
Position 2345: 0.0030811203995106747
Position 3559: 0.002966452068638585
Position 922: 0.0028341620145286546
Position 3742: 0.0026127517780168107
Position 4892: 0.0025185293590719894
Position 4076: 0.0022646679735247558
Position 356: 0.0021766689918685856
Position 3377: 0.0018592020928588295
Position 2832: 0.0016920389643282569
Position 333: 0.0015891201962284411
Position 1262: 0.0015140647055475434
Position 1356: 0.0014472461651284724
Position 1218: 0.0013705894711813886
Position 2801: 0.0013593581930324726
Position 2254: 0.0011538433855539344
Position 4359: 0.0011470918185409944
Position 842: 0.000901087214502955
Position 3380: 0.0008893374025300873
Position 4374: 0.0008599403016701643
Position 2910: 0.0007610666158878368
Position 3014: 0.0007578390853744367
Position 1271: 0.0006855761251594115
Position 4957: 0.000685130003493344
Position 1668: 0.0006356459735088878
Position 4477: 0.0006133171341600693
Position 3963: 0.0005325499388645314
Position 2308: 0.0005176363011452714
Position 3733: 0.0004845366904246658
Position 2804: 0.0004796940201925259
Position 4170: 0.00045889043175757223
Position 2790: 0.00045874243178005517
Position 4512: 0.0004293711841365793
Position 3771: 0.0004180402973499495
Position 181: 0.0004016244639960989
Position 3849: 0.0003963049935567384
Position 2818: 0.00039567351542100723
Position 328: 0.00038292055743730137
Position 1440: 0.00037820892250130125
Position 3177: 0.00035050427868675436
Position 33: 0.00029752003165404046
Position 4175: 0.0002933053137904709
Position 2027: 0.000275392491337674
Position 247: 0.0002668110021067259
Position 3681: 0.0002612763229267498
Position 2153: 0.0002399036614984706
Position 2097: 0.0002210540360305396
Position 4748: 0.00022051287538000513
Position 299: 0.00021835698125677493
Position 1166: 0.0002055871843016563
Position 4788: 0.00020312508082970476
Position 2323: 0.00020184298146581556
Position 785: 0.00020157211378711283
Position 2349: 0.000199357725388991
Position 4436: 0.00019854461491103189
Position 2386: 0.00019812515773622055
Position 4074: 0.0001746665307060603
Position 1638: 0.00016827698157140255
