Gene = l(2)SH0834
index = 1746
Annotated 5SS: [201]
Annotated 3SS: [314]
SMsplice 5SS: [201]
SMsplice 3SS: [314]
top_k =  500
Partition function (log Z): -3.9190340383383035

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.7696760961553833
Position 245: 0.10505066752451488
Position 220: 0.08450622533108368
Position 234: 0.01963807356381619
Position 651: 0.011229499119953797
Position 259: 0.01074444235648752
Position 181: 0.009088672711574635
Position 681: 0.005410191758234143
Position 418: 0.004242423139819845
Position 790: 0.0037163921650880394
Position 698: 0.0032865875250161665
Position 353: 0.002275520923437156
Position 643: 0.0015915260865543204
Position 446: 0.0014895529352881084
Position 598: 0.0014415644893067013
Position 676: 0.0012399974378869431
Position 761: 0.001067220378246162
Position 921: 0.0005471571970913517
Position 707: 0.00050680261722434
Position 232: 0.0004872628415147912
Position 926: 0.0004061929981520746
Position 175: 0.0003143329613998474
Position 607: 0.0002623276805934402
Position 955: 0.00026046372287220166
Position 20: 0.0002364692321497679
Position 530: 0.00019045906328919642
Position 8: 0.0001761554580861414
Position 48: 0.00017286693866282567
Position 136: 0.00010575974732970227
Position 670: 0.0001047362819382906
Position 378: 0.00010310847560807859
Position 711: 9.421334631737262e-05
Position 318: 8.093223027597525e-05
Position 704: 4.036917151231864e-05
Position 504: 3.413646726835071e-05
Position 271: 3.1277538613684075e-05
Position 936: 2.0687197920594617e-05
Position 702: 1.9163025249806436e-05
Position 29: 1.2118586218967412e-05
Position 31: 9.755455612473709e-06
Position 792: 9.635489267348646e-06
Position 777: 8.186426968355268e-06
Position 506: 4.877982800380077e-06
Position 269: 4.6536107360646e-06
Position 862: 2.4724067312103727e-06
Position 830: 1.5922688996334692e-06
Position 293: 5.9312021039569634e-09
Position 88: 3.6455617151773635e-09
Position 518: 4.49187558767114e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 314: 0.9900132193745653
Position 539: 0.015120270384032755
Position 741: 0.012833065599539888
Position 852: 0.00988723915620987
Position 787: 0.004772632971534674
Position 716: 0.002560681249113633
Position 670: 0.001051249359418314
Position 988: 0.0009076287253096106
Position 858: 0.0007523370043818591
Position 556: 0.000470054035628456
Position 1015: 0.0003955732108883517
Position 826: 0.0002495083071972282
Position 902: 0.0002075542338290584
Position 88: 0.0001794389166437232
Position 830: 0.0001353647769627007
Position 68: 0.00010452184953987632
Position 65: 8.402386949143304e-05
Position 504: 6.693990608140632e-05
Position 352: 3.4449628996224546e-05
Position 806: 1.8009655392733096e-05
Position 59: 1.579000276110236e-05
Position 630: 1.4695637874778084e-05
Position 117: 1.3235516833554863e-05
Position 392: 1.3128347799587369e-05
Position 720: 7.001042099126027e-06
Position 995: 6.771586095625635e-06
Position 411: 6.744069293929353e-06
Position 375: 4.948903472024352e-06
Position 439: 3.893429942943117e-06
Position 444: 3.6508398792210106e-06
Position 810: 2.627417454449109e-06
Position 585: 2.591150912358957e-06
Position 569: 1.8648932514420768e-06
Position 229: 1.8238837237865747e-06
Position 187: 1.0768623543371574e-07
Position 121: 1.0521387005301972e-07
Position 165: 2.7263725372223494e-08
Position 168: 2.5288157691671363e-08
Position 142: 2.076050445818939e-08
Position 134: 1.1764567481431323e-08
Position 446: 2.1778168052395734e-09
Position 358: 5.122235873514199e-10
