Gene = Spt20
index = 1517
Annotated 5SS: [ 678 1691 3864 4165 5839 6628]
Annotated 3SS: [ 748 1748 3932 4227 6342 6690]
SMsplice 5SS: [ 678 1691 3864 4165 4530 6628]
SMsplice 3SS: [ 748 1748 3932 4227 6342 6690]
top_k =  500
Partition function (log Z): 5.379063371785109

Sorted 5' Splice Sites (High to Low Probability):
Position 1691: 0.9984230587294038
Position 678: 0.9969367384148378
Position 4165: 0.9891937418644797
Position 6628: 0.9817396883919128
Position 3864: 0.9517640920465066
Position 4530: 0.6324881855600403
Position 5839: 0.2916729497792969
Position 7088: 0.2796167273075904
Position 4496: 0.07598066484590325
Position 3049: 0.0712223949058563
Position 4719: 0.06835714873094413
Position 3148: 0.06504505502191371
Position 5949: 0.0441871102725541
Position 7769: 0.03429242978553807
Position 1951: 0.03331354068917376
Position 2813: 0.028512454820325578
Position 7276: 0.018234458709743467
Position 2058: 0.01714346732910144
Position 6961: 0.012217237518608192
Position 5503: 0.0114412844041553
Position 7180: 0.010084592724150304
Position 4954: 0.009755920091119872
Position 7654: 0.009512669284207782
Position 4174: 0.009444079634889342
Position 7161: 0.007393678127979934
Position 2784: 0.005603522487504451
Position 2679: 0.005302327668043508
Position 3792: 0.004881537209330454
Position 6211: 0.003971858919294471
Position 557: 0.0036505893554802994
Position 1784: 0.0036138331466554017
Position 4929: 0.00359240406785106
Position 7437: 0.00335215376234929
Position 7700: 0.0027825109493902207
Position 2848: 0.002687210323137499
Position 3878: 0.0025692423257834282
Position 2712: 0.002397107242573122
Position 5476: 0.002079700479663685
Position 8089: 0.0020400917188867257
Position 440: 0.0020279397838900604
Position 4003: 0.0016316396314165723
Position 5430: 0.0015243705506709476
Position 5688: 0.0015020394081627162
Position 4534: 0.0013807243394424072
Position 8333: 0.0012351791263775687
Position 7713: 0.0011190159604844239
Position 2005: 0.0009953272017118367
Position 6589: 0.00089798012463794
Position 586: 0.0008472358743817686
Position 569: 0.0008038224737510748
Position 1878: 0.0007236175185903959
Position 7445: 0.0007101217187586184
Position 4291: 0.0006951756425035015
Position 3810: 0.0006351224192044958
Position 3868: 0.000505908843109162
Position 8096: 0.00048675873406145323
Position 2796: 0.0004472974844343606
Position 32: 0.00039722010806056223
Position 1284: 0.0003820583165920268
Position 862: 0.0003766306411194216
Position 5166: 0.00036979291008870977
Position 6534: 0.00033978935906942205
Position 2186: 0.0003359128045579236
Position 4169: 0.00031988876427314954
Position 2944: 0.00029862615278930483
Position 485: 0.00028047548631938334
Position 6351: 0.0002727475437464492
Position 6531: 0.0002451080796221481
Position 7231: 0.0002398238449632311
Position 831: 0.00023711271938250467
Position 7238: 0.00022132776606446547
Position 2510: 0.00018973435219810553
Position 27: 0.00017445516302665162
Position 3448: 0.00014032034756810278
Position 3657: 0.00013961678964920785
Position 1826: 0.00013580235553033518
Position 4926: 0.00012048526133499486
Position 6632: 0.00011560183389036386
Position 2154: 0.0001149255487695655
Position 2733: 0.00010946931768330515
Position 5843: 9.841581590346857e-05
Position 2275: 9.655204418227339e-05
Position 193: 9.525539795044137e-05
Position 3093: 9.405762148461938e-05
Position 3852: 8.793795098740786e-05
Position 5518: 8.558043069812138e-05
Position 263: 7.906043216976928e-05
Position 853: 7.045319383806344e-05
Position 277: 6.48540592945131e-05
Position 1211: 6.235975081808319e-05
Position 687: 5.67380668941366e-05
Position 561: 5.015480231953882e-05
Position 3453: 4.836864414472402e-05
Position 2467: 4.709636088021261e-05
Position 5222: 4.6781913343367196e-05
Position 2107: 4.267992968898497e-05
