Gene = Piezo
index = 1380
Annotated 5SS: [  446 10137 10468 10836 11195 11396 11626 12325 13734 14001 14617 15325
 15879 16743 16957 18977 19378 19806 20491 20634 21778 22206 23183 23603
 23812 24020 25022 25603 25805]
Annotated 3SS: [ 9942 10202 10527 11067 11275 11462 12102 13499 13802 14056 14705 15385
 15937 16798 18910 19231 19553 20115 20556 21741 22052 23043 23240 23664
 23874 24087 25094 25662 25858]
SMsplice 5SS: [  446 10137 10468 10836 11195 11396 11626 13422 13734 14001 14617 15325
 15879 16743 16957 19378 20491 21778 23183 23603 23812 24020 25022 25603
 25805]
SMsplice 3SS: [ 9942 10202 10527 11067 11275 11462 12921 13499 13802 14056 14705 15385
 15937 16798 18910 20067 20556 23043 23240 23664 23874 24087 25094 25662
 25858]
top_k =  500
Partition function (log Z): 77.01612004118476

Sorted 5' Splice Sites (High to Low Probability):
Position 23603: 0.9997699272468814
Position 20491: 0.9993493150035604
Position 23183: 0.9990464001975896
Position 24020: 0.9990347005638841
Position 23812: 0.9987935837799754
Position 13734: 0.9974874890872657
Position 25022: 0.9967305898074958
Position 16957: 0.9964391061089333
Position 14001: 0.9890226690137506
Position 25603: 0.9881556148463969
Position 10137: 0.9729119788805752
Position 19378: 0.9716175182261734
Position 11626: 0.9624093886410354
Position 15325: 0.9617041865413014
Position 25805: 0.9545990369514377
Position 11195: 0.9544399361781241
Position 11396: 0.9401930156089789
Position 16743: 0.9339438430385043
Position 10468: 0.9205442557678075
Position 10836: 0.908252643291308
Position 14617: 0.8782072733566194
Position 21778: 0.8304581050041085
Position 15879: 0.7623205720749694
Position 446: 0.6940384724104308
Position 22206: 0.4647579582827224
Position 12325: 0.4051314916947726
Position 19806: 0.3916362205058721
Position 13422: 0.38565167512634974
Position 13347: 0.34579783891318505
Position 22545: 0.22833009870323126
Position 22720: 0.20670842840418502
Position 25373: 0.19807962444231653
Position 21321: 0.19283771224590218
Position 15851: 0.17097206278115326
Position 18182: 0.1686165314424
