Gene = Zasp66
index = 1604
Annotated 5SS: [ 2140  2739  3360 10413 10711 11382 13228 13825]
Annotated 3SS: [ 2589  3055 10211 10630 11309 13067 13785 13895]
SMsplice 5SS: [  313  2739  3360 10413 10711 13825]
SMsplice 3SS: [ 2589  3055 10211 10630 13785 13957]
top_k =  500
Partition function (log Z): 10.1402151449001

Sorted 5' Splice Sites (High to Low Probability):
Position 3360: 0.9975973387342618
Position 313: 0.993079032519777
Position 10711: 0.9831259511170013
Position 2739: 0.9817493629657831
Position 10413: 0.9752010421043912
Position 13825: 0.6618617047022718
Position 13228: 0.5527522565606325
Position 2140: 0.4646355564789099
Position 11382: 0.1993413609298021
Position 4176: 0.1773630875776278
Position 9931: 0.09698668790426841
Position 1393: 0.07887927467596344
Position 10577: 0.07413541074913606
Position 11388: 0.06576231293366543
Position 1586: 0.037404370874936664
Position 1435: 0.02891590452091324
Position 11188: 0.01803409942992092
Position 6265: 0.01696990563760336
Position 44: 0.014112596855086312
Position 2787: 0.01354054000344731
Position 3017: 0.007302473012270597
Position 11919: 0.0069163183968731475
Position 2098: 0.006899006737436842
Position 3826: 0.006408227487877298
Position 11958: 0.005764974298287175
Position 3577: 0.005355222654145591
Position 1456: 0.004038592226433376
Position 1383: 0.0037722363074061092
Position 1565: 0.0037197006208438384
Position 2542: 0.0037085835285191014
Position 1740: 0.0036830694097720164
Position 1758: 0.0036809036413353153
Position 11930: 0.003516497680498954
Position 10417: 0.003447794937928519
Position 2511: 0.003437495719287138
Position 1754: 0.0026710917042473956
Position 35: 0.0026049222337002757
Position 4914: 0.001974563504971098
Position 2893: 0.0018884595581801762
Position 3163: 0.0012368574128690365
Position 169: 0.0011737034788174478
Position 3820: 0.0010770096435168998
Position 2990: 0.0010712779183044575
Position 3012: 0.0009577749131999416
Position 10386: 0.0008491767946656341
Position 8850: 0.0008254022488475604
Position 1399: 0.0007743589282421481
Position 11735: 0.0007653229634658736
Position 2360: 0.0006331118209872102
Position 2757: 0.0006079645038286004
Position 8823: 0.0005850932064934899
Position 10731: 0.0005672212350330339
Position 3617: 0.0005495663602511783
Position 2069: 0.00048508143316883755
Position 10383: 0.0003744815285840138
Position 3754: 0.0003598069335277515
Position 2728: 0.0003458738693287033
Position 2831: 0.00032588699347104003
Position 4034: 0.0003124559364177429
Position 3351: 0.0003092214306996235
Position 2150: 0.0002789865110795675
Position 1543: 0.00023641584672015397
Position 2731: 0.00021844628017354367
Position 673: 0.00020543392829221183
Position 385: 0.00020482905300609085
Position 733: 0.0001911741272496288
Position 1406: 0.00018711155110646385
Position 135: 0.0001659730756112378
Position 10390: 0.00016174744835911384
Position 2824: 0.00014200237337288048
Position 307: 0.00013075158903661584
Position 1359: 9.649984347610576e-05
Position 11192: 9.138914522094202e-05
Position 4373: 8.805817565489433e-05
Position 485: 8.704823749624597e-05
Position 11092: 8.365187372468437e-05
Position 540: 8.30038300023872e-05
Position 11016: 8.020236218050072e-05
Position 3021: 8.001527309822463e-05
Position 176: 7.716526758245759e-05
Position 5468: 7.108414221839883e-05
Position 1282: 7.100308230053596e-05
Position 4747: 6.459044753965196e-05
Position 3698: 5.9713268571812314e-05
Position 3880: 5.824345422532504e-05
Position 2822: 5.7488740678921444e-05
Position 336: 5.644243162511389e-05
Position 10706: 5.27317915932527e-05
Position 11045: 5.1842794568689946e-05
Position 3851: 5.0616850557864766e-05
Position 10999: 5.048528841188163e-05
Position 615: 5.021127072851219e-05
Position 870: 4.814579824120354e-05
Position 3427: 4.5253662032502083e-05
Position 953: 4.496736771947504e-05
Position 4018: 4.427542926063674e-05
Position 778: 4.363361400885217e-05
Position 1510: 4.108875298384614e-05
Position 3399: 3.450879819754309e-05
Position 141: 3.319584011841975e-05
Position 11225: 3.1168491637302325e-05
Position 8727: 3.1155081249049605e-05
Position 70: 2.5937595771515545e-05
Position 2655: 2.4894173914338052e-05
Position 10961: 2.460817081709971e-05
Position 10715: 2.3889261681253863e-05
Position 3585: 2.3134453905335375e-05
Position 2913: 2.2640825848636943e-05
Position 149: 1.963138104196998e-05
Position 2755: 1.8914418069279376e-05
Position 2782: 1.866060834100019e-05
Position 11185: 1.6128331049719913e-05
Position 3795: 1.6027878603634214e-05
Position 3780: 1.5787681676895432e-05
Position 1130: 1.57350649060706e-05
Position 4066: 1.2867016815945277e-05
Position 11574: 1.2309350171782443e-05
Position 1160: 1.2001939661167909e-05
Position 11038: 1.1548319501875444e-05
Position 4026: 1.02975082885781e-05
Position 3890: 1.0245896489953027e-05
Position 4518: 9.158496963280377e-06
Position 20: 7.927515520873278e-06
Position 4548: 7.648630802780413e-06
Position 971: 7.595077080258062e-06
Position 11570: 6.620976670707629e-06
Position 4524: 6.387868258309644e-06
Position 6597: 5.162036921571693e-06
Position 414: 4.415592578595856e-06
Position 6346: 4.398309195460826e-06
Position 3: 3.7704142995107327e-06
Position 4460: 3.6312875167225664e-06
Position 7004: 3.1715131562933825e-06
Position 4506: 3.0928156701291405e-06
Position 1077: 3.0266428837895048e-06
Position 863: 2.959285714091497e-06
Position 192: 1.700453108935475e-06
Position 964: 1.4164350301532381e-06
Position 4766: 1.0016738997515113e-06
Position 3276: 9.015244139631258e-07
Position 4483: 8.012816916487867e-07
Position 1048: 7.177551640215278e-07
Position 200: 7.169014299359226e-07
Position 317: 6.292610698849712e-07
Position 3581: 5.82245646177915e-07
Position 5127: 4.904166121326821e-07
Position 762: 4.256001956364119e-07
Position 1318: 3.558047000861077e-07
Position 4707: 1.7934751562532553e-07
Position 88: 1.5135780885042422e-07
Position 3375: 1.2916308291435794e-07
Position 3493: 8.231130020058597e-08
Position 3716: 5.1152852088478707e-08
Position 323: 4.3144074869326626e-08
Position 2817: 1.6802721125388255e-08
Position 3438: 1.5520641577381023e-08
Position 98: 1.2237041232505254e-08
Position 3240: 1.2132830558758675e-08
Position 3620: 1.050628333148911e-08
Position 934: 8.506089264151209e-09
Position 371: 5.454188299702228e-09
Position 389: 9.34603357728972e-10
Position 229: 9.332487125660449e-10
Position 816: 8.881141888940074e-10
Position 404: 7.917350566435831e-10
Position 283: 4.816990076706372e-10
Position 535: 3.521979449527278e-10
