Gene = A16
index = 1
Annotated 5SS: [1082 1515]
Annotated 3SS: [1385 1582]
SMsplice 5SS: [1082 1515]
SMsplice 3SS: [1385 1582]
top_k =  500
Partition function (log Z): 4.697423035449818

Sorted 5' Splice Sites (High to Low Probability):
Position 1515: 0.9957140937319559
Position 1082: 0.993335936888603
Position 5: 0.11672532388064158
Position 662: 0.023632862717973033
Position 1328: 0.011045046703279623
Position 1227: 0.009894928405303318
Position 789: 0.008748194036314967
Position 1289: 0.0029201058756390145
Position 1315: 0.002308274167610753
Position 1651: 0.0014783221464816237
Position 199: 0.0013047030036973575
Position 461: 0.0009272278278904237
Position 381: 0.0005943748042269004
Position 1115: 0.00048772662602535976
Position 1120: 0.00046991410182573647
Position 1086: 0.0003522949597821799
Position 306: 0.00031154326578717955
Position 564: 0.00031076622512471214
Position 1331: 0.0002856163388515507
Position 1176: 0.0002852135974360463
Position 553: 0.0002258066789622324
Position 1501: 0.00019171013431852076
Position 838: 0.0001879898333983174
Position 521: 9.704287945395001e-05
Position 1642: 9.473789897467085e-05
Position 168: 9.379246546160912e-05
Position 1127: 8.26923596722959e-05
Position 1200: 6.792994978144099e-05
Position 27: 6.548872853619741e-05
Position 145: 4.862032213853816e-05
Position 364: 4.5115872423456446e-05
Position 393: 4.213122939396042e-05
Position 1180: 2.280778050359469e-05
Position 986: 2.2717314060325566e-05
Position 793: 2.234335286106549e-05
Position 209: 2.2017746898498476e-05
Position 653: 1.986907248911354e-05
Position 1658: 1.741358503337943e-05
Position 643: 1.2630094186620106e-05
Position 1519: 1.2523951327542142e-05
Position 245: 1.252184186399943e-05
Position 1636: 8.377209714119756e-06
Position 647: 7.875477371126717e-06
Position 1351: 5.357376991055271e-06
Position 201: 4.742314646326393e-06
Position 680: 4.1716971346422485e-06
Position 902: 3.12322196186274e-06
Position 997: 3.0417319128067076e-06
Position 768: 2.102743762282236e-06
Position 203: 1.7591125045305809e-06
Position 22: 1.6800066184672489e-06
Position 974: 1.2145713163157054e-06
Position 911: 1.0263508519117727e-06
Position 1157: 9.070682174467895e-07
Position 1355: 4.1988443372737574e-07
Position 1457: 3.3649701049721293e-07
Position 1608: 1.1547453641436695e-07
Position 1557: 7.611380314076616e-08
Position 1553: 6.349617997134697e-08
Position 1442: 2.165710883631383e-08
Position 361: 1.3426044791020458e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1385: 0.9960909757772443
Position 1582: 0.995801865737416
Position 81: 0.06504925463866656
Position 61: 0.03265391704684214
Position 756: 0.01670826477221417
Position 78: 0.015813973130937336
Position 1157: 0.013941060955360851
Position 1200: 0.012269613170235219
Position 907: 0.010235870846260927
Position 1354: 0.0034993949659124627
Position 629: 0.0028022199885921893
Position 1704: 0.0016036507813715424
Position 478: 0.001021999400325057
Position 919: 0.0008595397144737162
Position 564: 0.0007133323351928339
Position 820: 0.0005651287521115085
Position 199: 0.00047995218487437895
Position 781: 0.00033022423112097924
Position 985: 0.0003235810119998865
Position 823: 0.00022969994909024166
Position 1217: 0.00020307061651278076
Position 937: 0.00018276971074819464
Position 974: 0.00015473267227935378
Position 886: 0.00015284838564519774
Position 1020: 0.00014507906643592943
Position 168: 0.00010509891267430622
Position 527: 6.726593070563584e-05
Position 567: 6.389343899795545e-05
Position 1606: 6.002098343984956e-05
Position 853: 5.981285786741138e-05
Position 1602: 4.832993287262854e-05
Position 1331: 3.7942436674500985e-05
Position 270: 2.622086002626981e-05
Position 407: 2.445575328714378e-05
Position 97: 2.1920492894990133e-05
Position 267: 1.983237519039632e-05
Position 951: 1.8431757907128747e-05
Position 793: 1.4568572475416249e-05
Position 826: 1.4148856903306715e-05
Position 718: 1.3487179896744113e-05
Position 598: 1.313832659118307e-05
Position 1066: 1.2603644892280991e-05
