Gene = Mip
index = 1279
Annotated 5SS: [287]
Annotated 3SS: [3610]
SMsplice 5SS: [100]
SMsplice 3SS: [3610]
top_k =  500
Partition function (log Z): -6.815179968915367

Sorted 5' Splice Sites (High to Low Probability):
Position 100: 0.5569568039225495
Position 287: 0.4363107389514082
Position 3049: 0.09849977251762672
Position 4139: 0.04892973281270913
Position 3683: 0.030019424673227494
Position 134: 0.007721236626582084
Position 363: 0.007199957609234688
Position 3411: 0.006951422634481293
Position 4266: 0.004962601654673239
Position 1177: 0.004065526440057301
Position 294: 0.00402819232267437
Position 3757: 0.002823174673348188
Position 4527: 0.0026804138646349426
Position 3904: 0.002373028892240291
Position 4315: 0.0014933142177400993
Position 376: 0.0014275618464966856
Position 2390: 0.001306525180725032
Position 939: 0.0011537171844135218
Position 4326: 0.0009395831827085507
Position 4305: 0.0009168061341097227
Position 26: 0.0008877013166746169
Position 3510: 0.0005818812170987205
Position 876: 0.0005432789759444585
Position 3760: 0.0004493600699880742
Position 1222: 0.00044749730889842587
Position 4497: 0.0004332003451505202
Position 3312: 0.00039873182212568853
Position 373: 0.00038869461183204523
Position 884: 0.0003591793875831325
Position 699: 0.00033300284337833635
Position 2533: 0.0003230878991285195
Position 3789: 0.0003048513496482415
Position 3701: 0.0002972008523092649
Position 388: 0.00028418440690789306
Position 4122: 0.0002589231141279493
Position 2165: 0.0002418833989588443
Position 318: 0.0001923387581358219
Position 744: 0.00017834447062202064
Position 211: 0.00017428340915983366
Position 558: 0.0001682357876150856
Position 254: 0.000164325853090794
Position 3277: 0.00015150058256361624
Position 2115: 0.00014631600310324475
Position 736: 0.0001441099118910428
Position 856: 0.00012174455258873946
Position 3282: 0.00010875492862873945
Position 1183: 9.576027299921897e-05
Position 2146: 8.501946982052024e-05
Position 922: 8.39122565868929e-05
Position 2730: 7.649844256066877e-05
Position 1600: 7.549163982457887e-05
Position 1186: 6.799625132548472e-05
Position 185: 6.118454315659121e-05
Position 95: 4.667282862147982e-05
Position 1181: 4.595514287630222e-05
Position 602: 4.4097374170182734e-05
Position 1010: 4.1485191704571224e-05
Position 291: 4.139126532130647e-05
Position 282: 3.837434118151712e-05
Position 2149: 3.053205306612087e-05
Position 84: 3.071961253689038e-06
Position 719: 2.4821257604858083e-06
Position 690: 1.9423276710526763e-06
Position 630: 1.5587034289982043e-06
Position 1594: 1.3586039639518627e-06
Position 1818: 1.2866602101782663e-06
Position 560: 1.1922884524593509e-06
Position 298: 1.1865480606992285e-06
Position 1591: 1.0169348673043026e-06
Position 529: 9.290106451209319e-07
Position 162: 9.037764495284891e-07
