Gene = Pomp
index = 1386
Annotated 5SS: [130 460]
Annotated 3SS: [193 746]
SMsplice 5SS: [130 460]
SMsplice 3SS: [193 746]
top_k =  500
Partition function (log Z): -1.2993291938570304

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9471022263252089
Position 460: 0.790179724470468
Position 431: 0.1902264447123893
Position 986: 0.06147211473666307
Position 657: 0.003714999069381897
Position 630: 0.0026141071146651516
Position 1198: 0.0007053731348876134
Position 665: 0.0006184154553697282
Position 1129: 0.0005499954172161929
Position 476: 0.0005319911235816401
Position 970: 0.0005213386713206805
Position 426: 0.00039586416607528775
Position 1351: 0.00037485744172232265
Position 23: 0.0003649418341385005
Position 677: 0.0003640340431882527
Position 1219: 0.0003597618033764215
Position 1276: 0.00025406518121965066
Position 66: 0.00023946679424426164
Position 853: 0.0002117892065678586
Position 648: 0.0001997760575217889
Position 39: 0.00019488670925638254
Position 134: 0.00018395908993871926
Position 646: 0.00011688405564616141
Position 1065: 0.00011538998401622942
Position 343: 0.000106116920125282
Position 389: 8.165914679423502e-05
Position 898: 6.759868928757258e-05
Position 850: 6.48723012189662e-05
Position 836: 6.293008739524464e-05
Position 1032: 5.907384250056782e-05
Position 1369: 5.356494503770423e-05
Position 492: 3.7720095955645595e-05
Position 883: 2.6251715443751548e-05
Position 254: 2.489659468625729e-05
Position 1025: 1.9242543616686415e-05
Position 229: 1.6630296852593408e-05
Position 1241: 1.2600935834689969e-05
Position 299: 1.1496106485212984e-05
Position 1135: 5.976211135430475e-06
Position 12: 5.12352692799819e-06
Position 227: 5.036757738609269e-06
Position 539: 4.563760036452639e-06
Position 1178: 3.2183682904012703e-06
Position 155: 2.6229277921405816e-06
Position 1150: 2.214349225845128e-06
Position 252: 1.8869284078121052e-06
Position 1069: 1.791850531712253e-06
Position 212: 1.7446599960509649e-06
Position 146: 1.654149985157723e-06
Position 454: 1.3392819037469168e-06
Position 1036: 1.0325619605002218e-06
Position 70: 9.997155026249316e-07
Position 193: 3.273715134913476e-08
Position 233: 1.0773295695555898e-08
Position 779: 6.990447347726444e-09
Position 1132: 6.040542754714218e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 746: 0.990150446281733
Position 193: 0.9221044301143819
Position 1065: 0.04669204391187997
Position 199: 0.016342189634062323
Position 1250: 0.010054568922178908
Position 677: 0.0060211076435368075
Position 1396: 0.0030183255631855478
Position 1125: 0.0020604079096971256
Position 1338: 0.001466132919915619
Position 1436: 0.0009285763971944405
Position 212: 0.000607677508355058
Position 700: 0.00048600612883186627
Position 1263: 0.00042869452311116823
Position 361: 0.0003445207490394459
Position 1128: 0.00027352850966980873
Position 79: 0.0001924495343977244
Position 217: 0.00018570424108421305
Position 115: 0.00013555295334888166
Position 554: 0.000123439448450319
Position 1340: 9.736507165884741e-05
Position 920: 6.2938553546864e-05
Position 589: 6.21068662870278e-05
Position 492: 5.4469971756009526e-05
Position 1169: 3.9439381992689155e-05
Position 226: 3.67790200193296e-05
Position 657: 3.382049311222796e-05
Position 1369: 3.2342861608447285e-05
Position 322: 3.086455589319779e-05
Position 501: 2.562724055034389e-05
Position 1285: 2.448000365200036e-05
Position 514: 2.3815995718860044e-05
Position 946: 2.2455190691955713e-05
Position 1145: 2.0922117660123442e-05
Position 459: 2.0833216595582607e-05
Position 158: 1.5702100389469246e-05
Position 1213: 1.5268961970558925e-05
Position 343: 8.072546769094387e-06
Position 400: 7.544113743230914e-06
Position 979: 7.240355137525995e-06
Position 824: 7.1610277408961405e-06
Position 155: 6.221878165833e-06
Position 271: 5.878790622951334e-06
Position 1215: 5.068315478779335e-06
Position 430: 4.874277815270443e-06
Position 522: 4.2619792474146716e-06
Position 1351: 2.0317148381923157e-06
Position 935: 1.984422282018733e-06
Position 134: 3.263305347035395e-07
Position 529: 1.4785154675462392e-07
Position 819: 1.3360393452302607e-07
Position 798: 7.207338996785874e-08
Position 883: 6.921562093592994e-08
Position 898: 6.484969311475981e-08
Position 337: 3.969091137897708e-08
Position 951: 3.034359824289305e-08
Position 412: 2.7870862605671876e-08
Position 146: 2.3128061743186162e-08
Position 840: 7.472188218835519e-09
Position 379: 8.069061784478354e-11
Position 160: 8.9781749463397e-16
