Gene = Mdh1
index = 1274
Annotated 5SS: [118]
Annotated 3SS: [1387]
SMsplice 5SS: [118]
SMsplice 3SS: [479]
top_k =  500
Partition function (log Z): -8.775023380439272

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.7924524780330481
Position 265: 0.19700216983922614
Position 616: 0.01022098119533868
Position 962: 0.008873484555456501
Position 675: 0.007151145828993914
Position 154: 0.00695408128943477
Position 1899: 0.0035472691392609093
Position 948: 0.003263749064287262
Position 593: 0.002980199992998359
Position 5: 0.002426911185751172
Position 955: 0.0022893061258273256
Position 370: 0.0021553808927509965
Position 608: 0.00204849453059909
Position 1251: 0.001862928293616714
Position 149: 0.0014120199559521
Position 1523: 0.0013416561702439993
Position 1760: 0.0008956820535163221
Position 980: 0.0006979640610327914
Position 32: 0.0006752236491605348
Position 1189: 0.0005714355855864102
Position 528: 0.0004198346906232096
Position 1982: 0.0003997013013429228
Position 1140: 0.00037827170685878945
Position 2395: 0.00024480076758213407
Position 78: 0.0002240372381629592
Position 93: 0.00022251295685393467
Position 25: 0.0002093648455408148
Position 8: 0.00018271753279837654
Position 872: 0.00015526717811577907
Position 810: 0.00013683217186834614
Position 269: 0.00013545143462211177
Position 1022: 0.00013470213639319372
Position 670: 0.00012331066880781478
Position 665: 0.0001151223685087617
Position 271: 0.0001005511281339176
Position 2413: 8.503511191123178e-05
Position 1260: 7.796129167806674e-05
Position 253: 6.97411680573979e-05
Position 204: 5.9510308569230644e-05
Position 102: 2.4050272155451728e-05
Position 39: 1.766824327764406e-05
Position 538: 1.1636423838350744e-06
Position 251: 8.650119837041305e-07
Position 82: 7.896919998963307e-07
Position 239: 7.033204545852471e-07
Position 547: 6.326248016196197e-07
Position 234: 6.092546941022972e-07
Position 459: 6.000475910488493e-07
Position 256: 5.857183274018919e-07
Position 718: 4.434191250779762e-07
Position 278: 4.0355264222173256e-07
Position 353: 3.99359232745381e-07
Position 557: 3.6884674170410313e-07
Position 86: 2.500504554457226e-07
Position 65: 2.2379934868402058e-07
Position 358: 2.17090363655356e-07
Position 936: 1.9397785299905565e-07
Position 382: 6.680862054869886e-08
Position 751: 6.121169196795828e-08
Position 470: 6.229842905699255e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 479: 0.39130873600783206
Position 394: 0.1435108635834502
Position 1387: 0.1393134485400937
Position 1059: 0.08557623011413948
Position 732: 0.06497393555254452
Position 691: 0.06466201034832718
Position 353: 0.05006237519261369
Position 1957: 0.025109555008971707
Position 675: 0.014999125819013217
Position 1975: 0.008760610666335019
Position 788: 0.00809361860133309
Position 1251: 0.006632484574542572
Position 494: 0.006490949489224523
Position 2044: 0.006348804554151992
Position 779: 0.006145888092173607
Position 234: 0.005485620234733302
Position 256: 0.004671590820321357
Position 748: 0.0029639235400055787
Position 78: 0.0026493938229218013
Position 209: 0.0025992862474756664
Position 1152: 0.002042388680416639
Position 1355: 0.0015726803415833475
Position 2298: 0.001533303596437663
Position 2068: 0.0013831039758628125
Position 2480: 0.000834841300868223
Position 2071: 0.0006526385401362646
Position 1281: 0.0005830489967870824
Position 524: 0.0005316201028853179
Position 2211: 0.00033306088171726955
Position 1159: 0.0003240511275430569
Position 905: 0.00022219770133188183
Position 1921: 0.00021996902395826965
Position 1022: 0.00019503699321373824
Position 396: 0.00019362077729231066
Position 1265: 0.00015310666066758856
Position 1207: 0.0001493518301356497
Position 1705: 0.00013091779854042276
Position 1260: 0.00012488115565394267
Position 154: 9.196083617477435e-05
Position 2544: 8.703852437582655e-05
Position 590: 8.262267138739033e-05
Position 2537: 7.784549124347688e-05
Position 1621: 6.963370338921606e-05
Position 2521: 6.272898821030692e-05
Position 1322: 5.990567028449504e-05
Position 1187: 5.522254763994398e-05
Position 1372: 5.165602104834621e-05
Position 765: 5.015095695883212e-05
Position 997: 4.720599762080189e-05
Position 1156: 3.80650578012107e-05
Position 547: 2.0887410321478714e-05
Position 407: 1.4171009860661521e-05
Position 122: 1.7879053441577473e-07
Position 533: 3.8655261897042386e-08
Position 91: 7.64908815496165e-10
