Gene = fon
index = 1705
Annotated 5SS: [ 119  426  536 2325]
Annotated 3SS: [ 412  499  841 2442]
SMsplice 5SS: [ 426 2325]
SMsplice 3SS: [ 841 2442]
top_k =  500
Partition function (log Z): -7.457675720492592

Sorted 5' Splice Sites (High to Low Probability):
Position 2325: 0.8612257818632187
Position 426: 0.4695865671198295
Position 536: 0.359365454672916
Position 119: 0.07362488224824854
Position 1308: 0.06651369516289306
Position 1945: 0.052522002329714816
Position 614: 0.0431997857770066
Position 2879: 0.03512572060521022
Position 373: 0.023918657535040185
Position 1075: 0.022898666039813508
Position 2592: 0.020120706849641512
Position 1021: 0.018483893027557687
Position 1424: 0.01792421745049449
Position 109: 0.016814212241205898
Position 951: 0.016136312985975086
Position 273: 0.013010726819155286
Position 216: 0.012536569175408302
Position 1356: 0.011006448963737715
Position 1557: 0.010879098980882433
Position 308: 0.010740683391201614
Position 339: 0.008219454104572706
Position 2694: 0.005701842125370326
Position 996: 0.005106796078573606
Position 469: 0.004723856222183288
Position 904: 0.0036908187017838704
Position 1042: 0.003617912042238556
Position 240: 0.003082060958186918
Position 1000: 0.0030017961675807463
Position 213: 0.0029167216130322957
Position 1482: 0.002693172635335016
Position 149: 0.002229234223167939
Position 2763: 0.001849543277852774
Position 2672: 0.00175283597087215
Position 913: 0.0015530739005538132
Position 2539: 0.0013795440289015438
Position 1371: 0.0013408093308765925
Position 167: 0.0012413375820473531
Position 2599: 0.00123176257240709
Position 1908: 0.001200107016397666
Position 2688: 0.001177402035477947
Position 1234: 0.0011498982121508844
Position 2651: 0.0008220457241599603
Position 1605: 0.0008067252922237847
Position 104: 0.0007271444445411108
Position 2888: 0.0006803142448027745
Position 331: 0.0005990107468991815
Position 2613: 0.0005884179346933393
Position 769: 0.0005100986932821951
Position 34: 0.00046980858454780334
Position 2121: 0.0004559266248849646
Position 1410: 0.0002909093996749731
Position 2731: 0.0002781500914991778
Position 2053: 0.00019130864721463283
Position 690: 0.0001712745156843604
Position 2582: 0.00017008384682087651
Position 7: 0.00016472613150630736
Position 733: 0.0001410436526751778
Position 747: 0.00014040547537919689
Position 442: 0.00013071281002414393
Position 1045: 0.00012485011277998232
Position 556: 0.00011082127389170833
Position 211: 4.7748934643721464e-05
Position 122: 4.335471446771951e-05
Position 2584: 3.892214527465944e-05
Position 170: 2.7681012839679835e-05
Position 130: 2.542734083044684e-05
Position 27: 1.742493368126715e-05
Position 377: 1.0129230441103591e-05
Position 265: 9.368436748885571e-06
Position 1063: 6.825374356000762e-06
Position 1534: 6.477318116674486e-06
Position 113: 5.770957419575365e-06
Position 44: 5.504370534064863e-06
Position 1442: 5.385281533008588e-06
Position 106: 5.097948431957201e-06
Position 499: 2.7358337045494436e-06
Position 736: 1.9848454217948154e-06
Position 540: 1.1004002802405498e-06
Position 517: 1.0955989818120166e-06
Position 25: 5.612275997418193e-07
Position 653: 2.570696728395066e-07
Position 523: 6.324504316526941e-09
Position 473: 5.112922967697715e-09
Position 547: 1.4696170588291353e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2442: 0.9245609500682642
Position 841: 0.7160538019691809
Position 1481: 0.08168112989190607
Position 3005: 0.08165958162424629
Position 850: 0.06576925885575037
Position 499: 0.06325305289312959
Position 412: 0.0627401021972463
Position 1450: 0.04587972134573012
Position 2011: 0.030110999098602084
Position 644: 0.025122708163541042
Position 338: 0.023174345457018665
Position 1631: 0.022498030609546568
Position 2029: 0.018575290537049347
Position 792: 0.009168460060117387
Position 1907: 0.0072207993186725414
Position 1790: 0.005359764796378958
Position 1547: 0.005081773863864681
Position 780: 0.004877075468795729
Position 2735: 0.00469700989962706
Position 2797: 0.0035291132630799866
Position 1696: 0.003155709146303671
Position 2647: 0.003135342292574865
Position 1237: 0.002119067518769683
Position 1169: 0.0015119896255406222
Position 1145: 0.0013844356814345265
Position 1604: 0.0012990837742299678
Position 1265: 0.0012829579198065664
Position 1291: 0.0012532176074813801
Position 1217: 0.0011657369080801234
Position 425: 0.0008372034838631724
Position 1798: 0.0008068629899910504
Position 273: 0.0006553836607027125
Position 523: 0.0005716215878972757
Position 1020: 0.000570824354003758
Position 211: 0.0003197211388057763
Position 3020: 0.00031525197903348916
Position 3037: 0.00024332678265418943
Position 442: 0.00018616100380455634
Position 308: 0.00017829120612387244
Position 2475: 0.00012046135200892244
Position 540: 6.30036679038494e-05
Position 240: 5.081401744039812e-05
Position 1193: 3.16550324471953e-05
Position 583: 2.733360498256726e-05
Position 658: 1.787920167620143e-05
Position 149: 6.634845718914149e-06
Position 180: 4.135108214545821e-06
Position 167: 1.1292938069210197e-06
Position 154: 8.23218160616094e-07
Position 864: 7.442879246291402e-07
Position 875: 6.830087731687194e-07
Position 690: 9.14233979253406e-08
Position 78: 7.454927778618749e-08
Position 685: 4.640012371613113e-08
Position 281: 2.7034287267589144e-08
Position 49: 7.969737579775603e-09
Position 122: 2.4655812195033547e-09
Position 51: 1.8820100451147042e-10
Position 508: 2.4589320112943264e-13
Position 118: 2.4239955088713677e-13
