Gene = NUCB1
index = 1307
Annotated 5SS: [388]
Annotated 3SS: [2726]
SMsplice 5SS: [388]
SMsplice 3SS: [2726]
top_k =  500
Partition function (log Z): -4.67366158182945

Sorted 5' Splice Sites (High to Low Probability):
Position 388: 0.9891138607157363
Position 2601: 0.21015740280753253
Position 1418: 0.026608255208846875
Position 350: 0.007917351418732442
Position 592: 0.007405610875421982
Position 2001: 0.007264997676269029
Position 2415: 0.00723334993477518
Position 1585: 0.0067147359880656305
Position 1308: 0.005718362989630275
Position 1960: 0.004841159524682718
Position 2646: 0.004511398578076491
Position 1855: 0.003959277516400064
Position 1189: 0.003934467312841121
Position 613: 0.003870725290260158
Position 1883: 0.003707227213127178
Position 644: 0.003588830328694706
Position 1332: 0.0031562234953907567
Position 392: 0.0027938587207716283
Position 2498: 0.0024118650129779724
Position 2212: 0.0022451448933485
Position 2877: 0.0022363103756240905
Position 11: 0.002039529627457013
Position 686: 0.001977373001344138
Position 2511: 0.0018813399451419954
Position 606: 0.0018597178222282428
Position 1255: 0.001601570930368044
Position 1392: 0.0012748217243379746
Position 641: 0.0011935855741848813
Position 3792: 0.0011390882974337089
Position 756: 0.0010530796489838486
Position 2515: 0.0009716314835650599
Position 4253: 0.0008878508495662742
Position 650: 0.0008095527150986386
Position 3352: 0.0006071125039565551
Position 4337: 0.0005998104854556515
Position 36: 0.0005941048372578366
Position 1515: 0.00046524355348751006
Position 631: 0.0004112002838578639
Position 16: 0.00038049282467790123
Position 148: 0.0003802097059505147
Position 2389: 0.00037530914023855904
Position 534: 0.0003027259706436753
Position 4137: 0.00028165250196422243
Position 1880: 0.000262055626372808
Position 1663: 0.00021698758321713347
Position 109: 0.00019057869627021217
Position 2085: 0.00018808588195384687
Position 1604: 0.000167375845617733
Position 531: 0.0001510661262421117
Position 1055: 0.00014238769962857185
Position 3423: 0.00014060121415526518
Position 1167: 0.00013348173611909742
Position 3749: 0.00013309939260677342
Position 2015: 0.0001214049940843034
Position 316: 9.490413992398879e-05
Position 639: 9.208192423922408e-05
Position 1690: 8.271865826613079e-05
Position 1790: 7.849841764079507e-05
Position 1888: 7.819691391627398e-05
Position 1113: 7.557936245647479e-05
Position 1249: 7.380237565372401e-05
Position 2017: 6.935514026596256e-05
Position 6: 6.313591860331978e-05
Position 1401: 5.962341094408128e-05
Position 3002: 5.887048906043062e-05
Position 1491: 5.8197629630077377e-05
