Gene = CycY
index = 1115
Annotated 5SS: [  56 2187]
Annotated 3SS: [1097 2280]
SMsplice 5SS: [2187]
SMsplice 3SS: [2303]
top_k =  500
Partition function (log Z): -7.973023156592303

Sorted 5' Splice Sites (High to Low Probability):
Position 2187: 0.9668132598744377
Position 56: 0.38182568671118045
Position 1281: 0.2495294224756167
Position 630: 0.09416817049631984
Position 3588: 0.0885343252270622
Position 147: 0.07032674815854996
Position 472: 0.03799629008993836
Position 686: 0.029989776946180647
Position 2660: 0.024339421395937755
Position 855: 0.022821351209909274
Position 3003: 0.01848102918971715
Position 1265: 0.01759410488338568
Position 316: 0.016071462117810034
Position 550: 0.014871036036427868
Position 3145: 0.014676108138956832
Position 738: 0.01202395939256554
Position 2999: 0.011939092936706855
Position 869: 0.008357873560963095
Position 294: 0.005900167334127117
Position 3592: 0.004783646027616735
Position 334: 0.004602601345037535
Position 3082: 0.0042147079810693185
Position 2565: 0.004203486941058566
Position 2438: 0.003949306666180005
Position 3155: 0.0036727153686914597
Position 204: 0.0033378250744640005
Position 928: 0.0032928699775669618
Position 3183: 0.002711106293751551
Position 752: 0.0025992274196595675
Position 2003: 0.0024716663921892446
Position 3602: 0.0023198178720439462
Position 3311: 0.001978587416500667
Position 3064: 0.0018369071684125658
Position 2424: 0.0017392729179832853
Position 194: 0.001274947229550297
Position 2623: 0.001225481244533906
Position 263: 0.0010444494292310858
Position 776: 0.0009506657554942626
Position 2228: 0.0008586892945379354
Position 939: 0.0008526189434207914
Position 704: 0.0008241611945524742
Position 637: 0.0008125070371451616
Position 2244: 0.0007984851885674497
Position 3237: 0.0007408069281231446
Position 825: 0.0007118032304223937
Position 408: 0.0007028136836257394
Position 727: 0.0006495348714647923
Position 1121: 0.0005299293555334457
Position 3159: 0.00044408920652456204
Position 895: 0.0003992947343864852
Position 93: 0.0003734248182412881
Position 859: 0.0003169546113496483
Position 372: 0.0003020621516123597
Position 478: 0.00029365221210526265
Position 2603: 0.00021533723778986843
Position 102: 0.0002105703309350021
Position 2808: 0.00020837222976160985
Position 2600: 0.00019795680639159667
Position 1005: 0.00019634618609062465
Position 2550: 0.00018995064660027504
Position 910: 0.00018233428051393988
Position 897: 0.00014094593035365865
Position 882: 0.00010397052607667209
Position 95: 5.708030255418779e-05
Position 208: 2.0195104018016177e-05
Position 733: 1.797152503106765e-05
Position 197: 8.722792061336702e-06
Position 2180: 8.41077279119525e-06
Position 2053: 2.5344822239613596e-06
Position 104: 3.5032018062487685e-07
Position 2191: 2.0804798501128958e-07
Position 1205: 1.171357526695635e-07
Position 481: 6.273382683657858e-08
Position 2153: 4.939902445137737e-08
Position 417: 2.8183236470968564e-08
Position 210: 3.6293474342546204e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1097: 0.511607897317008
Position 2303: 0.3784960080091015
Position 3406: 0.3217484064497059
Position 2280: 0.31402722506286845
Position 2002: 0.1615337888690924
Position 3671: 0.09682658420188865
Position 1936: 0.08105774191023618
Position 2083: 0.04940454512736588
Position 197: 0.045842855066735556
Position 3395: 0.0258134944327
Position 2249: 0.022830442892872692
Position 1471: 0.018678843419728912
Position 2044: 0.012989128610464116
Position 698: 0.01145220920721229
Position 794: 0.010182678373823573
Position 967: 0.008841278443900575
Position 2334: 0.008431920557153309
Position 1978: 0.007844828697112921
Position 2727: 0.00575972227576973
Position 1687: 0.005637066621499545
Position 615: 0.004220251515324529
Position 3053: 0.00406676332262295
Position 1383: 0.00398405480424274
Position 910: 0.003463461742562061
Position 1390: 0.0027105666472451895
Position 984: 0.002595311930621946
Position 3024: 0.0023520536149915948
Position 686: 0.002267417177927806
Position 1661: 0.0020002249981532355
Position 1729: 0.0014144910881637729
Position 658: 0.001190460527156294
Position 855: 0.001111418731805541
Position 1444: 0.0010877480515035021
Position 2355: 0.001053649851713604
Position 2114: 0.0010159007610846603
Position 2964: 0.000914594330637885
Position 1591: 0.0008693839232285228
Position 2318: 0.0008341700231818706
Position 1360: 0.0008226703845047242
Position 3270: 0.0007768931553325598
Position 328: 0.0007639678150431377
Position 3208: 0.0007065836490202789
Position 776: 0.0007010791536298834
Position 1308: 0.0006711704244101196
Position 360: 0.0006263957315876494
Position 822: 0.0006026119561105146
Position 3007: 0.0005564545344090088
Position 931: 0.0005194520345550445
Position 1036: 0.0005013925735421087
Position 891: 0.0004538210463113106
Position 2811: 0.0004385729325953365
Position 2702: 0.0003677423089206893
Position 1741: 0.0003655568994038156
Position 2558: 0.0003635813160646848
Position 223: 0.0003608674863216123
Position 2673: 0.00033776566007303417
Position 3446: 0.00031417937700599965
Position 3682: 0.00026656687873635656
Position 3517: 0.00026559801984505656
Position 541: 0.0002583728385372293
Position 1138: 0.0002414257657745954
Position 1726: 0.00023817509083448206
Position 1549: 0.00023176111770481574
Position 450: 0.00018274198307402525
Position 2411: 0.00017201107224914375
Position 2792: 0.00015914544774300697
Position 1543: 0.00015057484720219734
Position 1402: 0.00014504348775330324
Position 825: 0.00013843469719219565
Position 102: 0.0001363504652429915
Position 417: 0.00013577757973616688
Position 2891: 0.0001139851074466255
Position 885: 0.0001134922531701424
Position 2734: 9.988580776552355e-05
Position 147: 9.12076552277933e-05
Position 989: 8.131296968744966e-05
Position 167: 6.88079204937562e-05
Position 495: 3.698554935613575e-05
Position 928: 3.191202627956827e-05
Position 633: 2.3084243151776977e-05
Position 1167: 1.510356031996324e-05
Position 868: 1.4851271711956356e-05
Position 1161: 8.393858759613893e-06
Position 1118: 8.296721193855994e-06
Position 590: 5.778114800569526e-07
Position 549: 4.419210120369209e-07
Position 155: 2.60892643229565e-07
Position 316: 2.5628891915076194e-07
Position 463: 2.3669287310399196e-07
Position 231: 1.8898950067040917e-07
Position 234: 9.041440493889615e-08
Position 151: 4.285689836752988e-08
Position 466: 3.3575070100154404e-08
Position 521: 3.242082590194817e-08
Position 337: 3.1864151452973876e-08
Position 617: 2.8499818851158245e-08
Position 526: 2.762253286812642e-08
Position 345: 9.091970833700764e-09
Position 334: 7.618922023975888e-09
Position 424: 6.4059903534182435e-09
Position 460: 2.0425110220737482e-09
Position 252: 2.1471272076215279e-10
Position 225: 2.090338992238548e-10
Position 325: 6.226852081861643e-11
Position 330: 1.9541459173047882e-12
Position 261: 5.5374845937547706e-14
