Gene = Uxt
index = 1591
Annotated 5SS: [117]
Annotated 3SS: [167]
SMsplice 5SS: [117]
SMsplice 3SS: [167]
top_k =  500
Partition function (log Z): -9.001459032033182

Sorted 5' Splice Sites (High to Low Probability):
Position 117: 0.9389658765704803
Position 285: 0.05166927157572022
Position 76: 0.020946488041351345
Position 17: 0.017760089124759675
Position 526: 0.0034324136716599864
Position 481: 0.0025146311576904386
Position 151: 0.0017937860968931414
Position 650: 0.0009904914438282665
Position 660: 0.0008512484105415144
Position 121: 0.00043786333713183013
Position 252: 0.0004327187802843618
Position 418: 0.00042899973504397887
Position 370: 0.00031334804743927036
Position 264: 0.00022025666379227684
Position 136: 9.884900310001772e-05
Position 654: 6.88597196838641e-05
Position 220: 4.785733265211305e-05
Position 412: 3.202489452700391e-05
Position 663: 2.2413739990905578e-05
Position 352: 2.0605626271754325e-05
Position 779: 1.4293464194515642e-05
Position 430: 9.116388164112024e-06
Position 289: 8.118728325107345e-08
Position 149: 2.992613422629662e-08
Position 388: 2.6862213551768814e-08
Position 432: 1.695403545212836e-08
Position 207: 8.546483796962843e-10
Position 642: 9.003147237399096e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 167: 0.8232618801302817
Position 171: 0.1333317767803991
Position 594: 0.02446544124941214
Position 334: 0.017485291996478077
Position 381: 0.012451528868617142
Position 97: 0.005348516788987778
Position 365: 0.005288087658082763
Position 145: 0.0034936734056606033
Position 727: 0.0031913334917531826
Position 454: 0.002783961698450775
Position 352: 0.0014074424167962718
Position 755: 0.0012490443689985033
Position 76: 0.00123486308596664
Position 769: 0.000847548804876308
Position 626: 0.0007117524234839983
Position 802: 0.0006346618237798893
Position 486: 0.000603263136483324
Position 562: 0.0005884897817390086
Position 739: 0.0005712274783063024
Position 136: 0.0003205253912282934
Position 100: 0.000288987252825642
Position 899: 0.00025043259900960855
Position 404: 0.00023142435842571474
Position 183: 0.0001291199580126388
Position 149: 0.00010901806056952119
Position 663: 0.00010185875205448447
Position 498: 7.748444219326668e-05
Position 682: 7.191560368788373e-05
Position 264: 6.181860795736522e-05
Position 629: 6.126783628768985e-05
Position 699: 5.2994173546094875e-05
Position 426: 5.164954252726254e-05
Position 312: 4.152050629057852e-05
Position 239: 3.788989735305022e-05
Position 808: 3.787329188721937e-05
Position 805: 3.672881354604597e-05
Position 660: 3.0052920559487243e-05
Position 944: 2.7832301893010886e-05
Position 928: 2.5971111332782443e-05
Position 107: 2.563087470302512e-05
Position 219: 2.3085478087864297e-05
Position 294: 9.796015707449248e-06
Position 207: 8.653194690561842e-06
Position 252: 8.067462080408985e-06
Position 229: 1.363016965006353e-07
Position 112: 6.622978195439107e-08
Position 231: 3.742514903331645e-08
Position 155: 1.636699624380293e-08
Position 204: 1.4967134571889217e-08
Position 121: 3.2727687784976597e-09
Position 241: 2.140424898663546e-10
Position 273: 5.378780009585622e-11
Position 117: 2.9226527686969696e-11
Position 243: 2.8755420543380228e-12
Position 276: 1.0770060738730523e-12
Position 285: 1.3036328138838924e-17
