Gene = Mpp6
index = 1285
Annotated 5SS: [41]
Annotated 3SS: [103]
SMsplice 5SS: [41]
SMsplice 3SS: [103]
top_k =  500
Partition function (log Z): -5.72721241860887

Sorted 5' Splice Sites (High to Low Probability):
Position 41: 0.9908712507684756
Position 410: 0.23471243094695698
Position 221: 0.08144349504447003
Position 405: 0.05164079815865459
Position 401: 0.006355644747023116
Position 1007: 0.0035036211560538167
Position 277: 0.0026807761047710674
Position 388: 0.001996628936405063
Position 397: 0.0015121582962211034
Position 989: 0.0011061831380866133
Position 580: 0.0010342596020499395
Position 160: 0.0009690479203577014
Position 608: 0.0009309528282875876
Position 266: 0.0008054978424894951
Position 1161: 0.0002638040787923136
Position 470: 0.00023933164179217145
Position 191: 0.00022503520490442546
Position 570: 0.00016089405645673314
Position 618: 0.0001402145868185897
Position 215: 9.802471285316369e-05
Position 228: 7.539332024148786e-05
Position 629: 4.719335119364247e-05
Position 150: 3.8091089506052755e-05
Position 1171: 3.758275310130824e-05
Position 1322: 3.2643825393142566e-05
Position 342: 2.4447510435247612e-05
Position 1305: 6.388184687897498e-06
Position 138: 2.3888874315838487e-06
Position 96: 2.385265812377682e-07
Position 103: 1.2409221239134171e-07
Position 573: 1.1704902108188575e-07
Position 108: 6.55289744064718e-08
Position 371: 4.8051174270948635e-08
Position 359: 1.9876464608379973e-08
Position 115: 1.5007628627465674e-08
Position 320: 4.944348513511772e-09
Position 314: 2.5322931190009077e-09
Position 454: 2.3179956904646514e-09
Position 329: 1.5153528503888508e-09
Position 1063: 8.257907852227721e-10
Position 1110: 7.979391978655722e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 103: 0.9193293217060305
Position 470: 0.2763377145941583
Position 276: 0.0947628558435812
Position 108: 0.036810096333306654
Position 336: 0.010997182153405711
Position 661: 0.009025372150798473
Position 700: 0.008646728209459142
Position 307: 0.006636769210936129
Position 1304: 0.003990463976170862
Position 629: 0.0020011344688503152
Position 528: 0.0018682452563929183
Position 191: 0.0017160535892434723
Position 551: 0.0011871050100209573
Position 1078: 0.0010189422549014915
Position 644: 0.0009078378840335483
Position 115: 0.0008561518171181754
Position 127: 0.000804409669488578
Position 678: 0.0007460152870258936
Position 742: 0.000695636645530732
Position 1050: 0.00045995372129416565
Position 291: 0.00040710238447428477
Position 220: 0.00029447006898584565
Position 1089: 0.0002847302303347312
Position 208: 0.00025344196355698184
Position 1203: 0.00022952410268498778
Position 1365: 0.00010669200270827252
Position 1355: 9.92137368868171e-05
Position 532: 8.86259800396612e-05
Position 1268: 8.763616654227849e-05
Position 940: 5.477613820957031e-05
Position 1093: 4.7424835360170596e-05
Position 320: 3.8508748259579004e-05
Position 884: 3.795235086011959e-05
Position 1210: 3.4855580872070764e-05
Position 733: 2.1240356846171417e-05
Position 897: 2.0224341733785988e-05
Position 431: 1.9065418990238732e-05
Position 509: 1.7047753540752923e-05
Position 1388: 1.2756870379698688e-05
Position 347: 6.870910680636344e-07
Position 352: 5.149347113510681e-07
Position 408: 1.405656723776653e-07
Position 382: 1.2850453734835017e-07
Position 369: 6.985068490527843e-08
