Gene = smg
index = 1880
Annotated 5SS: [1136 4891 5946]
Annotated 3SS: [2423 4947 6451]
SMsplice 5SS: [ 138 4891 5217]
SMsplice 3SS: [4733 4947 5279]
top_k =  500
Partition function (log Z): -11.704052417127544

Sorted 5' Splice Sites (High to Low Probability):
Position 4891: 0.8713941403712789
Position 138: 0.8164914337235863
Position 5217: 0.5987933949268341
Position 5537: 0.36505502439772
Position 724: 0.05480714148862153
Position 411: 0.040832369123783574
Position 1136: 0.021589816363059292
Position 728: 0.021365607973625994
Position 264: 0.021291298500441272
Position 6280: 0.01585157580459224
Position 489: 0.011771486987698514
Position 2527: 0.010264600320579612
Position 6141: 0.00850906803001974
Position 5181: 0.008267742579649516
Position 154: 0.007552188193884545
Position 2267: 0.007447482024709086
Position 1404: 0.00713155686936516
Position 170: 0.007114780300368116
Position 132: 0.005098302417263314
Position 2480: 0.002964218627755146
Position 381: 0.002858568719343625
Position 4956: 0.001977510451035536
Position 5946: 0.0019318541162810846
Position 718: 0.001807430116714745
Position 2812: 0.0011228754931775766
Position 612: 0.000752503573656311
Position 1170: 0.00042410142121199527
Position 2753: 0.0003912887963758528
Position 1215: 0.0003861432584995924
Position 1928: 0.00038448760593959237
Position 2251: 0.0003390820822473668
Position 158: 0.0002423605682424415
Position 2851: 0.000241997052672401
Position 118: 0.00023884469172600261
Position 128: 0.0002365288781853774
Position 714: 0.0002300272785947724
Position 621: 0.0002239315128372913
Position 1354: 0.0002099877822222066
Position 2096: 0.0001966537137891441
Position 2283: 0.00015431567938066116
Position 222: 0.00013706319358653242
Position 998: 0.000131630061058551
Position 2264: 8.383073282396701e-05
Position 26: 7.678612049810232e-05
Position 2453: 7.158027774436286e-05
Position 704: 5.5772380685617883e-05
Position 521: 2.092395782199244e-05
Position 532: 1.44615973938956e-05
Position 1164: 1.0755394221476504e-05
Position 537: 9.97372636397891e-06
Position 655: 9.30464701664625e-06
Position 557: 9.274188514538445e-06
Position 1166: 8.897635442841842e-06
Position 493: 7.123038365479156e-06
Position 176: 4.34656391751114e-06
Position 209: 4.328769668330869e-06
Position 710: 3.300860281001046e-06
Position 104: 2.8094717010457517e-06
Position 353: 2.7649317082376654e-06
Position 20: 1.5721496302568576e-06
Position 450: 1.5651223797279226e-06
Position 156: 1.277280685842673e-06
Position 500: 1.1958295712278854e-06
Position 554: 1.03710523124619e-06
Position 90: 1.005204017128435e-06
Position 552: 8.243531302581405e-07
Position 1439: 7.154577949893064e-07
Position 111: 5.306703633417342e-07
Position 525: 3.155610382730167e-07
Position 326: 1.2561079904452865e-08
Position 333: 2.9480878002748945e-09
Position 523: 3.047120273767756e-12
Position 530: 1.1374321785508581e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4947: 0.799305917571884
Position 5279: 0.5157534849750041
Position 4733: 0.2161647622531497
Position 4675: 0.189398562350963
Position 2423: 0.18328646895079118
Position 5610: 0.13766812454745775
Position 4645: 0.11732009647476246
Position 6050: 0.10558405624003
Position 2962: 0.052938617581494034
Position 7179: 0.05065705186443874
Position 6228: 0.046862458780023285
Position 5080: 0.044059261752776996
Position 2592: 0.03944956006456503
Position 4511: 0.03713661184455641
Position 5104: 0.028696647770086667
Position 5638: 0.028681463188891382
Position 5083: 0.028606506407481774
Position 6137: 0.028348642663974768
Position 5660: 0.020182314592565913
Position 6831: 0.018729632842051917
Position 6451: 0.017135311319460833
Position 4104: 0.016586568510834523
Position 4423: 0.015179980354733088
Position 6978: 0.013831132276103112
Position 5644: 0.013753330646409469
Position 3290: 0.013331503000654922
Position 6342: 0.011804501022361424
Position 5446: 0.01033241568454759
Position 7479: 0.009433345959842385
Position 755: 0.009414861867126511
Position 7122: 0.009399791009159804
Position 5663: 0.009114431469841243
Position 4200: 0.007825656244934727
Position 3955: 0.007415679621981323
Position 6201: 0.007374013424330434
Position 366: 0.007264177959304601
Position 5242: 0.005779797470045646
Position 5748: 0.00516182289964867
Position 2480: 0.005085568340318071
Position 587: 0.004124558326731578
Position 2158: 0.0033403251858611376
Position 3686: 0.0030405149770005675
Position 3465: 0.00295286613010149
Position 5293: 0.002389275663450932
Position 6169: 0.001985706305204506
Position 2504: 0.0019746759584664676
Position 6189: 0.0015398347192228142
Position 655: 0.0014559793983182935
Position 2071: 0.0012965858674308785
Position 1234: 0.0011685422205279313
Position 5239: 0.0010765953095794693
Position 5788: 0.0008030065050966019
Position 5194: 0.0007278824760872663
Position 791: 0.0006621905529674937
Position 1242: 0.0006202713674608867
Position 4960: 0.0005657176109747016
Position 4989: 0.0005423099595898708
Position 488: 0.0004833887996699765
Position 1532: 0.00043879229665818616
Position 313: 0.00040456509700364184
Position 2113: 0.00033940650127703957
Position 855: 0.0003127838142008629
Position 1261: 0.0002815821707283608
Position 758: 0.0002811398456703856
Position 201: 0.00019879602511348665
Position 910: 0.00016201223892943535
Position 380: 0.0001491260107314519
Position 388: 0.00014641162772354796
Position 1018: 0.00014380533161250994
Position 300: 0.0001250583831539524
Position 1279: 0.00011786738171381273
Position 1060: 0.00010079414765946497
Position 800: 9.849947691561031e-05
Position 222: 9.820424105277603e-05
Position 2507: 8.676205890168768e-05
Position 181: 7.712659264087491e-05
Position 425: 4.706797945898817e-05
Position 942: 4.65428599764689e-05
Position 209: 4.524322695696305e-05
Position 956: 4.312262632773931e-05
Position 2752: 2.2887262065599384e-05
Position 889: 1.7194831770083282e-05
Position 1010: 1.3359350629992799e-05
Position 263: 9.894368032246838e-06
Position 1621: 5.957782999040315e-06
Position 391: 1.202531116739956e-07
Position 699: 8.377552667410974e-08
Position 453: 6.429429329475946e-08
Position 761: 3.248474063022129e-08
Position 90: 1.4645401804954634e-08
Position 170: 1.1128984052871249e-08
Position 443: 5.65564825976867e-09
Position 590: 5.32586634367309e-09
Position 65: 2.693160736186747e-09
Position 98: 2.584531034328902e-10
Position 111: 2.2593349551979468e-10
Position 410: 1.7171172382659348e-10
Position 402: 3.4728198591211e-11
Position 258: 1.988687935446715e-12
Position 118: 8.052643952377664e-13
Position 399: 3.9131786781355715e-13
