Gene = Kr-h1
index = 1245
Annotated 5SS: [ 9642 11105 12551]
Annotated 3SS: [10391 11189 12634]
SMsplice 5SS: [ 1138 11105 12551]
SMsplice 3SS: [10391 11189 12634]
top_k =  500
Partition function (log Z): -0.02839627650642329

Sorted 5' Splice Sites (High to Low Probability):
Position 11105: 0.9961436829346805
Position 12551: 0.9897931076808762
Position 1138: 0.9492983811700411
Position 1661: 0.5638779721401347
Position 9642: 0.20925280851856892
Position 310: 0.134995337272467
Position 2043: 0.05464820039627828
Position 2095: 0.0268429518883859
Position 2603: 0.016787315165342546
Position 12157: 0.015642715591815237
Position 11535: 0.011131850866581902
Position 1510: 0.009825108530720463
Position 12909: 0.005206852182469963
Position 444: 0.003821897694475324
Position 13271: 0.002909782980758639
Position 11277: 0.002824837835786452
Position 356: 0.002727298075079109
Position 12822: 0.0026163443671347025
Position 706: 0.0023794794328267257
Position 11509: 0.0017127924646295584
Position 13126: 0.001055715781761641
Position 11315: 0.0008198487953985673
Position 12411: 0.0007491005654458984
Position 13275: 0.0006590520174389941
Position 11907: 0.0006549286302418819
Position 226: 0.0006411649882805691
Position 317: 0.0005690578835375071
Position 1602: 0.0004805929093926088
Position 10796: 0.0004653095906758906
Position 147: 0.0004336299528837035
Position 158: 0.00043361592648638256
Position 12817: 0.0004230837369119221
Position 12555: 0.0003972432004808454
Position 12927: 0.00027286729303986536
Position 338: 0.0002686629662246984
Position 1646: 0.0002661736048560972
Position 12303: 0.00024546130372412315
Position 1737: 0.00024474330720153966
Position 11575: 0.00023588402016722868
Position 62: 0.00022680245100648716
Position 12762: 0.0002195591038503752
Position 12150: 0.00019715171859776214
Position 11305: 0.0001959073341255312
Position 13086: 0.00015169098673471228
Position 350: 0.00015001277110272428
Position 1332: 0.0001438739668575858
Position 942: 0.00013636814402231067
Position 12715: 0.0001344721462275154
Position 174: 0.00011782472406808274
Position 193: 0.00011028442440179745
Position 836: 9.720471093195371e-05
Position 49: 9.334034422714617e-05
Position 11919: 9.1550504415392e-05
Position 390: 9.112054607002608e-05
Position 12956: 8.863629758039698e-05
Position 172: 8.77947221935349e-05
Position 934: 8.089663290986523e-05
Position 330: 7.86240605474444e-05
Position 1586: 7.227007195047068e-05
Position 360: 6.011754442414925e-05
Position 13667: 5.934621896607322e-05
Position 13072: 5.607705151969431e-05
Position 636: 5.2664521494014485e-05
Position 1902: 4.327823285901576e-05
Position 10831: 4.25763557579708e-05
Position 180: 3.981421163605319e-05
Position 13042: 3.8150660578585734e-05
Position 11322: 3.163426115296343e-05
Position 419: 3.154615113679674e-05
Position 161: 3.084101804876172e-05
Position 11730: 2.9881217350409623e-05
Position 11408: 2.5957363170789058e-05
Position 1044: 2.115979166628557e-05
Position 1857: 2.0907610218565563e-05
Position 12935: 1.9899319498541756e-05
Position 1679: 1.8825886227084902e-05
Position 12426: 1.6709052825088615e-05
Position 164: 1.6511525938426787e-05
Position 1972: 1.5365768273575393e-05
Position 1875: 1.449674967761766e-05
Position 13035: 1.4128743848188419e-05
Position 1440: 1.3986079811205792e-05
Position 1182: 1.378854801951456e-05
Position 13209: 1.3092379655113589e-05
Position 1630: 1.1752117539512959e-05
Position 12493: 1.1594425738287903e-05
Position 712: 8.528285087432511e-06
Position 1199: 8.26916093670662e-06
Position 11406: 8.010688933327593e-06
Position 11442: 7.882892422618609e-06
Position 11317: 6.867421841246501e-06
Position 670: 6.707102723093267e-06
Position 106: 5.853196904388587e-06
Position 743: 3.891442544374767e-06
Position 913: 3.868034733954382e-06
Position 1399: 3.233163759476312e-06
Position 399: 3.0969749543766092e-06
Position 573: 2.369368482458502e-06
Position 448: 2.346586710826724e-06
Position 413: 1.367328805305392e-06
Position 52: 1.3022170352050706e-06
Position 11648: 1.3889495163714687e-07
Position 4503: 1.247573368538841e-07
Position 11259: 1.2323463059597917e-07
Position 11399: 1.0192450159106771e-07
Position 11483: 6.956666948915922e-08
Position 12232: 6.104085866752063e-08
Position 11657: 4.9242141098996467e-08
Position 11429: 4.4023340877779104e-08
Position 222: 2.9566782321560692e-08
Position 3701: 2.1012924768780996e-08
Position 11820: 1.811964851867657e-08
Position 11610: 1.5506805527037007e-08
Position 11780: 1.2342592204809674e-08
Position 1142: 1.2002171337358354e-08
Position 11309: 1.0928973127790085e-08
Position 12868: 7.689301207302683e-09
Position 133: 7.231621144276374e-09
Position 167: 6.771013960938051e-09
Position 11: 1.9699105063613953e-09
Position 1665: 9.555252973646396e-10
Position 16: 8.183957255282909e-10
Position 1655: 5.73367425733291e-10
Position 1550: 5.461099075991564e-10
Position 406: 4.612068168168123e-10
Position 2587: 3.4245032771858625e-10
