Gene = eya
index = 1698
Annotated 5SS: [11148 14071 18402 18709]
Annotated 3SS: [14023 16646 18463 18784]
SMsplice 5SS: [  528 18402 18709]
SMsplice 3SS: [16646 18463 18784]
top_k =  500
Partition function (log Z): -1.6422052400869889

Sorted 5' Splice Sites (High to Low Probability):
Position 18402: 0.9968251618327763
Position 18709: 0.9890160785978167
Position 528: 0.9815063254402194
Position 14071: 0.30722526841479925
Position 3782: 0.261007037949383
Position 3620: 0.17592660921097564
Position 18978: 0.13981295360730053
Position 16949: 0.09196699309183207
Position 1603: 0.05460458004082951
Position 1105: 0.04715893415955543
Position 875: 0.029116693973023723
Position 5013: 0.021940183291956118
Position 14397: 0.019871115150060546
Position 1195: 0.016895890086045327
Position 5158: 0.015150936655774994
Position 4786: 0.010361718545296602
Position 2445: 0.008378192935635777
Position 2658: 0.008065342479069908
Position 14289: 0.007976504052876003
Position 3688: 0.006764051102334938
Position 3204: 0.006367628267525359
Position 289: 0.006022818388671866
Position 2075: 0.005644805219634988
Position 2460: 0.0049272500296248115
Position 18729: 0.0047908765860185006
Position 1607: 0.004232764506501611
Position 287: 0.002844938061682916
Position 80: 0.0021165660141335995
Position 6568: 0.00201732462776758
Position 3627: 0.001914714320519162
Position 201: 0.0019044285784912882
Position 2772: 0.0018958284611881955
Position 667: 0.0015252575655589878
Position 7040: 0.0015219162689869578
Position 18609: 0.0013582994025595875
Position 5699: 0.001239074277178761
Position 19041: 0.0011631990709470904
Position 19215: 0.001159446374754196
Position 6879: 0.0010762743539467037
Position 18713: 0.0010500008176043845
Position 6939: 0.0010095833283430265
Position 17906: 0.0008451374399762874
Position 2475: 0.0008264057368160537
Position 19213: 0.000729278597220222
Position 18694: 0.0007081318417501126
Position 307: 0.0006960829220557456
Position 1090: 0.0006175078405490939
Position 296: 0.0005738721914389361
Position 19228: 0.0005600625193340822
Position 19053: 0.00043982196593240607
Position 1457: 0.00034025324557300605
Position 19084: 0.0003337371401569394
Position 219: 0.00025894353551032134
Position 19204: 0.00025233665130027346
Position 19387: 0.00020707391089672722
Position 1414: 0.00020668495804472672
Position 19045: 0.00020485384991793381
Position 3270: 0.00018648366991614397
Position 291: 0.00018536796429971107
Position 19409: 0.0001725268653994801
Position 577: 0.00015784959376951627
Position 845: 0.00015572160478457926
Position 293: 0.00014624107371627562
Position 832: 0.00013118248711288367
Position 1157: 0.00010654455031786904
Position 479: 0.00010427054454328263
Position 311: 8.41973948072219e-05
Position 18645: 7.894019990375909e-05
Position 19002: 7.892773628931084e-05
Position 19257: 6.78089554089119e-05
Position 19049: 4.403829354713341e-05
Position 1080: 4.310347469563049e-05
Position 19047: 4.0697301128080296e-05
Position 776: 3.950455597706755e-05
Position 19059: 3.938617170880687e-05
Position 868: 3.8955125307435315e-05
Position 863: 3.429696591938658e-05
Position 748: 2.2164366887691533e-05
Position 571: 1.1956471247926e-05
Position 194: 1.148314096314962e-05
Position 332: 1.1333084701364966e-05
Position 23: 1.1078591234307888e-05
Position 486: 6.191098039335286e-06
Position 309: 6.032417428267158e-06
Position 1154: 4.040033279481971e-06
Position 714: 3.274776923303481e-06
Position 1255: 3.0450120754428736e-06
Position 205: 2.9417654258679697e-06
Position 599: 2.3560388000141185e-06
Position 337: 2.2953146903362738e-06
Position 610: 2.243469330283274e-06
Position 476: 1.9527599990225544e-06
Position 491: 1.7128823648528236e-06
Position 5: 1.2720839282465897e-06
Position 207: 1.0689972859583816e-06
Position 18844: 6.607490685144787e-07
Position 32: 5.843757105360356e-07
Position 532: 2.263903125182696e-07
Position 946: 1.953336447829805e-07
Position 565: 1.1139128466904654e-07
Position 18995: 3.596895043211063e-08
Position 581: 3.377423298888491e-08
Position 586: 2.7477174463456603e-08
Position 19207: 2.1260396809139754e-08
Position 379: 1.0232054991979253e-08
Position 431: 1.6796011441785428e-09
Position 19150: 1.121630069760168e-09
Position 417: 6.293786463526246e-10
Position 402: 1.8994328042601626e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16646: 0.999997932380443
