Gene = Acp36DE
index = 10
Annotated 5SS: [214]
Annotated 3SS: [272]
SMsplice 5SS: [ 65 214]
SMsplice 3SS: [128 272]
top_k =  500
Partition function (log Z): -5.406922736218927

Sorted 5' Splice Sites (High to Low Probability):
Position 214: 0.9706958469858372
Position 65: 0.6347179709056902
Position 988: 0.6341359516311839
Position 523: 0.11833798798895886
Position 385: 0.0402019282586539
Position 1350: 0.03402292696383492
Position 492: 0.01346492179108519
Position 306: 0.005761025771968851
Position 282: 0.0030343079089388382
Position 585: 0.0028167106446929935
Position 291: 0.0013568936051591685
Position 407: 0.0008524842862634779
Position 527: 0.0008407438093568037
Position 559: 0.0006901818934272478
Position 196: 0.0005773314155847123
Position 380: 0.0005702299166386534
Position 389: 0.0003884310602871456
Position 620: 0.0003421145043020595
Position 336: 0.00019126893122708551
Position 875: 0.00018740038654610394
Position 58: 0.00016335894373418352
Position 459: 0.00011203919374850607
Position 69: 0.00011137186095467604
Position 1040: 0.00010775712931692112
Position 2797: 0.00010410258647440203
Position 112: 8.232046281801897e-05
Position 257: 7.026641933947912e-05
Position 157: 5.262718063450021e-05
Position 641: 3.348105192628747e-05
Position 863: 3.214490273473063e-05
Position 181: 2.4602199709763567e-05
Position 78: 1.5809273250075826e-05
Position 255: 1.2812663215706202e-05
Position 27: 5.4236959386383195e-06
Position 272: 3.4416246021864526e-06
Position 18: 1.369915695606888e-06
Position 977: 5.120680425679496e-07
Position 6: 9.726167275079431e-08
Position 123: 5.836435722709845e-08
Position 140: 2.4127273978068623e-08
Position 242: 1.805842600021671e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.939646628781871
Position 128: 0.593186881577285
Position 1064: 0.20746741360809792
Position 1226: 0.12135147989482957
Position 611: 0.11909061161693231
Position 2207: 0.048802362509339
Position 707: 0.04681413730031881
Position 1232: 0.030092127964646255
Position 2561: 0.02803403346077515
Position 1519: 0.026962873118548048
Position 2643: 0.024548011766760382
Position 2306: 0.02346375487750734
Position 1664: 0.023221407117515882
Position 753: 0.022061422976759153
Position 2826: 0.020237925727318567
Position 1463: 0.016512155138899427
Position 140: 0.016099854548034774
Position 1151: 0.013984706187515896
Position 1844: 0.013080843388894654
Position 1402: 0.011487605426718724
Position 168: 0.010146917193538286
Position 1473: 0.008215023320615215
Position 362: 0.00671314017776258
Position 336: 0.006624643176884421
Position 1476: 0.006506388722936972
Position 588: 0.006269256200911489
Position 2246: 0.005786872517264376
Position 1331: 0.0051511486964876925
Position 1070: 0.005055503785544765
Position 1031: 0.004080879488130691
Position 2533: 0.004033392765944414
Position 1983: 0.003937738777185391
Position 585: 0.0038875119594486873
Position 653: 0.0036762504822907523
Position 1282: 0.003567750587922656
Position 2212: 0.00303158707298197
Position 1532: 0.0028947178375002616
Position 2941: 0.0028425378852711737
Position 911: 0.0024221576893225755
Position 2414: 0.002341814719396488
Position 2333: 0.0021132774156901093
Position 923: 0.001809343639421558
Position 1592: 0.0013963863552918208
Position 633: 0.0013494017017984291
Position 1437: 0.0012820565518467425
Position 1023: 0.0010603581754790763
Position 2326: 0.000919517593082641
Position 863: 0.0008083024888349044
Position 2542: 0.0006258067239582578
Position 1044: 0.0005796596183043549
Position 112: 0.0005756672332959927
Position 1484: 0.0005667688865624656
Position 1988: 0.0005031526571884866
Position 1670: 0.0004772853279064659
Position 1298: 0.0004443213316915879
Position 2951: 0.00044385007998517243
Position 282: 0.0004350108312000293
Position 2720: 0.0004179409032653274
Position 1682: 0.0004046320037544991
Position 2796: 0.00038759313196274616
Position 456: 0.00038096904738779897
Position 641: 0.00037264334434552906
Position 317: 0.0003245457897429713
Position 713: 0.0003098707372511171
Position 1337: 0.00027533866613043697
Position 306: 0.0002525339005655628
Position 411: 0.0002424885148130934
Position 1808: 0.00020379261659171684
Position 1586: 0.00019048742433990255
Position 366: 0.00017825951289060336
Position 186: 0.0001706247947878439
Position 207: 0.0001571184658422194
Position 1595: 0.00014733993169536462
Position 1544: 0.00013656138267744902
Position 385: 0.00010334054473472366
Position 1301: 8.990971828118141e-05
Position 1250: 8.884520472650357e-05
Position 1415: 8.617284780263609e-05
Position 531: 8.478512440280066e-05
Position 1244: 8.083510164614279e-05
Position 771: 7.915436812721848e-05
Position 157: 4.46538300095901e-05
Position 468: 4.449936515287278e-05
Position 960: 4.122555372625326e-05
Position 181: 3.277625080334444e-05
Position 761: 2.3762639464639115e-05
Position 977: 2.3247385416861088e-05
Position 474: 1.3619871953747237e-05
Position 659: 4.230518997744241e-06
Position 485: 2.338155198992449e-06
Position 95: 1.0770190849892904e-06
Position 389: 7.979105798555857e-07
Position 84: 1.839967301803733e-07
Position 65: 1.4475847133386216e-07
Position 196: 1.2668089337915937e-07
Position 221: 8.835428950135614e-08
Position 255: 4.785190069781084e-08
Position 559: 3.7629784094077704e-08
Position 213: 1.945592815698382e-08
Position 242: 6.795423778577039e-10
Position 69: 3.631759843512568e-13
