Gene = bbg
index = 1624
Annotated 5SS: [   238   2716  25373  28663 121510 121707 122197 122702]
Annotated 3SS: [  2553  23005  26356 119080 121577 121781 122560 122765]
SMsplice 5SS: [   795   2716  16179  16388 121510 121707 122197 122702]
SMsplice 3SS: [  1596  15609  16249 119080 121577 121781 122560 122765]
top_k =  500
Partition function (log Z): -137.22914179607986

Sorted 5' Splice Sites (High to Low Probability):
Position 16179: 0.8609459047158908
Position 2716: 0.8023537583218812
Position 795: 0.6740042254364453
Position 16388: 0.209186520723612
Position 16449: 0.19987148901567045
Position 1734: 0.15122388262435107
Position 16763: 0.13357773119802438
Position 10909: 0.1321719784129161
Position 16407: 0.13148915383494483
Position 2503: 0.12566853605451442
Position 238: 0.07932493307868932
Position 545: 0.061658977762371295
Position 2431: 0.04908517583083493
Position 1019: 0.040241391023268715
Position 154: 0.029026926675377946
Position 1824: 0.020793810452165624
Position 1920: 0.0206208766184947
Position 1727: 0.018575730128326785
Position 844: 0.016170152943897474
Position 437: 0.008525005457187656
Position 12: 0.007513351169476412
Position 502: 0.00747949458638257
Position 539: 0.007297865329563116
Position 1419: 0.00698109189699223
Position 1390: 0.004870348423406505
Position 1493: 0.004583107854860609
Position 747: 0.004019538958018489
Position 529: 0.003608744168963934
Position 479: 0.0033701878352206164
Position 883: 0.002846139758578468
Position 964: 0.002619880023008515
Position 190: 0.0025553567583677895
Position 269: 0.002488779551265286
Position 2191: 0.002229671387629693
Position 222: 0.0021263385862893905
Position 147: 0.002084401727516755
Position 662: 0.002001412032979337
Position 1172: 0.0017359804491501114
Position 340: 0.001614162894703412
Position 1926: 0.0010904058623051236
Position 40: 0.0009680263458466579
Position 1999: 0.0008295628528209425
Position 650: 0.000779377942385036
Position 160: 0.0006013594657513133
Position 1377: 0.000552554693136276
Position 15882: 0.0005414427666512209
Position 859: 0.00042112831306927346
Position 18038: 0.00033363296962401817
Position 722: 0.00032273527764230085
Position 1317: 0.00032123221692253757
Position 799: 0.0003144352135043202
Position 332: 0.0002509091123769541
Position 893: 0.00024441764697099536
