Gene = GMF
index = 1176
Annotated 5SS: [184 437 694]
Annotated 3SS: [342 502 748]
SMsplice 5SS: [184 437 694]
SMsplice 3SS: [342 502 748]
top_k =  500
Partition function (log Z): 3.8531004379116656

Sorted 5' Splice Sites (High to Low Probability):
Position 694: 0.9969929414233988
Position 437: 0.9708978282682127
Position 184: 0.6096450888440947
Position 874: 0.09733296288542688
Position 131: 0.016076790794890633
Position 456: 0.009323593199761946
Position 93: 0.008836123358184098
Position 882: 0.006784235075898099
Position 282: 0.006677322343448761
Position 178: 0.003300130406905292
Position 285: 0.002525310453815683
Position 67: 0.0018078285861002977
Position 1168: 0.0013932355262111964
Position 202: 0.00110995431349813
Position 700: 0.0011076002381914187
Position 193: 0.0010642089094246249
Position 618: 0.0009716726752111322
Position 660: 0.0005984925273713779
Position 1125: 0.0005570811702669591
Position 191: 0.0005191987635106213
Position 244: 0.0004697555337161893
Position 302: 0.00043232380583427976
Position 1114: 0.0003096299589209745
Position 1210: 0.00028088817304974253
Position 242: 0.00025460641464513853
Position 914: 0.0002533522699196035
Position 917: 0.0002493529981865142
Position 940: 0.00015999093557598966
Position 651: 0.00013114277372294875
Position 1219: 0.00010248883046851028
Position 800: 9.222131652754187e-05
Position 628: 7.852755632239092e-05
Position 1145: 6.972843579184665e-05
Position 16: 5.740592162417347e-05
Position 23: 5.4958042003901914e-05
Position 134: 5.279267755390143e-05
Position 766: 4.550109087916199e-05
Position 853: 4.00110611968347e-05
Position 258: 3.5655663318344e-05
Position 396: 3.110451774689567e-05
Position 264: 2.947801525611324e-05
Position 250: 1.571306566669692e-05
Position 815: 1.4126195609201618e-05
Position 465: 8.436449404730155e-06
Position 562: 8.183405744374349e-06
Position 1189: 6.877766820315894e-06
Position 252: 6.695686963900584e-06
Position 450: 6.590503085477886e-06
Position 376: 2.867596278949174e-06
Position 344: 2.3909382566822322e-06
Position 607: 1.9656371409960687e-06
Position 1138: 1.8527486751706104e-06
Position 1154: 1.3849527233056453e-06
Position 11: 8.869056509750593e-07
Position 1078: 8.294248021861755e-07
Position 469: 2.0305522957223706e-07
Position 529: 6.748224587148569e-08
Position 543: 1.999669719039789e-08
Position 532: 1.57965844332211e-08
Position 467: 1.3317182150572992e-08
Position 508: 2.8125114530448003e-10
Position 472: 4.13026664335236e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 502: 0.9970583178329465
Position 748: 0.9266352215782471
Position 342: 0.5833050574317101
Position 1058: 0.09290229192781571
Position 760: 0.07256485956481853
Position 240: 0.03211376343409844
Position 354: 0.013282931271472415
Position 940: 0.008080974015521799
Position 1264: 0.0050140308683570365
Position 292: 0.0038092847626619744
Position 151: 0.0011912703928887243
Position 289: 0.00093668993474525
Position 1078: 0.0006036925659641904
Position 172: 0.0004629388170076184
Position 1224: 0.000462289952521098
Position 683: 0.000426826587478583
Position 991: 0.0004263049425819753
Position 508: 0.00036746043333669965
Position 522: 0.0001749270550222107
Position 1183: 0.00015486630192018192
Position 368: 0.00014774508385000137
Position 1280: 0.00011813992791565112
Position 1073: 6.995997525223063e-05
Position 134: 5.976092736065849e-05
Position 87: 5.400724843270057e-05
Position 344: 3.983012905497979e-05
Position 1186: 3.602594580879858e-05
Position 1036: 3.4572246023270875e-05
Position 407: 3.252042518709811e-05
Position 200: 3.138518960953183e-05
Position 1114: 2.7534861361039025e-05
Position 1168: 2.7447629134660197e-05
Position 519: 2.5646802205507674e-05
Position 472: 1.9846794347632582e-05
Position 376: 1.9266585318607203e-05
Position 1233: 1.566533791212038e-05
Position 139: 1.4609683337731028e-05
Position 793: 1.4233479822634212e-05
Position 781: 1.3259580141642155e-05
Position 924: 1.1569889633177536e-05
Position 1154: 8.568568895829879e-06
Position 187: 5.983511247888579e-06
Position 462: 5.5403341156245355e-06
Position 242: 5.4910448082097266e-06
Position 178: 5.040370657015152e-06
Position 384: 2.8621315644342084e-06
Position 393: 2.4940025321343975e-06
Position 642: 1.9158015231392163e-06
Position 396: 1.8192358893526985e-06
Position 67: 1.3397179419786672e-06
Position 1145: 1.2112670881082764e-06
Position 689: 1.0280781779786586e-06
Position 191: 4.401363920241324e-07
Position 93: 2.902506204028593e-07
Position 411: 1.779885335969351e-07
Position 441: 1.361904440765007e-07
Position 589: 1.0204068974766594e-07
Position 413: 9.684452512778863e-08
Position 836: 2.1205296786163292e-08
Position 55: 1.5920346253022298e-08
Position 576: 1.4237704011352883e-08
Position 803: 1.2408459278227917e-08
Position 597: 8.219442896819977e-09
Position 800: 8.367768366559326e-11
