Gene = toc
index = 1913
Annotated 5SS: [  448 19685 20772 36062 46865 50570 63793 64136 73218 73964]
Annotated 3SS: [16995 19828 35924 46720 50410 63517 63898 73021 73281 74054]
SMsplice 5SS: [  448 17993 19685 20772 36062 46865 47612 50570 63793 64136 73218 73964]
SMsplice 3SS: [16995 19089 19828 35924 46720 47083 50410 63517 63898 73021 73281 74054]
top_k =  500
Partition function (log Z): 12.242414210294397

Sorted 5' Splice Sites (High to Low Probability):
Position 64136: 1.0000000000000009
Position 20772: 0.9999999999999991
Position 36062: 0.9999999999999987
Position 46865: 0.9975795413338564
Position 73218: 0.9974651274388792
Position 73964: 0.9954658377972112
Position 63793: 0.9902881811625142
Position 448: 0.9460379219565143
Position 50570: 0.9155799969011507
Position 19685: 0.8648642138390555
Position 1525: 0.8024036317069609
Position 17993: 0.7944476211314582
Position 47612: 0.4888643311168476
Position 1837: 0.43988684408988116
Position 50327: 0.4181078179348341
Position 47222: 0.25752403828251547
Position 831: 0.23378614377520654
Position 17677: 0.1863334919666891
Position 1751: 0.1781136038305453
Position 5843: 0.09313190011179746
Position 75028: 0.07348164090916452
Position 49329: 0.06117019702350568
Position 47344: 0.04629612315259501
Position 47283: 0.04029509850909932
Position 5422: 0.035487015735978476
Position 71625: 0.031238771590826234
Position 46138: 0.02126653823148121
Position 74127: 0.020590159267094035
Position 58783: 0.019762666186125596
Position 3942: 0.015171805914741182
Position 59829: 0.011834527069437389
Position 19351: 0.011291116487928273
Position 48607: 0.009270975876036465
Position 19280: 0.009218507351437548
Position 56474: 0.008114326796474555
Position 17296: 0.008051026672334274
Position 17881: 0.0076190765903391385
Position 2528: 0.00721270321980401
Position 48915: 0.006587864103196862
Position 47653: 0.006435469081820365
Position 3: 0.0059703541593299015
Position 860: 0.0058164028041496505
Position 2433: 0.005533451552757543
Position 6242: 0.0054416275520847565
Position 930: 0.005314399058792083
Position 935: 0.005224813671623876
Position 75376: 0.004700081167660138
Position 47490: 0.0046881595625937935
Position 989: 0.0042453225594540215
Position 63810: 0.00415784562482612
Position 47361: 0.0036019026139080534
Position 63760: 0.003597841074652981
Position 13213: 0.0035821876976057333
Position 570: 0.003019166861772532
Position 75677: 0.0027588670063349668
Position 73222: 0.002285969258562912
Position 851: 0.002284469044242542
Position 47744: 0.002276998906866544
Position 54952: 0.0020890761397842138
Position 52832: 0.002048539838020331
Position 249: 0.0019468408722560914
Position 2874: 0.001840181456782494
Position 74384: 0.0017938105245773508
Position 6238: 0.001781696610957211
Position 63620: 0.0016497773938483275
Position 46914: 0.0015913240750127038
Position 194: 0.0014930016135435472
Position 75280: 0.0012510765292097804
Position 202: 0.0012395532971556811
Position 173: 0.0012353542878477159
Position 75605: 0.0009633416560233274
Position 970: 0.0009220295579073803
Position 50007: 0.0008035477291345597
Position 63938: 0.000704732794726757
Position 802: 0.0005451857498249606
Position 76009: 0.0005355032855057855
Position 688: 0.00048151299305193996
Position 951: 0.0004343326447880139
Position 25: 0.0004150708222880069
Position 46869: 0.000404727905340232
Position 73968: 0.0003721738790461222
Position 73401: 0.00036302586705259064
Position 56071: 0.0003441787562814797
Position 47279: 0.00034220743584310827
Position 799: 0.0003385985734896812
Position 863: 0.0003304548706585488
Position 47317: 0.00031624616107509294
Position 599: 0.00030833053953689584
Position 247: 0.00030743005573189444
Position 673: 0.0002568846889199994
Position 778: 0.0002560403204674701
Position 1438: 0.00021394812456344354
Position 307: 0.00021127286700780754
Position 1361: 0.00020326806473463407
Position 282: 0.00018018714623359785
Position 198: 0.00017457982308470563
Position 5433: 0.00016059538555540821
Position 531: 0.00015790276284391677
Position 1704: 0.00015520222250934855
Position 868: 0.0001494100100600148
Position 745: 0.00014068457185904923
Position 74344: 0.00012799595666338357
Position 566: 0.00012224067187955082
Position 2014: 0.00010527863192467996
Position 75234: 9.84929775044664e-05
Position 595: 9.374308283333295e-05
Position 75332: 8.938894220315055e-05
Position 1456: 7.47197542713612e-05
Position 794: 7.265511469911577e-05
Position 63647: 7.119670445844956e-05
Position 1774: 7.082270682876875e-05
Position 759: 6.041654622121212e-05
Position 188: 5.9177446718232974e-05
Position 220: 5.846291136759107e-05
Position 1469: 5.650370060046335e-05
Position 1880: 5.511452613663288e-05
Position 63971: 4.7766319517542134e-05
Position 3545: 4.601918552045656e-05
Position 787: 3.786446305404563e-05
Position 256: 3.484022503458247e-05
Position 1023: 2.7221592481855707e-05
Position 74148: 2.6202567669949304e-05
Position 1699: 2.5451226659756462e-05
Position 74576: 1.23898145578287e-05
Position 357: 1.187208950713789e-05
Position 51390: 1.0732036419953418e-05
Position 2000: 9.402368374295315e-06
Position 2297: 9.222260423491585e-06
Position 1296: 6.769314943767856e-06
Position 192: 5.432195972904724e-06
Position 562: 5.426275211894925e-06
Position 1937: 5.2997785305082396e-06
Position 2058: 4.886606866897438e-06
Position 1767: 4.149283450351804e-06
Position 1781: 3.7060601285645764e-06
Position 200: 3.227520790990592e-06
Position 74181: 3.018758993094361e-06
Position 73485: 2.8115896088290656e-06
Position 75401: 2.691072532837361e-06
Position 2571: 2.4100077603129926e-06
Position 212: 2.2135983202292614e-06
Position 74261: 2.205633152964405e-06
Position 206: 2.164297301400783e-06
Position 73978: 1.934134549747506e-06
Position 12: 1.725316348661925e-06
Position 73888: 1.6821677575261432e-06
Position 350: 1.4740066754674963e-06
Position 686: 7.930534333969562e-07
Position 544: 6.70746614772599e-07
Position 372: 6.111628054321128e-07
Position 508: 5.3451542560585e-07
Position 574: 5.017912438738776e-07
Position 29: 3.8159837260203767e-07
Position 10: 3.0917659622902903e-07
Position 564: 2.755751287614151e-07
Position 73751: 4.5120058505096945e-08
Position 587: 3.836396066421214e-08
Position 577: 3.823701327072828e-08
Position 332: 2.503092806000751e-08
Position 73593: 2.0024000963921156e-08
Position 619: 1.79947216370454e-08
Position 614: 1.7209105840409288e-08
Position 74190: 1.4657128498212216e-08
Position 74196: 1.111003475940898e-08
Position 383: 9.08828408743308e-09
Position 73798: 7.372666373446e-09
Position 399: 2.7577318569791135e-10
Position 390: 6.093518034387828e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16995: 0.9999999999999999
Position 35924: 0.9999999999999991
