Gene = Proc
index = 1388
Annotated 5SS: [ 262 1166]
Annotated 3SS: [ 958 5282]
SMsplice 5SS: [ 800 1166]
SMsplice 3SS: [ 958 5282]
top_k =  500
Partition function (log Z): -4.9308205524582505

Sorted 5' Splice Sites (High to Low Probability):
Position 1166: 0.9902746536726053
Position 800: 0.5309144284471753
Position 262: 0.3522974310710541
Position 6238: 0.12082540642912067
Position 321: 0.11488379800417337
Position 824: 0.09899776606338655
Position 283: 0.07523553749940141
Position 373: 0.047189886755757866
Position 1636: 0.03807063946242508
Position 564: 0.014619022075003908
Position 3404: 0.01208677010941063
Position 6521: 0.009083812589480936
Position 500: 0.008840513741088912
Position 494: 0.0054392763577662834
Position 5699: 0.00474154671567778
Position 2911: 0.004188644569389619
Position 804: 0.003954113371941776
Position 354: 0.003829720952525385
Position 1205: 0.0038178216756177513
Position 808: 0.0026623351371921496
Position 185: 0.0026555489383070226
Position 719: 0.002436141444260441
Position 543: 0.0018568766566324202
Position 2244: 0.0015635228689326994
Position 4395: 0.0014003390748374952
Position 1941: 0.0013376830132650621
Position 3543: 0.0013106391786588882
Position 551: 0.0013039351508055202
Position 503: 0.0012646823136940267
Position 1739: 0.0011258159753934666
Position 1197: 0.0011016170382362775
Position 1144: 0.0009479488900260096
Position 3412: 0.0009215810306291113
Position 579: 0.0009126363252133418
Position 2053: 0.0008377658070688793
Position 1651: 0.0008336606881145395
Position 6072: 0.0008041438738052852
Position 3768: 0.0007994401109964408
Position 1773: 0.0007723972442614843
Position 1120: 0.0007507568012025184
Position 182: 0.0007244911748338653
Position 230: 0.000711700563423476
Position 313: 0.0006829998435397576
Position 2996: 0.0006458651951356214
Position 1445: 0.0005329024566356419
Position 81: 0.0004958649470181421
Position 1801: 0.0004880785786819578
Position 1397: 0.00048114560044676825
Position 4715: 0.0004274759569236079
Position 6268: 0.000414931720352619
Position 3408: 0.0003881284806366524
Position 1692: 0.00038493981474180884
Position 5501: 0.0003784720467261011
Position 1950: 0.00031013276608030197
Position 1191: 0.0003043374972768432
Position 5882: 0.00026356756268922907
Position 2473: 0.00026301547849454695
Position 140: 0.00025175508881595285
Position 52: 0.00024322900199872868
Position 291: 0.0002408389422701232
Position 1042: 0.0002307679044888204
Position 6665: 0.0002254510448788638
Position 4279: 0.00020993262936307432
Position 352: 0.00019115508749679782
Position 2433: 0.00016362558119498933
Position 1225: 0.00015813225638371112
Position 386: 0.00014557240690962924
Position 757: 9.466348469928059e-05
Position 112: 7.616340523118534e-05
Position 325: 7.42106650919415e-05
Position 177: 6.261545669742167e-05
Position 121: 4.7423074593302824e-05
Position 319: 4.4750409487090425e-05
Position 31: 3.602874928395013e-05
Position 828: 3.572902365375827e-05
Position 2330: 2.135349032098629e-05
Position 400: 1.969214636124599e-05
Position 929: 1.895669393302237e-05
Position 297: 1.3825214693353043e-05
Position 266: 1.237855982805697e-05
Position 1324: 9.664594162049413e-06
Position 739: 6.5251038573835775e-06
Position 23: 5.620472816676655e-06
Position 1233: 5.184338794259899e-06
Position 1212: 4.541477266850065e-06
Position 5: 3.975980748175538e-06
Position 621: 2.5196038449432952e-06
Position 1441: 2.36216306378018e-06
Position 3617: 1.8519279333993155e-06
Position 1174: 1.8385510389799327e-06
Position 1149: 1.4314633561219488e-06
Position 3630: 9.688489487564053e-07
Position 1493: 4.336659926367494e-07
Position 1064: 2.8464396213451117e-07
Position 1472: 2.3280412692631788e-07
Position 1535: 1.3796470954128797e-07
Position 1052: 4.831384046347858e-08
Position 419: 1.6199845309697122e-09
Position 1104: 9.52607030187626e-10
Position 1094: 5.133200157300002e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 958: 0.9920176660832843
Position 5282: 0.9145777613855944
Position 621: 0.1717571705949133
Position 6288: 0.12362974336108078
Position 6574: 0.045375341743896916
Position 673: 0.038180296104077964
Position 319: 0.03449371609386469
Position 1319: 0.022862812395386175
Position 2767: 0.017937653656529256
Position 1459: 0.015009409194644411
Position 730: 0.014430774651731126
Position 6144: 0.007819689099144106
Position 3764: 0.007679520455942361
Position 602: 0.006654897085422927
Position 419: 0.0060695567089866925
Position 3639: 0.005477019774155096
Position 1626: 0.0036515033821637177
Position 6759: 0.0034147316604224765
Position 585: 0.0033261365637381767
Position 1593: 0.003007317044510257
Position 5956: 0.0028510019792287156
Position 2074: 0.002593096280084811
Position 5939: 0.002236730924159646
Position 4970: 0.00222222966277273
Position 1267: 0.0020259379405284878
Position 5234: 0.0016234952847413676
Position 2645: 0.0016129822809118081
Position 6312: 0.001389874824364241
Position 2277: 0.001345898645787034
Position 5907: 0.0013262286035008188
Position 739: 0.0013003672488073085
Position 5136: 0.0011794951091094758
Position 400: 0.0009607664474768871
Position 325: 0.0009384844076265645
Position 4663: 0.0009093334543761947
Position 5018: 0.0007098146974111722
Position 4283: 0.0006799272829189708
Position 5953: 0.0006673312920534553
Position 3178: 0.0006212104161415503
Position 3385: 0.0005857481212032138
Position 4531: 0.0005793173451999221
Position 4445: 0.000578021405603965
Position 3800: 0.0005640297882883848
Position 4332: 0.0005544546963912791
Position 386: 0.0005332061940814361
Position 649: 0.0005159289443994658
Position 4855: 0.0005114221821110102
Position 1384: 0.0004928001283157949
Position 1420: 0.00047860617010794256
Position 4749: 0.00044599732910411826
Position 695: 0.000432271360248167
Position 5756: 0.00041909199637082473
Position 2707: 0.00041297179450656296
Position 3353: 0.0004091439891632635
Position 5669: 0.00040436874254805603
Position 1323: 0.00040046101416240515
Position 4507: 0.0003743546801362402
Position 3934: 0.0003411691335917245
Position 3525: 0.0003304937891226795
Position 3767: 0.00028992253624448937
Position 460: 0.0002585419489270015
Position 4791: 0.000249816842778492
Position 1341: 0.00019565327445786624
Position 710: 0.000194542984238347
Position 6762: 0.00019215014248883435
Position 3894: 0.00018767735038923507
Position 2683: 0.0001860297971766092
Position 981: 0.0001743191213536671
Position 5450: 0.00015974143802047235
Position 121: 0.00015409870431708708
Position 757: 0.00014708985459758903
Position 689: 0.0001432579605309301
Position 579: 0.00010441749353121946
Position 1221: 0.00010405231174612494
Position 4480: 7.832901527162224e-05
Position 3779: 6.868075888429397e-05
Position 778: 5.795304230308693e-05
Position 3677: 5.777793810590726e-05
Position 189: 4.6255563426754915e-05
Position 1472: 4.2621794298274e-05
Position 4007: 4.096868467304539e-05
Position 2098: 4.054724754252217e-05
Position 3984: 3.733782245056767e-05
Position 3919: 3.494982554692147e-05
Position 2302: 3.199387695644999e-05
Position 2851: 2.1826193670001708e-05
Position 491: 2.0108407650523056e-05
Position 543: 1.9572951295397987e-05
Position 3742: 1.921250663775551e-05
Position 3786: 1.8595436293119045e-05
Position 2325: 1.4084418987141903e-05
Position 1927: 1.3476482170242458e-05
Position 2824: 1.3013466971722008e-05
Position 1665: 1.2068671898605276e-05
Position 2715: 1.1758813040479376e-05
Position 424: 1.0666910014557642e-05
Position 1212: 9.888283889699759e-06
Position 2649: 9.308735712320269e-06
Position 1984: 9.185180079217435e-06
Position 1885: 8.649385613139848e-06
Position 2693: 4.488517142220711e-06
Position 2426: 4.17663857604481e-06
Position 2255: 3.70053332819086e-06
Position 1940: 3.6400295581257024e-06
Position 1441: 3.3044678461284846e-06
Position 860: 3.2132784105036386e-06
Position 1915: 2.99498535901842e-06
Position 1949: 2.3926942737140202e-06
Position 1231: 1.6233107210457707e-06
Position 203: 8.508636883417502e-07
Position 1535: 6.00519402944721e-07
Position 92: 5.602492746573342e-07
Position 926: 4.001649329882056e-07
Position 1119: 3.9923468439145035e-07
Position 220: 3.683613794279324e-07
Position 272: 2.7416766119444124e-07
Position 347: 9.723377160221303e-08
Position 1041: 6.326890434173918e-08
Position 1329: 5.741023774126325e-08
Position 282: 2.825952668940253e-08
Position 288: 2.106670461323099e-08
Position 52: 5.529421276759167e-10
Position 297: 1.195540740712876e-11
Position 266: 1.4321869078628265e-12
