Gene = trbl
index = 1918
Annotated 5SS: [1184]
Annotated 3SS: [4133]
SMsplice 5SS: [1184]
SMsplice 3SS: [4133]
top_k =  500
Partition function (log Z): -6.270409030746078

Sorted 5' Splice Sites (High to Low Probability):
Position 1184: 0.9834934648362503
Position 2025: 0.4799807530158691
Position 4031: 0.2222474543059836
Position 4045: 0.14527938950286926
Position 4315: 0.05338899389965794
Position 2893: 0.017048975351842945
Position 260: 0.01674509506941382
Position 4941: 0.013207368687535534
Position 133: 0.008786454151571489
Position 58: 0.008049445621360627
Position 2990: 0.0077766853943451045
Position 4319: 0.007706936476043689
Position 3933: 0.007664231536306126
Position 2021: 0.007257846108310788
Position 2074: 0.0066638372689506375
Position 3213: 0.006570554120130359
Position 1544: 0.006274752355329294
Position 1548: 0.006134262551285244
Position 2903: 0.005755516785982154
Position 1201: 0.005575371471819197
Position 1564: 0.004655614262023207
Position 2559: 0.004274491020142868
Position 1572: 0.0038468684596593633
Position 2701: 0.0037240732999989385
Position 338: 0.003248815061533098
Position 3406: 0.003092060095761576
Position 2656: 0.0026807076658059014
Position 3410: 0.0024263574399431558
Position 4411: 0.0021739280392050683
Position 4944: 0.0021578725566395265
Position 2964: 0.0020677428034483803
Position 97: 0.001686654598460651
Position 2603: 0.0013867162500620365
Position 3104: 0.0012931986634683928
Position 3361: 0.0012599724355123784
Position 4407: 0.0012578764632303746
Position 3454: 0.0012336992013405428
Position 2192: 0.0011632333930470557
Position 227: 0.0010993694271225851
Position 325: 0.0010222345381682408
Position 3054: 0.0010149660386550652
Position 2642: 0.000962323629613054
Position 136: 0.0008587870231409353
Position 513: 0.000752440417869317
Position 1874: 0.000621553580724116
Position 2720: 0.0005835186828858572
Position 3300: 0.0005416260582130329
Position 2705: 0.0005351532636343854
Position 3938: 0.0004985087985706893
Position 161: 0.0004590105983469144
Position 2548: 0.000453408611787132
Position 840: 0.0004485669616262017
Position 1969: 0.00044347027164414767
Position 299: 0.0003872943662383231
Position 819: 0.00038318771571249025
Position 35: 0.00037965608078626854
Position 1988: 0.00037604987048025753
Position 2585: 0.0003740552825723145
Position 2036: 0.00031263306517732874
Position 803: 0.00030995373013372726
Position 317: 0.0002077561385334358
Position 1552: 0.00019058288233402167
Position 330: 0.00018813159276316398
Position 139: 0.00018426104964468394
Position 67: 0.00018185604604592024
Position 4311: 0.0001720716569393402
Position 1979: 0.0001599099346690934
Position 1113: 0.0001490925751319961
Position 248: 0.00014709620402231165
Position 2148: 0.00014704196054850317
Position 2023: 0.00013961486232147644
Position 335: 0.00012092198728867569
Position 1595: 0.00011885976952772573
Position 364: 0.00011790798871739784
Position 101: 0.00011463494475708646
Position 3365: 0.00011384336885753702
Position 493: 0.00011273317433642197
Position 2554: 9.925839856634786e-05
Position 1455: 9.555280113984131e-05
Position 737: 9.162716899211102e-05
Position 814: 8.233108242887432e-05
Position 673: 7.646560280870937e-05
Position 1019: 6.77819576484355e-05
Position 1718: 5.998220244557548e-05
Position 53: 5.7855062542256836e-05
Position 1754: 5.5811810545263264e-05
Position 750: 5.266366535663334e-05
Position 414: 5.2644363357620094e-05
Position 1188: 4.9195629734672177e-05
Position 1451: 4.1496167461625517e-05
Position 149: 3.3619935609767515e-05
Position 1656: 2.3887780426156174e-05
Position 30: 1.8201021465440452e-05
Position 1061: 1.598189550050518e-05
Position 196: 1.570471974446719e-05
Position 206: 1.5316333267396658e-05
Position 1003: 1.275193352674151e-05
Position 370: 1.2523006218353728e-05
Position 1720: 1.0614369146301758e-05
Position 2104: 7.095791969953795e-06
Position 4641: 6.655394967180045e-06
Position 2255: 5.5104608854686755e-06
Position 1677: 5.488046356776671e-06
