Gene = ver
index = 1924
Annotated 5SS: [84]
Annotated 3SS: [439]
SMsplice 5SS: [73]
SMsplice 3SS: [129]
top_k =  500
Partition function (log Z): -12.882547449100231

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.3212932356347536
Position 73: 0.24454303444238937
Position 70: 0.16895591042879796
Position 222: 0.12010844623666296
Position 116: 0.03526658613395819
Position 340: 0.027533197124009083
Position 276: 0.022175012833956807
Position 181: 0.009100964573042469
Position 29: 0.007275395606747942
Position 267: 0.007115950233719436
Position 230: 0.006567635225821945
Position 131: 0.006169985065783905
Position 149: 0.004809502464679459
Position 859: 0.0029745888722678103
Position 50: 0.002485001228664848
Position 297: 0.0024216159423084116
Position 139: 0.002312583119355801
Position 129: 0.0017793385978659127
Position 527: 0.0017469714602228613
Position 377: 0.0014276058094133243
Position 894: 0.0007932880321776512
Position 16: 0.0007295790056885638
Position 883: 0.0006885704765483447
Position 688: 0.0005341834164221622
Position 534: 0.0005246679076817457
Position 548: 0.00043499892979315124
Position 559: 0.0003848165809084529
Position 157: 0.00035830557271556346
Position 299: 0.0003416279925082431
Position 571: 0.00029965221251566736
Position 1103: 0.00026001802855400296
Position 646: 0.0002130759978231192
Position 199: 0.00021024811327055085
Position 470: 0.0001892605030137803
Position 252: 0.0001685228378134083
Position 355: 0.00016741336762975446
Position 551: 0.00016337163305623235
Position 812: 0.00011512813833561723
Position 505: 6.870207846750247e-05
Position 974: 5.673487451983043e-05
Position 807: 3.102244814886563e-05
Position 1098: 2.8877046003183855e-05
Position 1107: 1.5774562709262956e-05
Position 45: 7.864802374272298e-08
Position 628: 6.581450460919574e-09
Position 120: 5.934281583090595e-09
Position 202: 2.639986781758021e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 129: 0.39508263831749146
Position 439: 0.33320026533010744
Position 344: 0.07742186434864988
Position 468: 0.06387068356833356
Position 194: 0.025448779798180766
Position 525: 0.023542460950620212
Position 591: 0.022110851925957017
Position 164: 0.017737745375484597
Position 516: 0.011077489910993908
Position 640: 0.00721715387239931
Position 990: 0.004533852547773349
Position 191: 0.003486511424946477
Position 929: 0.00295112311684571
Position 181: 0.0024684800295890967
Position 609: 0.002435858116869756
Position 956: 0.0023547291925318345
Position 726: 0.0013271549359053054
Position 803: 0.0012288319863590867
Position 226: 0.0011928631787148545
Position 418: 0.000815337219931289
Position 355: 0.0005877899400125206
Position 484: 0.000513029732740114
Position 445: 0.0004880313255001452
Position 1149: 0.00035470346432361064
Position 452: 0.0003221448672142636
Position 1000: 0.00025915031966854444
Position 1160: 0.00024283885837318288
Position 882: 0.00022108641603421685
Position 1039: 0.00015871700009253222
Position 238: 4.543961641623428e-05
Position 202: 4.384620147093762e-05
Position 470: 4.201288434740664e-05
Position 764: 3.3246757696383974e-05
Position 477: 2.3782062894280123e-05
