Gene = MFS3
index = 1267
Annotated 5SS: [ 210 3272 3625]
Annotated 3SS: [2242 3337 3691]
SMsplice 5SS: [ 210 3272 3625]
SMsplice 3SS: [2242 3337 3691]
top_k =  500
Partition function (log Z): 3.0174569675759804

Sorted 5' Splice Sites (High to Low Probability):
Position 3272: 0.9975757241091443
Position 3625: 0.9866386057120037
Position 210: 0.40186811187198923
Position 686: 0.40118200953455563
Position 2036: 0.20327158103955717
Position 373: 0.19015937848787598
Position 305: 0.15999021745935937
Position 1742: 0.12309817593376368
Position 1796: 0.07386802239261263
Position 1946: 0.06977795050764433
Position 2607: 0.04028414174736024
Position 408: 0.02228390707663672
Position 1805: 0.021354955920284864
Position 3984: 0.016929961841942596
Position 1282: 0.014426837026555108
Position 1801: 0.01329097135876569
Position 3581: 0.009112581436938787
Position 2825: 0.007102063775080698
Position 1319: 0.006843628469582247
Position 369: 0.006750196090928147
Position 404: 0.005777332755713281
Position 3160: 0.005478603180727254
Position 521: 0.005342281452427552
Position 4094: 0.005137037022335742
Position 309: 0.004698659822607785
Position 540: 0.0031174363582652776
Position 412: 0.003014404721910658
Position 2043: 0.002925213509477085
Position 2200: 0.00255344992601838
Position 2098: 0.002434503125049006
Position 3120: 0.0018576670917083917
Position 2314: 0.0018072915017381718
Position 138: 0.0016926638489498116
Position 7: 0.0016331879480888166
Position 1701: 0.0016234712244946267
Position 70: 0.001599431286665593
Position 3304: 0.0015214244599930482
Position 596: 0.0013321075673499124
Position 65: 0.0012568089863907058
Position 360: 0.0011577186969997867
Position 1213: 0.0011281420995196863
Position 3970: 0.0010571960761357423
Position 344: 0.0009427244466235878
Position 416: 0.0007169298040454844
Position 820: 0.0007134972041863349
Position 363: 0.0006536719846675418
Position 418: 0.0005394323872971302
Position 664: 0.0004645097715882085
Position 761: 0.00043172844325241463
Position 4003: 0.0003979666136664992
Position 414: 0.00038687371941682953
Position 912: 0.00037117376955693866
Position 1750: 0.0002325512711824923
Position 4001: 0.0001854917904772207
Position 4066: 0.00016440321972324907
Position 288: 0.00015979405135576526
Position 3276: 0.00013958530126269956
Position 895: 0.00013170011843662916
Position 1271: 0.00012128390028433589
Position 953: 0.00011769429211354321
Position 214: 9.985340004541424e-05
Position 4104: 9.559937656548328e-05
Position 4083: 9.482538199028501e-05
Position 3601: 6.956863952240612e-05
Position 1076: 6.745873642085059e-05
Position 905: 6.325493992509303e-05
Position 3962: 5.9502781682953155e-05
Position 837: 5.5343351555360244e-05
Position 3450: 5.225045719492191e-05
Position 3586: 4.659250794799095e-05
Position 4043: 4.3837336524471166e-05
Position 3547: 3.9908722532544745e-05
Position 4098: 3.57681674388797e-05
Position 182: 3.393539061431942e-05
Position 367: 3.3782750225613874e-05
Position 75: 2.464994840527075e-05
Position 3338: 2.1197756272338743e-05
Position 438: 1.540546347745762e-05
Position 3847: 1.4395576226643185e-05
Position 377: 1.0797552029651495e-05
Position 285: 1.012649715571744e-05
Position 3459: 7.583221508170575e-06
Position 420: 7.224557674401001e-06
Position 2344: 4.7650400510016736e-06
Position 241: 4.483544913435662e-06
Position 3: 4.4272502641776245e-06
Position 1073: 3.2722781045448186e-06
Position 3758: 3.123075269681082e-06
Position 3448: 2.9879012583705557e-06
Position 773: 2.8020220574358746e-06
Position 3463: 2.6389514591326045e-06
Position 529: 2.367733668111734e-06
Position 3955: 2.1465260618800224e-06
Position 507: 1.933630211006357e-06
Position 33: 1.6320222018896433e-06
Position 59: 1.1374945010809636e-06
Position 602: 1.0862753695058828e-06
Position 54: 9.937019636768297e-07
Position 4069: 9.700281973444861e-07
Position 296: 8.120016694183533e-07
Position 809: 5.700410007670878e-07
Position 551: 5.425402110005566e-07
Position 105: 2.6940338730723925e-07
Position 80: 2.4293266457341277e-07
Position 875: 8.471854402566706e-08
Position 748: 4.6450127580381417e-08
Position 3400: 3.280385226413469e-08
Position 3725: 2.932376313313327e-08
Position 3311: 2.525396003575047e-08
Position 263: 1.0862129669334047e-08
Position 3489: 6.691566419457509e-09
Position 395: 3.0348694906228975e-09
Position 3412: 2.9066409061789222e-09
Position 3472: 2.4183301261034208e-09
Position 217: 1.0703152038423714e-09
Position 422: 6.331847949430112e-10
Position 2485: 5.625670150242122e-12
Position 3434: 1.1930728617634616e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3691: 0.9961428053161961
Position 3337: 0.9934314686576585
Position 2242: 0.9851682395712347
Position 1908: 0.1519384947249633
Position 967: 0.1409567616637559
Position 465: 0.12074770473091172
Position 437: 0.10300627303607136
Position 998: 0.053919008217247544
Position 1830: 0.04763294873819936
Position 576: 0.04591171485311277
Position 3159: 0.025226633926220623
Position 3230: 0.020539484918829534
Position 4055: 0.017549082427097316
Position 1640: 0.016796925085090765
Position 404: 0.01362842922535126
Position 1040: 0.010257020027676967
Position 1107: 0.010197194705003935
Position 3107: 0.008881867708321825
Position 1555: 0.007706113197122846
Position 1097: 0.006908563099633855
Position 1169: 0.006745538760972309
Position 1529: 0.006386691490808551
Position 1507: 0.006285314044412752
Position 4165: 0.006194133962652375
Position 3342: 0.0031438094801475892
Position 1809: 0.00289146453439083
Position 263: 0.002643885444088891
Position 2909: 0.002197620781034761
Position 1229: 0.0021727140736834214
Position 3366: 0.002124333611622512
Position 3156: 0.0015331357292519053
Position 3002: 0.0014894888349656805
Position 1587: 0.0013244071905515534
Position 1912: 0.0012065831105421052
Position 359: 0.001138213796761977
Position 1441: 0.001011510267897191
Position 539: 0.0007532393915722853
Position 2712: 0.00064874449488207
Position 112: 0.0005103307619084653
Position 1472: 0.0004784354730965308
Position 3400: 0.00045097416375989387
Position 1200: 0.0004316443048802357
Position 132: 0.0003944287359641156
Position 115: 0.0003869548454478286
Position 1080: 0.00038691646588158527
Position 2428: 0.0003023542207574979
Position 138: 0.0002512391100870752
Position 293: 0.00021320207657304175
Position 4069: 0.000202358105063284
Position 296: 0.00016088279717368047
Position 2568: 0.00015841433210067162
Position 4076: 0.0001141949121938888
Position 4024: 0.00010748092555133445
Position 4094: 9.305620062634717e-05
Position 1411: 8.537861794296608e-05
Position 837: 8.079671057348039e-05
Position 1741: 7.931282977400893e-05
Position 4181: 7.734212991905709e-05
Position 383: 7.050234930134731e-05
Position 4129: 6.967636793110868e-05
Position 3783: 6.752797984081292e-05
Position 557: 6.388535695317496e-05
Position 1485: 3.0808509435740006e-05
Position 194: 2.2847219330454328e-05
Position 122: 2.2784324856537362e-05
Position 161: 2.272132880721003e-05
Position 169: 2.2321069857780112e-05
Position 3444: 1.9044340133478517e-05
Position 248: 1.622282423085218e-05
Position 198: 1.5543252432377715e-05
Position 3955: 1.0770451849083454e-05
Position 4101: 3.987856473201855e-06
Position 1118: 3.1091511255908282e-06
Position 235: 1.9491622274225273e-06
Position 337: 1.6225380687827463e-06
Position 319: 1.6149239546282029e-06
Position 210: 8.183545273860958e-07
Position 758: 6.73995259496371e-07
Position 664: 3.2998411701441814e-07
Position 182: 1.500486496829237e-07
Position 142: 1.3996847757427953e-07
Position 305: 4.448583468557931e-08
Position 214: 1.582228385687178e-08
Position 344: 7.410598943360813e-09
Position 89: 3.5707452301582885e-14
