Gene = Cpr66D
index = 1101
Annotated 5SS: [406 643]
Annotated 3SS: [ 474 2615]
SMsplice 5SS: [406 643]
SMsplice 3SS: [ 474 2615]
top_k =  500
Partition function (log Z): 4.0394124204096515

Sorted 5' Splice Sites (High to Low Probability):
Position 406: 0.9986371722166127
Position 643: 0.9818172066412394
Position 2259: 0.30257065896399615
Position 1516: 0.05550055008464461
Position 2274: 0.0393774899028745
Position 2966: 0.02099896745078864
Position 2263: 0.012314870910075498
Position 1305: 0.007887795051197813
Position 3041: 0.006972526304909885
Position 2970: 0.006880270797337903
Position 2556: 0.006838469879313572
Position 660: 0.006240862138997267
Position 2280: 0.004055519348923696
Position 1480: 0.003822959970323007
Position 1990: 0.003150235701626449
Position 1294: 0.002313916057353968
Position 3034: 0.0022873131187818186
Position 2277: 0.0020397822216656793
Position 2422: 0.0019245813697581263
Position 2713: 0.0009924666271460057
Position 1163: 0.0009786898744433999
Position 410: 0.0009507734563665375
Position 654: 0.0009174380154834149
Position 30: 0.0008873821799771977
Position 36: 0.0008264862929964295
Position 1288: 0.0008232499473996911
Position 783: 0.0008039593615710284
Position 3037: 0.0007158979987822362
Position 1911: 0.0005927884566909765
Position 1111: 0.0005773074820298056
Position 2356: 0.0005353292862752084
Position 2150: 0.0004982030569845709
Position 697: 0.0004816985576540117
Position 1744: 0.0004387157382596421
Position 1301: 0.00034944691795839517
Position 391: 0.000333781128660467
Position 2354: 0.00029686989039604363
Position 2796: 0.000284710127518185
Position 2323: 0.0002839786393704852
Position 42: 0.00027006241262156105
Position 2698: 0.00022103560201596858
Position 1048: 0.0002052361646464963
Position 647: 0.00018158741636269373
Position 3019: 0.00017010640326108203
Position 2759: 0.00016950558753061552
Position 163: 0.00014530136465126965
Position 713: 0.00011981439216863057
Position 1400: 9.294087953801749e-05
Position 1544: 8.012192317635433e-05
Position 60: 5.5691632666679644e-05
Position 1778: 5.1119362853905623e-05
Position 1239: 5.027714792778642e-05
Position 2293: 4.293857333059059e-05
Position 2237: 4.004855189002913e-05
Position 2703: 3.752570850869405e-05
Position 2100: 3.4231545714555045e-05
Position 2951: 3.148516900319688e-05
Position 1147: 3.068718670095856e-05
Position 2823: 2.7822870504753048e-05
Position 82: 2.107481769543062e-05
Position 1058: 2.079981517012623e-05
Position 919: 2.0262372057089642e-05
Position 1507: 1.87409113656257e-05
Position 204: 1.6977535523060813e-05
Position 2891: 1.6295351989299665e-05
Position 2960: 1.435914698937153e-05
Position 300: 1.3469922976172803e-05
Position 99: 8.966110953022738e-06
Position 2724: 8.617755152521529e-06
Position 1358: 8.248506797298056e-06
Position 1380: 7.395122072591843e-06
Position 1158: 6.2580760905276775e-06
Position 3028: 5.350046238657704e-06
Position 425: 5.174935516440935e-06
Position 130: 4.867576786283431e-06
Position 16: 2.6370534107187798e-06
Position 24: 1.9672464833509886e-06
Position 92: 1.7484753268698187e-06
Position 84: 1.171772385242133e-06
Position 600: 1.0670474580146531e-06
Position 157: 8.20645652196789e-07
Position 340: 6.498132506905035e-07
Position 73: 3.4994110212164033e-07
Position 181: 2.1539145048686582e-07
Position 68: 1.9674925598001295e-07
Position 160: 1.6656701052585282e-07
Position 379: 1.2478255752042175e-07
Position 304: 6.879760775890201e-08
Position 769: 5.3618980123111156e-08
Position 76: 4.8777058674310415e-08
Position 732: 4.0312119459740875e-08
Position 1113: 3.825169709235478e-08
Position 1193: 3.669469662917904e-08
Position 901: 1.520336589325144e-08
Position 451: 1.492200045963638e-08
Position 167: 1.3583796357477137e-08
Position 886: 1.243300798683204e-08
Position 975: 3.1068795008501624e-09
Position 790: 2.7899607960730907e-09
Position 442: 1.7936015104550414e-09
Position 899: 1.1577806291513553e-09
Position 503: 2.577337670782174e-10
Position 672: 2.2305761492895354e-10
Position 549: 1.4130056211644836e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 474: 0.9943862555364393
Position 2615: 0.9845999752247769
Position 1577: 0.1935778816708227
Position 2043: 0.09105132020053555
Position 895: 0.04146788679030007
Position 1869: 0.0319819728296328
Position 3106: 0.02706841447277263
Position 1632: 0.015872388869089416
Position 960: 0.01515141316792523
Position 3125: 0.011259891067382885
Position 2070: 0.010800454728958898
Position 839: 0.005099398109196168
Position 1076: 0.005002382589003284
Position 1910: 0.004970707725628643
Position 744: 0.004722811371263621
Position 1256: 0.004223569351332282
Position 1502: 0.0037710423087579568
Position 1739: 0.003670244587648365
Position 1007: 0.0030986578763519948
Position 1180: 0.002850626572785996
Position 516: 0.002625854166125636
Position 1544: 0.002170923555179625
Position 1432: 0.002074424880463915
Position 483: 0.00197908272479038
Position 1782: 0.0019397977823186338
Position 110: 0.001796083027893913
Position 2633: 0.0016739959813788683
Position 1321: 0.0012221406805933992
Position 3141: 0.000957958923453857
Position 2675: 0.0008090622167476639
Position 752: 0.0006619687155101071
Position 2458: 0.000616411104690334
Position 812: 0.0005810330254832682
Position 2562: 0.0004425615164350395
Position 1347: 0.00043319569642486796
Position 769: 0.00042681103390910326
Position 1239: 0.00037428734898489345
Position 2855: 0.00034491048114342873
Position 2777: 0.0003395619531463959
Position 1442: 0.00032915852872353676
Position 727: 0.00025875327684642645
Position 1937: 0.00021385111164344542
Position 975: 0.00020096224722369242
Position 1087: 0.00019176096809190438
Position 2651: 0.00018024865575553121
Position 1380: 0.00017075605046294607
Position 489: 0.00015949286359069162
Position 2171: 0.00015259512460769043
Position 1876: 0.00013398527153259866
Position 2574: 0.00012887931149907644
Position 776: 0.00011442259729721344
Position 2186: 0.00011366606404304023
Position 279: 0.00011099964407224766
Position 1808: 0.00011067214867294441
Position 1841: 0.00010703909065359517
Position 539: 0.00010242287663866277
Position 492: 0.00010176555197102283
Position 1756: 9.297954015743108e-05
Position 1885: 9.197063257061488e-05
Position 1943: 9.156426943975937e-05
Position 710: 8.79446403439312e-05
Position 1989: 8.506411031065613e-05
Position 1693: 7.971747688607777e-05
Position 561: 7.831659234742096e-05
Position 321: 7.469853846141526e-05
Position 92: 6.368981524761636e-05
Position 2354: 6.04236742321406e-05
Position 82: 5.779024785828405e-05
Position 1439: 5.620132420224809e-05
Position 3019: 5.579219342147783e-05
Position 2556: 5.470577065741486e-05
Position 2759: 5.412627827340518e-05
Position 99: 5.3379780085638154e-05
Position 3037: 4.339012684913905e-05
Position 528: 4.250127546684891e-05
Position 2789: 3.2262530746153214e-05
Position 1449: 3.188480811292421e-05
Position 1216: 2.9571917571914783e-05
Position 696: 2.8675945276304655e-05
Position 3028: 2.3762162037205174e-05
Position 216: 2.2847344076439852e-05
Position 177: 2.0608524988239618e-05
Position 2568: 1.8179665640232786e-05
Position 200: 8.696352637397406e-06
Position 204: 6.42697402087416e-06
Position 439: 6.387682591258277e-06
Position 318: 5.634146470780884e-06
Position 213: 5.497817542165865e-06
Position 276: 4.853289628324028e-06
Position 222: 4.6624519659466186e-06
Position 351: 2.468615165691581e-06
Position 167: 2.267457715253493e-06
Position 228: 2.026794397084966e-06
Position 2828: 1.3738848586982982e-06
Position 919: 1.0454022558077075e-06
Position 589: 7.841196106539808e-07
Position 291: 7.812411682678779e-07
Position 713: 5.947076150078049e-07
Position 297: 4.0930442786834727e-07
Position 300: 2.33475173206685e-07
Position 372: 2.154826051466916e-07
Position 363: 1.886514570938209e-07
Position 366: 1.8168197950691092e-07
Position 549: 1.4403478268486736e-07
Position 234: 1.3221129621341184e-07
Position 231: 1.0490514515459358e-07
Position 60: 5.425017563403048e-08
Position 243: 4.1833206638365535e-08
Position 395: 3.507749276656592e-08
Position 819: 2.0073407798259144e-08
Position 326: 1.7713848117500288e-08
Position 240: 1.3217246746909189e-08
Position 288: 9.887855777600501e-09
Position 612: 9.884306201994554e-09
Position 615: 8.496253992487766e-09
Position 348: 7.638436830333367e-09
Position 594: 7.546213885093655e-09
Position 249: 6.239506971938646e-09
Position 546: 3.44417592338202e-09
Position 600: 1.495118160519951e-10
Position 405: 4.4152859645910024e-11
Position 654: 6.477358386431802e-13
Position 627: 2.3489017322233e-16
