Gene = IRSp53
index = 1223
Annotated 5SS: [  240 15509 22166 22377 22518 22778 22937 23515 23933 24678 24884]
Annotated 3SS: [14823 22089 22292 22455 22579 22870 23247 23709 23997 24731 25422]
SMsplice 5SS: [  240 15509 22166 22377 22518 22778 22937 23515 23933 24678 24884 27440]
SMsplice 3SS: [14823 22089 22292 22455 22579 22870 23179 23709 23997 24731 27366 27505]
top_k =  500
Partition function (log Z): 31.137467370044234

Sorted 5' Splice Sites (High to Low Probability):
Position 22778: 0.9999152738682262
Position 24884: 0.9991683045515892
Position 24678: 0.9974451573920846
Position 23933: 0.9942174687392834
Position 22166: 0.9791488736856045
Position 22377: 0.9721140757206529
Position 23515: 0.9346084810308605
Position 15509: 0.924623418620408
Position 22518: 0.9048453920679825
Position 240: 0.8913801473708367
Position 27440: 0.8463101917743319
Position 22937: 0.5378036094374491
Position 3199: 0.21757181772894418
Position 23344: 0.12316090326247726
Position 3502: 0.0975339801793117
Position 27176: 0.08953035029936617
Position 21905: 0.06995922229051092
Position 3162: 0.06878843387403848
Position 155: 0.0680058896767275
Position 3168: 0.060769933571522335
Position 23051: 0.04292577281609756
Position 2018: 0.028708358590294195
Position 15996: 0.014280607425549702
Position 23092: 0.012175258609047855
Position 3156: 0.007894222943505422
Position 23007: 0.0067394865526671
Position 1505: 0.006592419327905478
Position 401: 0.006524202221773225
Position 1459: 0.0061837049736653054
Position 24178: 0.0051136081655683615
Position 1119: 0.004084497200719838
Position 22522: 0.004065547608166551
Position 1508: 0.003850232386240431
Position 23911: 0.0034671894766056155
Position 1901: 0.003177228126743226
Position 22210: 0.003123318760807706
Position 1226: 0.0029594319903317786
Position 22215: 0.0027703855820962998
Position 17: 0.0023828657023516136
Position 69: 0.002313717978409701
Position 23060: 0.0021201264092584595
Position 27254: 0.001261187166321391
Position 23271: 0.001212653031924172
Position 1772: 0.0011915016573900061
Position 26942: 0.001186711224196156
Position 293: 0.001109178834129612
Position 22995: 0.0007894605869939435
Position 23320: 0.000737998207825157
Position 26819: 0.000716490542334701
Position 27609: 0.0006650107386750388
Position 26097: 0.0006583739457703507
Position 22532: 0.0006536650395141765
Position 23111: 0.0006405440160208867
Position 26740: 0.0005578494161161788
Position 1768: 0.0005220085069357588
Position 1655: 0.0005140358526159074
Position 24147: 0.000501075847416213
Position 304: 0.0004957735941920571
Position 979: 0.00045041198459693524
Position 24888: 0.00044907830221126757
Position 27866: 0.0004444404124381396
Position 779: 0.0003752862800012858
Position 25797: 0.0003737666572619269
Position 27846: 0.00035436427421519967
Position 22400: 0.0002567775577612973
Position 23136: 0.0002528359722904937
Position 790: 0.00022244794439241737
Position 27633: 0.00020655377344148482
Position 23843: 0.0001631413392584202
Position 643: 0.00016128470874459305
