Gene = Ssl1
index = 1527
Annotated 5SS: [ 60 342 737]
Annotated 3SS: [116 394 788]
SMsplice 5SS: [ 60 342 737]
SMsplice 3SS: [116 394 788]
top_k =  500
Partition function (log Z): 1.4977116188299826

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.9932438158486122
Position 737: 0.9860560566780381
Position 342: 0.910829059520253
Position 1096: 0.08998745549592838
Position 350: 0.023638310519089406
Position 1648: 0.01582896525181705
Position 352: 0.010430277454886993
Position 364: 0.003946959558507599
Position 173: 0.0030980621101786006
Position 182: 0.0011072220564022506
Position 38: 0.0005807272147859588
Position 164: 0.0003265124219372858
Position 195: 0.000287936876855974
Position 275: 0.00028600958495864374
Position 186: 0.00022963554097638853
Position 309: 0.0002212081117500464
Position 159: 0.0002103874872556574
Position 687: 0.00019959183911931602
Position 521: 0.00017780272176363393
Position 1695: 0.0001678603826138484
Position 982: 0.0001675182751759046
Position 862: 0.00011974158286900522
Position 1638: 0.00010140435418438971
Position 954: 0.00010126325595573508
Position 49: 7.169714004200565e-05
Position 584: 7.108652175982534e-05
Position 920: 6.23152252321062e-05
Position 1489: 4.1857226374075446e-05
Position 255: 2.9133597878686687e-05
Position 485: 1.728962617995962e-05
Position 1171: 1.7242701893092132e-05
Position 224: 1.4117220747104338e-05
Position 1613: 1.3182910691427074e-05
Position 1631: 1.1020384550752655e-05
Position 1688: 1.0874702434825444e-05
Position 1765: 8.72095547204716e-06
Position 1517: 5.8899015372871155e-06
Position 1780: 5.5072955910601524e-06
Position 714: 3.101946745796187e-06
Position 184: 1.936945767705976e-06
Position 591: 1.899611057279644e-06
Position 146: 1.8992324781575545e-06
Position 157: 1.806062332601357e-06
Position 555: 1.334936084384969e-06
Position 113: 9.633011356268621e-07
Position 1448: 4.414758209760933e-07
Position 1372: 3.591173454307381e-07
Position 258: 3.211173291870753e-07
Position 865: 3.082749467565744e-07
Position 356: 1.8894993900312544e-07
Position 525: 1.3341597256608624e-07
Position 892: 1.2061892930804406e-07
Position 6: 6.484668017063218e-08
Position 870: 5.42465918863623e-08
Position 1200: 4.408925542419993e-08
Position 620: 3.581445586961257e-08
Position 759: 3.3623479824256225e-08
Position 993: 2.955633854543082e-08
Position 528: 1.8837746991272022e-08
Position 608: 1.2039184548365484e-08
Position 102: 1.1399713674066853e-08
Position 799: 9.89694876823113e-09
Position 545: 5.477791819570561e-09
Position 1089: 6.272959800055045e-11
Position 783: 4.527390021738012e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 788: 0.9578280939045418
Position 394: 0.9520392379945986
Position 116: 0.9118609729052606
Position 1164: 0.08067082433639956
Position 144: 0.04222300784923317
Position 812: 0.021760401464675543
Position 258: 0.02068137692290697
Position 1712: 0.016419723221768247
Position 176: 0.010984411210412312
Position 1216: 0.007290527956822436
Position 222: 0.003622244635898211
Position 444: 0.003023062235584281
Position 861: 0.0029122959186662824
Position 204: 0.001682106469449492
Position 1609: 0.0015325170398154436
Position 1716: 0.000918217834220105
Position 838: 0.0008002965063020481
Position 266: 0.0007275751223568784
Position 1099: 0.0006188964436175011
Position 1277: 0.0005141443350111387
Position 1029: 0.0004572564119287173
Position 157: 0.0003601116191893801
Position 1095: 0.00035040332257197754
Position 1433: 0.00028728924792817206
Position 1530: 0.00028414470681478
Position 1765: 0.00027065193460740417
Position 1511: 0.00017800710175721097
Position 643: 0.00017073023973646087
Position 1465: 0.00014325230176981122
Position 1119: 0.0001398315958820526
Position 632: 0.00012460976492592783
Position 458: 0.00010323839991864426
Position 1626: 7.270411438020876e-05
Position 1833: 6.418782055929106e-05
Position 407: 6.396287836365863e-05
Position 455: 6.348973411417197e-05
Position 470: 5.814710841800263e-05
Position 398: 5.664261871409648e-05
Position 1002: 4.7808724076527334e-05
Position 1647: 4.476418972791749e-05
Position 651: 3.9778518908229066e-05
Position 476: 3.4090373092421894e-05
Position 1182: 2.972001757128742e-05
Position 596: 2.9614964654047815e-05
Position 1631: 2.0177814275628367e-05
Position 545: 1.9107512403916083e-05
Position 1125: 1.613173214746832e-05
Position 1176: 1.5710413459695575e-05
Position 1527: 1.3452029622727678e-05
Position 1281: 1.3349338321259251e-05
Position 1171: 1.30594887977142e-05
Position 660: 1.2269961807865498e-05
Position 494: 7.346141335566415e-06
Position 1663: 6.871166836892991e-06
Position 416: 3.0117693071802006e-06
Position 757: 2.785825807000354e-06
Position 275: 2.2501601460442445e-06
Position 472: 2.235973620556656e-06
Position 674: 1.2195998462463915e-06
Position 1843: 1.0691180781625924e-06
Position 686: 9.452790313209176e-07
Position 669: 6.501947583100566e-07
Position 605: 6.2497859864731e-07
Position 726: 4.780328440611482e-07
Position 485: 4.502994701547596e-07
Position 963: 3.4306354475226494e-07
Position 446: 2.2944750179626705e-07
Position 732: 1.8051956393362344e-07
Position 966: 1.6782864056460038e-07
Position 491: 1.3293168425218435e-07
Position 295: 6.536657371430394e-08
Position 297: 6.496995401221358e-08
Position 336: 4.067838391916857e-08
Position 306: 3.489969759704902e-08
Position 303: 1.3900835988560632e-08
Position 309: 8.422927055308158e-09
Position 59: 2.24887772740043e-09
Position 291: 1.3296374967655143e-09
Position 64: 1.3976013215805267e-13
