Gene = sowah
index = 1885
Annotated 5SS: [  231  1004  7644 24058 27140 28224 31255 31361 32153 32921 33993]
Annotated 3SS: [  341  7502 24045 27136 28220 31164 31354 32079 32395 33965 34053]
SMsplice 5SS: [  231  1004  7644 31255 32153 32486 33993]
SMsplice 3SS: [  341  7502 31164 32079 32395 33965 34053]
top_k =  500
Partition function (log Z): 6.2752477688188595

Sorted 5' Splice Sites (High to Low Probability):
Position 231: 0.9893047396775697
Position 33993: 0.9726207629576716
Position 7644: 0.9416330246469613
Position 32153: 0.9061563211448513
Position 1004: 0.8564684261415288
Position 32486: 0.8419764150182759
Position 31255: 0.7785941004632884
Position 20972: 0.25027881975345806
Position 31361: 0.2207850385993565
Position 33782: 0.1660832078207542
Position 21261: 0.16474968865498585
Position 4793: 0.06453853731573393
Position 2012: 0.062417970285742155
Position 7615: 0.058366975353041126
Position 32921: 0.042660500419405084
Position 1841: 0.03299668158562548
Position 1731: 0.030865018571372808
Position 34486: 0.02603289451436368
Position 32896: 0.023854679144309564
Position 170: 0.019043644201009218
Position 33551: 0.0169237168210276
Position 24058: 0.015789173863980512
Position 32114: 0.015007928579154879
Position 32978: 0.012156773777559811
Position 31892: 0.012067365221290548
Position 34261: 0.010584247837961126
Position 7214: 0.00970400658228968
Position 3778: 0.009456478454475668
Position 1975: 0.00926769958300988
Position 31995: 0.008196611336226265
Position 2271: 0.007882052417947899
Position 32692: 0.007206864507515145
Position 6971: 0.0068835033217004215
Position 32490: 0.006515067352230899
Position 1307: 0.006291849461406616
Position 2920: 0.005510587759136373
Position 31989: 0.005439306690867026
Position 32867: 0.005101382521611444
Position 1120: 0.005012578145513223
Position 33180: 0.004964970531731973
Position 31873: 0.004877139551184599
Position 1967: 0.004584540417933015
Position 32207: 0.004435409655186929
Position 31365: 0.0043085053446333
Position 33440: 0.003822030716526235
Position 3668: 0.003776409421558763
Position 637: 0.003627402852714942
Position 31713: 0.0034635542453267127
Position 1213: 0.0031951428389271237
Position 14874: 0.002702296224063158
Position 1727: 0.0025279548996201195
Position 10988: 0.002440533129419487
Position 6468: 0.002425584613016089
Position 1735: 0.002400564210286673
Position 34802: 0.0023170896021795263
Position 492: 0.0021855071116283348
Position 34679: 0.0020612742520121313
Position 2016: 0.0018859098905818644
Position 1943: 0.001743842624542595
Position 1754: 0.0016218900805657409
Position 461: 0.0016125507844308123
Position 32499: 0.0015489806546969786
