Gene = Mtp
index = 1290
Annotated 5SS: [ 191 1605 2591 3191 3426]
Annotated 3SS: [ 804 1659 2649 3257 3483]
SMsplice 5SS: [ 191 1605 2591 3191 3426]
SMsplice 3SS: [ 600 1659 2649 3257 3483]
top_k =  500
Partition function (log Z): 11.98762965770139

Sorted 5' Splice Sites (High to Low Probability):
Position 2591: 0.9990323876095617
Position 3426: 0.9962326142171839
Position 3191: 0.9930524905741228
Position 1605: 0.9813770109666701
Position 191: 0.9770146740420321
Position 1734: 0.06921639465752953
Position 2288: 0.047905376451550546
Position 2971: 0.04360129276220151
Position 433: 0.04129017913384447
Position 2251: 0.04112473035432503
Position 456: 0.04099687748415321
Position 2835: 0.029791187855793357
Position 451: 0.01857878778514123
Position 2113: 0.018563787421004473
Position 394: 0.010738422687260477
Position 1978: 0.009345662047280594
Position 736: 0.009311950811526923
Position 1210: 0.00848945206530305
Position 981: 0.008142313191761744
Position 742: 0.007509004385547273
Position 222: 0.007440294739726134
Position 409: 0.0062309784497068645
Position 1821: 0.004868405241027813
Position 1609: 0.004093273677897358
Position 492: 0.003512329902507978
Position 195: 0.0030268385572923802
Position 2845: 0.002773058507181929
Position 3141: 0.0024969047643428966
Position 46: 0.0024629147916870996
Position 693: 0.00207834030493735
Position 1068: 0.0019174273898746963
Position 2938: 0.001867487860132305
Position 469: 0.0017674646682856003
Position 1002: 0.0017125203230769787
Position 1738: 0.0016821013504249695
Position 1825: 0.0016047689671356733
Position 385: 0.0015671415680291183
Position 2929: 0.0013003834857002055
Position 1089: 0.0011501177062159204
Position 400: 0.001095893424127969
Position 260: 0.0010278960798133206
Position 2958: 0.000683479253664227
Position 2888: 0.0006367201260836137
Position 3195: 0.0005150433241095262
Position 2713: 0.00047615303856451193
Position 1838: 0.0004262899051503018
Position 720: 0.00038928644022590697
Position 867: 0.00035953822659869273
Position 2135: 0.0003348706805831178
Position 1224: 0.0003232747202425683
Position 420: 0.0003167195119463594
Position 2560: 0.00027414374437589997
Position 1242: 0.0002570108992680747
Position 445: 0.000240079112549633
Position 1541: 0.00023713108795132823
Position 1851: 0.00023618161939242824
Position 2724: 0.0002181940138895932
Position 474: 0.00021024777085308248
Position 2931: 0.00020659187945278133
Position 2989: 0.00020524250209886033
Position 755: 0.0001926992829496938
Position 2994: 0.0001746436890282977
Position 3542: 0.00016710454616925295
Position 2996: 0.00014632124954652023
Position 2726: 0.0001340753976514339
Position 1569: 0.00011507534111289893
Position 1214: 0.00011231575804956812
Position 1585: 9.47231108538371e-05
Position 3430: 9.208435964242468e-05
Position 2907: 9.19411597352813e-05
Position 264: 5.634816387921368e-05
Position 1444: 5.477113761545714e-05
Position 3634: 5.378590262336365e-05
Position 801: 4.8510553444376646e-05
Position 529: 4.534002559398843e-05
Position 95: 2.7629886739555318e-05
Position 3345: 2.7499425905687663e-05
Position 1562: 2.600900268454791e-05
Position 2595: 1.6071537095576445e-05
Position 435: 1.586856882387292e-05
Position 3007: 1.246910287367714e-05
