Gene = GlyP
index = 1192
Annotated 5SS: [ 442 4155 5832]
Annotated 3SS: [3625 4224 5917]
SMsplice 5SS: [ 442 4155 5832]
SMsplice 3SS: [3625 4224 5917]
top_k =  500
Partition function (log Z): -0.7786867346402949

Sorted 5' Splice Sites (High to Low Probability):
Position 442: 0.997276537213242
Position 5832: 0.9833436966373829
Position 4155: 0.8374457319552012
Position 5154: 0.34959104072664743
Position 2959: 0.11011709839625959
Position 3485: 0.06906418366629292
Position 5676: 0.06459083810706699
Position 2930: 0.020949720720182807
Position 4027: 0.011215401898572157
Position 5379: 0.0054727739178706885
Position 3570: 0.0036747200012001925
Position 262: 0.00285775644109447
Position 4909: 0.002696819422150599
Position 4419: 0.0023936293678624137
Position 4816: 0.0020082394875156314
Position 5161: 0.001895644561334869
Position 1667: 0.0018187784736278503
Position 3055: 0.0016641900518543455
Position 3102: 0.0015001128765598304
Position 4159: 0.0011608859013514704
Position 3483: 0.0010953313848112974
Position 3459: 0.0010381168714498898
Position 4452: 0.0010076100443307024
Position 3259: 0.0006633116562766391
Position 3402: 0.0006256034391243755
Position 3265: 0.0006226971345774103
Position 391: 0.0005478505719504075
Position 3222: 0.000526235535711547
Position 1656: 0.0005108658839302586
Position 3170: 0.00037639355383024966
Position 52: 0.0003520269961382877
Position 2921: 0.0003356765745862283
Position 2034: 0.00031060849348781423
Position 1312: 0.00021458779694695284
Position 280: 0.0002018615995953758
Position 811: 0.00019957861341632772
Position 1783: 0.0001808119354564359
Position 3127: 0.00017553155109461705
Position 4097: 0.0001746501096530239
Position 6197: 0.0001726419607730183
Position 3837: 0.00017238925351676577
Position 2622: 0.00016961762605652653
Position 3069: 0.00016585765683056517
Position 4175: 0.0001654961323430142
Position 2737: 0.0001637195215534256
Position 5998: 0.00015536341004321558
Position 2272: 0.0001453701302607548
Position 46: 0.00013792379306675363
Position 244: 0.00013672562758563597
Position 1071: 0.0001347368160942622
Position 3195: 0.00011095632505589977
Position 2963: 0.00010739170051176177
Position 3453: 9.578761738503641e-05
Position 6171: 8.139300052179628e-05
Position 2142: 7.864810675779154e-05
Position 3358: 6.639229822276831e-05
Position 6020: 5.80906757340806e-05
Position 2488: 5.3116174922231225e-05
Position 5141: 4.634339616921322e-05
Position 1942: 4.5161802424575005e-05
Position 3911: 4.160175651188792e-05
Position 4150: 3.49814482015586e-05
Position 3876: 2.9894674964649773e-05
Position 5607: 2.7379033086434996e-05
Position 5756: 2.4441141322000203e-05
Position 2634: 2.4007244911811726e-05
Position 107: 2.364691985702323e-05
Position 2024: 2.3047986433652915e-05
Position 1787: 2.191089629673768e-05
Position 6135: 2.1225119976480937e-05
Position 6321: 1.9534767368532683e-05
Position 5479: 1.7230169529395584e-05
Position 4400: 1.5450945016957147e-05
Position 6367: 1.5434541657198462e-05
Position 5667: 1.4670892239277955e-05
Position 58: 1.4528194060867674e-05
Position 1954: 1.3335728496968459e-05
Position 720: 1.2883190240195601e-05
Position 5361: 1.1879386794308607e-05
Position 1520: 9.471110279620716e-06
Position 1419: 8.002121883674473e-06
Position 1759: 6.34337396851075e-06
Position 4352: 6.230806180621102e-06
Position 6104: 6.0244301187770744e-06
Position 4574: 5.112182350885169e-06
Position 771: 4.963939581670772e-06
Position 36: 4.789355684786707e-06
Position 1274: 3.4003443339992855e-06
Position 5010: 3.2268572377993236e-06
Position 1323: 2.9052067943474546e-06
Position 319: 2.8471485038940637e-06
Position 4234: 2.6477829249064245e-06
Position 3786: 2.3464528733110165e-06
Position 2452: 2.050952676254641e-06
Position 33: 1.8140162605517956e-06
Position 40: 1.3337091468287815e-06
Position 63: 1.0429192288093994e-06
Position 76: 1.0248026363091788e-06
Position 3026: 6.399473114291828e-07
Position 1103: 5.6091780787092124e-08
Position 61: 4.9115589478565124e-08
Position 70: 3.384100827191468e-08
Position 334: 2.0398552389041765e-08
Position 446: 1.9308282967236214e-08
Position 483: 1.3360209867978837e-08
Position 271: 8.814403764709865e-09
Position 336: 6.68803215484257e-09
Position 90: 5.67162372509803e-09
Position 201: 4.625949768977475e-09
Position 1589: 4.340073762305234e-09
Position 510: 1.4511752590080578e-09
Position 5024: 9.154262958777492e-10
Position 3774: 8.881722794341858e-10
Position 3789: 8.412990789874274e-10
Position 3871: 7.765446696012061e-10
Position 4560: 7.321613460416915e-10
Position 507: 3.3981756853258485e-10
Position 4695: 2.950237327719293e-10
Position 963: 2.5007514280212824e-10
Position 4046: 1.8191312380013374e-10
Position 4567: 1.4452095586745324e-10
Position 547: 3.122840013326622e-11
Position 487: 1.2583907169543252e-11
Position 376: 1.0073331052956096e-11
Position 1055: 2.5915447708678395e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5917: 0.9988009898343418
Position 3625: 0.8131933630510781
Position 4224: 0.7242203172840199
Position 5221: 0.4512602375998023
Position 2675: 0.17553645626641895
Position 5153: 0.055018103500072184
Position 5732: 0.046848777908760325
Position 3288: 0.03223251862598017
Position 4247: 0.029308755171432117
Position 5450: 0.025590957527795374
Position 2647: 0.020229704179712652
Position 3596: 0.011510864309166986
Position 5756: 0.010780772938326307
Position 3473: 0.009650665170816345
Position 3700: 0.006937574958927501
Position 3007: 0.006810156086115176
Position 2514: 0.005637983828270968
Position 3892: 0.00469713428188717
Position 3889: 0.003950520793318214
Position 3570: 0.0035212955473494538
Position 3238: 0.0031775726290680685
Position 5048: 0.0030725418427613722
Position 2710: 0.0029398273964859247
Position 2691: 0.0028353763895746435
Position 2800: 0.002646153946877208
Position 2783: 0.00244985808882201
Position 2622: 0.002281850052243939
Position 5469: 0.002126684192019285
Position 4838: 0.001856072656885951
Position 2870: 0.0015332230580975886
Position 4370: 0.0014391943839967493
Position 3401: 0.0013633163246205928
Position 3649: 0.0013324053407336469
Position 2897: 0.001264716748831997
Position 2331: 0.0011989619897434182
Position 3453: 0.0009643507838744999
Position 324: 0.0009522668053925746
Position 3295: 0.00084031029289353
Position 3410: 0.000790382182204462
Position 1933: 0.0007315385067960471
Position 1100: 0.0006835061118351075
Position 3161: 0.0006232800244021681
Position 3124: 0.0006161831655114349
Position 504: 0.0005380586880327023
Position 1174: 0.0005021852866398455
Position 2069: 0.00047251396428442
Position 4451: 0.00043781234254388355
Position 507: 0.00042272619331987433
Position 237: 0.00041203738841329716
Position 6241: 0.0004042883910657322
