Gene = GramD1B
index = 1200
Annotated 5SS: [ 2467  5469  6128  7946  9546  9863 10066 10374 10957 12377]
Annotated 3SS: [ 5177  5652  7695  8431  9609  9934 10176 10653 11928 12443]
SMsplice 5SS: [  594  5469  6128  7946  9546  9863 10066 10374 12377 12565 13352]
SMsplice 3SS: [ 5177  5652  7698  8431  9609  9934 10176 11928 12443 13201 13526]
top_k =  500
Partition function (log Z): 22.014276467270633

Sorted 5' Splice Sites (High to Low Probability):
Position 12377: 0.9998459592372888
Position 9546: 0.994599352112205
Position 10066: 0.9891217667886739
Position 9863: 0.9886088096471374
Position 6128: 0.9859061780876476
Position 10374: 0.970986522980053
Position 594: 0.9697705296707173
Position 7946: 0.9249572232880803
Position 5469: 0.9221003771487956
Position 12565: 0.8377117145817654
Position 13352: 0.6538429276217198
Position 1187: 0.29613777883651127
Position 10930: 0.2958043974527867
Position 10957: 0.29485447823232713
Position 1379: 0.06797296449804345
Position 12242: 0.06140608977371208
Position 13795: 0.05467311115518866
Position 11661: 0.04897919795221453
Position 8086: 0.045304852398406086
Position 8039: 0.044059752536613046
Position 8536: 0.04246286224386099
Position 7942: 0.03613375900403882
Position 6519: 0.032543577193664824
Position 5522: 0.03171902822199853
Position 5473: 0.03160819238774063
Position 11012: 0.03070497651656672
Position 3155: 0.023595297141043848
Position 10705: 0.017917205853846905
Position 10828: 0.01775779950743931
Position 12725: 0.017601153176862432
Position 12181: 0.01734238318193795
Position 12245: 0.015851919466194235
Position 11402: 0.015252999162214273
Position 13091: 0.015233177181473507
Position 9331: 0.015004701784502977
Position 12249: 0.01336599213010968
Position 964: 0.013143379563763923
Position 1273: 0.011633173831229346
Position 13356: 0.011484871690497195
Position 12670: 0.011444129086610334
Position 14173: 0.009491072839844962
Position 4836: 0.009167228088656554
Position 8354: 0.008954472826798402
Position 7615: 0.008738320014630254
Position 708: 0.007996806045485463
Position 8631: 0.0077891680965429845
Position 12239: 0.007729814095144642
Position 948: 0.007700334851896654
Position 211: 0.0075749652734461125
Position 13124: 0.007379477942737888
Position 102: 0.007074887227951331
Position 1191: 0.006484175973032934
Position 2778: 0.006461924176417085
Position 11037: 0.004309268872313881
Position 12532: 0.004268602915602242
Position 14053: 0.004183424123563108
Position 10968: 0.004101606950024427
Position 755: 0.003089575846783586
Position 8478: 0.002866160052058116
Position 6269: 0.0025529509615959366
Position 2467: 0.002491343900771448
Position 5814: 0.002466851505054545
Position 5841: 0.0022284579015667653
Position 10117: 0.001966269241836049
Position 7093: 0.0019321697664765472
Position 1277: 0.0017786817736468916
Position 11746: 0.0017072488772102378
Position 3681: 0.0015102333885322636
Position 1599: 0.0014650337591997282
Position 11313: 0.0014066497658375753
Position 459: 0.001271939965699168
Position 491: 0.0011808876345501171
Position 724: 0.0011757632004583548
Position 9869: 0.0010968480308574697
Position 7966: 0.0010830362331944018
Position 9659: 0.0010053183572474717
Position 5450: 0.0009610578857626264
