Gene = Tehao
index = 1550
Annotated 5SS: [1173]
Annotated 3SS: [2300]
SMsplice 5SS: [1408]
SMsplice 3SS: [1469]
top_k =  500
Partition function (log Z): -13.62554604631286

Sorted 5' Splice Sites (High to Low Probability):
Position 1173: 0.5987190329517631
Position 265: 0.2286127787684276
Position 2701: 0.12840603484662533
Position 779: 0.05182411442174099
Position 2104: 0.04271415966224625
Position 1626: 0.03289288173186057
Position 307: 0.03171352207415751
Position 1484: 0.02606415453714852
Position 739: 0.016697100065886965
Position 1412: 0.01528903719047935
Position 2641: 0.014860822939635764
Position 514: 0.014449282554095529
Position 288: 0.009291308628632634
Position 2551: 0.007679546293855096
Position 3657: 0.006405984638255718
Position 145: 0.006233276521703918
Position 172: 0.0028394340290394263
Position 1048: 0.0027213047504659397
Position 110: 0.0018285386416393664
Position 1587: 0.0016970195579651378
Position 115: 0.0011698579273855642
Position 1577: 0.0009884962371694542
Position 327: 0.0005869610190905504
Position 1286: 0.0005772240218049551
Position 330: 0.0004530841324337996
Position 1255: 0.0004466380931706305
Position 129: 0.0004439273668510533
Position 919: 0.0003958215423965747
Position 262: 0.0003789189310954924
Position 941: 0.00018419872926749313
Position 494: 0.00018258353719510478
Position 414: 0.0001582775398658566
Position 269: 0.00015043573472903014
Position 435: 9.934494102841275e-05
Position 1028: 8.744433998694199e-05
Position 1462: 7.423030815761156e-05
Position 1369: 7.416690226852582e-05
Position 668: 4.107533111007663e-05
Position 1417: 3.619906616202249e-05
Position 978: 3.0991694770326986e-05
Position 394: 3.0491638226970856e-05
Position 37: 2.876383070328228e-05
Position 475: 2.3203000629625514e-05
Position 946: 2.246001305163102e-05
Position 405: 2.170920902616752e-05
Position 224: 2.1496738988038682e-05
Position 759: 2.0837297364956705e-05
Position 706: 1.7065216881948077e-05
Position 53: 1.554497699116896e-05
Position 464: 1.167331643031934e-05
Position 466: 1.1510644090268647e-05
Position 836: 1.1148719208344925e-05
Position 1527: 1.0320370378636033e-05
Position 773: 7.660951514173943e-06
Position 896: 6.237358732552291e-06
Position 700: 5.533555717278742e-06
Position 930: 5.521942447840132e-06
Position 386: 4.0617110716948885e-06
Position 218: 3.503908015518475e-06
Position 150: 2.948077809732578e-06
Position 148: 2.9360866703292534e-06
Position 1177: 2.3656729455422367e-06
Position 618: 2.1121455936272857e-06
Position 278: 1.8283053136500724e-06
Position 245: 1.3495403092961479e-06
Position 230: 1.3344496051376045e-06
Position 21: 1.2674169853237127e-06
Position 237: 9.491046217335577e-07
Position 363: 2.351002449639376e-08
Position 179: 1.3980933550769878e-08
Position 23: 1.1517001211899002e-08
Position 624: 4.191704786038098e-09
Position 637: 1.971274566463456e-09
Position 596: 1.1567576558902112e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3694: 0.1932207089986745
Position 1234: 0.1366132739714444
Position 363: 0.12252485812746756
Position 2194: 0.09871951705913297
Position 2300: 0.08260638072851686
Position 3840: 0.04886427639154375
Position 3102: 0.04488342761883488
Position 4120: 0.04311770829792187
Position 2221: 0.041992831924406955
Position 2200: 0.033528073099902654
Position 3105: 0.0312632252538399
Position 1407: 0.030898778503224596
Position 1654: 0.030893990672747302
Position 1469: 0.02813433874996951
Position 2838: 0.027448193538048043
Position 2163: 0.026532940488607774
Position 1863: 0.023920432859426417
Position 3438: 0.0237532846410834
Position 3375: 0.02319443730563969
Position 1893: 0.016014060247753786
Position 567: 0.01579599757283216
Position 1747: 0.014751656888243985
Position 3340: 0.014374176694370975
Position 2937: 0.008092001872797521
Position 4076: 0.0071049759957996644
Position 1527: 0.006784019800188851
Position 1546: 0.006343093447989422
Position 3038: 0.006216702569330545
Position 4221: 0.006211059604305361
Position 819: 0.0061604729386341515
Position 1247: 0.005878114133025924
Position 230: 0.005215461093002254
Position 1047: 0.004159760695623891
Position 1299: 0.003254415501100956
Position 1438: 0.0029493032000343753
Position 1690: 0.0027569832208978033
Position 2349: 0.002582206266824789
Position 966: 0.0025517898190127873
Position 2175: 0.002408451529964442
Position 1286: 0.0022018794916383974
Position 195: 0.0021820790756884693
Position 1980: 0.001778558801641376
Position 1734: 0.0015237739983062252
Position 517: 0.0015155921713529662
Position 1906: 0.0010546241491036295
Position 1965: 0.00099506417104819
Position 2046: 0.000961742865393079
Position 1451: 0.0009413468333815877
Position 601: 0.0008699717595713242
Position 386: 0.0007255511304704353
Position 399: 0.00047073827569524463
Position 1267: 0.00033812364556017906
Position 471: 0.00012597758723005852
Position 237: 0.0001255190671049424
Position 978: 4.893268993795979e-05
Position 698: 4.739764101481682e-05
Position 2283: 4.02015100276941e-05
Position 632: 3.631493133646496e-05
Position 1059: 2.4513184384396793e-05
Position 941: 2.4476698300639403e-05
Position 784: 1.851663988792444e-05
Position 984: 8.918286131048171e-06
Position 944: 5.001351068917132e-06
Position 915: 4.838214397829364e-06
Position 456: 3.5924824525560032e-06
Position 1154: 2.7162601606490187e-06
Position 771: 1.1014686132591132e-06
Position 873: 9.373136530100531e-07
Position 1114: 8.006496298396831e-07
Position 148: 4.1631974692556576e-07
Position 99: 3.007827216071271e-07
Position 443: 4.655346830781602e-08
Position 288: 4.5107746005772815e-08
Position 435: 3.5373337340945426e-08
Position 115: 2.3569944806193668e-08
Position 405: 2.1564536711506666e-08
Position 306: 1.0958678583136462e-08
Position 110: 9.784253556397478e-09
Position 120: 3.2714279115983736e-09
Position 480: 3.2204490519102095e-09
Position 618: 2.2741489213875824e-09
Position 255: 7.662524959464903e-10
Position 66: 5.155212632768928e-10
Position 122: 2.372580302591922e-15
