Gene = Eaf6
index = 1146
Annotated 5SS: [214 495 749]
Annotated 3SS: [280 616 834]
SMsplice 5SS: [214 495 749]
SMsplice 3SS: [280 616 834]
top_k =  500
Partition function (log Z): 6.064091071420616

Sorted 5' Splice Sites (High to Low Probability):
Position 749: 0.9983983463253012
Position 495: 0.9933692860354371
Position 214: 0.9668235815250786
Position 499: 0.0011964985843332875
Position 1033: 0.0011463241422203618
Position 565: 0.0007274633796256649
Position 1070: 0.0004948623414609668
Position 533: 0.0003238131435415151
Position 563: 0.00010421188150757601
Position 463: 9.34632222397113e-05
Position 433: 5.774200733602225e-05
Position 597: 3.619458529790586e-05
Position 967: 2.0693831965617065e-05
Position 1031: 6.9440805639865495e-06
Position 83: 6.8519535712264534e-06
Position 518: 6.054716997732422e-06
Position 898: 5.556426241208774e-06
Position 520: 4.996972205217942e-06
Position 349: 2.895137746298656e-06
Position 177: 2.7924782899632262e-06
Position 531: 2.7436294044951253e-06
Position 346: 1.8505747850043387e-06
Position 988: 1.5259448735041736e-06
Position 801: 1.020025806090685e-06
Position 867: 9.873782700711989e-07
Position 91: 5.952408629984221e-07
Position 454: 5.537336986617165e-07
Position 10: 4.6165428055907533e-07
Position 864: 4.2894781237518895e-07
Position 123: 3.257828533387263e-07
Position 40: 2.1835616110783892e-07
Position 18: 2.0352986356685234e-07
Position 879: 1.4767721983757954e-07
Position 881: 1.4463153855165709e-08
Position 583: 1.0960681847400686e-08
Position 601: 9.1359101418341e-09
Position 265: 3.874566875034968e-09
Position 809: 3.482259619497956e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 834: 0.9991758090254768
Position 280: 0.9603333506630758
Position 616: 0.8596817561700276
Position 583: 0.10326310760773187
Position 561: 0.015510463247546711
Position 545: 0.010700444031148377
Position 655: 0.0037388584635754817
Position 307: 0.0030965679430815136
Position 558: 0.0018386246386745747
Position 1125: 0.001236242812659136
Position 687: 0.0010765502095177058
Position 397: 0.0006047110498833911
Position 672: 0.0005799503399097814
Position 662: 0.0004254621990427392
Position 1102: 0.00038727558899040714
Position 335: 0.00038262065531225766
Position 346: 0.0001951859849454944
Position 796: 0.00015143543820874195
Position 898: 0.00012642040424969242
Position 1111: 8.144161580694513e-05
Position 967: 6.95697991845194e-05
Position 862: 5.161113615596452e-05
Position 301: 4.018459984548204e-05
Position 867: 2.4730393357397004e-05
Position 629: 2.4203796679450036e-05
Position 412: 1.4445148883680058e-05
Position 801: 8.478521761922312e-06
Position 151: 5.586346949310642e-06
Position 621: 3.6779266799916573e-06
Position 857: 2.7020796865699157e-06
Position 421: 1.316747993256736e-06
Position 597: 1.1975432091662723e-06
Position 944: 9.489564763198777e-07
Position 468: 8.077380141864685e-07
Position 463: 6.747381278252001e-07
Position 247: 4.515976058521822e-07
Position 95: 3.7919171093714275e-07
Position 911: 3.4850525164599346e-07
Position 1070: 3.0600565663647346e-07
Position 726: 2.9503274867437256e-07
Position 433: 2.694322476806944e-07
Position 439: 1.7796228128356345e-07
Position 975: 1.6397167671388296e-07
Position 376: 1.1157333032574064e-07
Position 739: 1.00839270515577e-07
Position 783: 9.923796311392333e-08
Position 114: 9.182671430552382e-08
Position 1052: 9.00230427842862e-08
Position 322: 8.048510259614755e-08
Position 442: 3.979447038192104e-08
Position 337: 3.773251333678724e-08
Position 747: 3.468872771744631e-08
Position 123: 3.2157251973156205e-08
Position 83: 2.434243583417879e-08
Position 980: 2.414236558788848e-08
Position 1001: 2.1958323281501127e-08
Position 946: 1.915317693178186e-08
Position 137: 1.181796236017857e-08
Position 448: 1.0716943116470198e-08
Position 368: 9.8105540201094e-09
Position 1004: 8.661532624396137e-09
Position 120: 6.374801785348104e-09
Position 985: 4.685452956838499e-09
Position 499: 4.352107502474434e-09
Position 177: 1.1177701887056404e-09
Position 52: 1.0650206187781713e-09
Position 71: 1.0308848607435154e-09
Position 728: 6.245888338174662e-10
Position 195: 1.1461495262305408e-10
Position 198: 5.881767220051333e-11
Position 201: 3.4371546071841794e-11
Position 218: 2.4896342111378283e-20
