Gene = slam
index = 1877
Annotated 5SS: [ 194 2920]
Annotated 3SS: [ 907 2985]
SMsplice 5SS: [ 194 2920]
SMsplice 3SS: [ 907 2985]
top_k =  500
Partition function (log Z): -5.83679707593488

Sorted 5' Splice Sites (High to Low Probability):
Position 2920: 0.9946369159682809
Position 194: 0.7469142166533559
Position 598: 0.25506858098744334
Position 1051: 0.1630396914055284
Position 2065: 0.08019212697849137
Position 42: 0.0620271053530321
Position 1055: 0.060762004874412336
Position 359: 0.035319562076818176
Position 249: 0.031537291744849955
Position 1531: 0.029935084625018128
Position 3680: 0.028790964839125917
Position 817: 0.02398687008736617
Position 646: 0.019060073190511125
Position 2450: 0.011270831590896256
Position 3038: 0.010295395896715593
Position 533: 0.008738360865165745
Position 828: 0.008138473366641297
Position 307: 0.007600598401731643
Position 938: 0.006691914161206287
Position 1654: 0.0061660579786087764
Position 4189: 0.006071254015199657
Position 48: 0.005983212859024787
Position 131: 0.00512891726546157
Position 1845: 0.00447610442061652
Position 1577: 0.00413155047510432
Position 3206: 0.0025904646938325307
Position 292: 0.0023330544049882883
Position 727: 0.002146513719457092
Position 801: 0.0021282880827972355
Position 88: 0.001876951035110345
Position 112: 0.001828232377891442
Position 159: 0.0014650239541701608
Position 568: 0.0012707218615950855
Position 529: 0.0012371626336661736
Position 627: 0.0011728632426164006
Position 650: 0.0007639507086866614
Position 3458: 0.0006917120159880307
Position 648: 0.0006732960994189453
Position 11: 0.0006260314692277877
Position 761: 0.0004594560855818813
Position 3215: 0.00037840978119373667
Position 3388: 0.00037762399350474744
Position 541: 0.0003292854304682763
Position 721: 0.0003124237671460593
Position 3520: 0.00030501840142519246
Position 747: 0.00028931531400864613
Position 128: 0.00026073291013060235
Position 4771: 0.00018275710277824162
Position 399: 0.00017012558827411502
Position 535: 0.0001627662961709088
Position 325: 0.00013999008798910615
Position 2891: 0.00013537727255835054
Position 3201: 0.0001018597748051572
Position 1586: 8.950185721623736e-05
Position 198: 7.242992628167035e-05
Position 3242: 6.994413460684571e-05
Position 1753: 6.584022264446605e-05
Position 4783: 5.6636746010638095e-05
Position 137: 5.421724285874486e-05
Position 457: 4.956639368076956e-05
Position 3616: 4.752906133157922e-05
Position 169: 2.1927748013262427e-05
Position 55: 2.187337442220609e-05
Position 602: 2.1399182825852652e-05
Position 681: 2.1007332781097455e-05
Position 662: 2.023893565181824e-05
Position 686: 1.6923311950012395e-05
Position 808: 1.6199623627158318e-05
Position 147: 1.4843232355559262e-05
Position 449: 1.0708152703229977e-05
Position 908: 7.082207656612744e-06
Position 95: 5.4010842376898755e-06
Position 3506: 5.242427707697508e-06
Position 586: 4.39346921295935e-06
Position 347: 4.3924494744487904e-06
Position 1136: 2.7149148017027268e-06
Position 1100: 2.0631665020941594e-06
Position 135: 1.6111223515639854e-06
Position 414: 1.163167545535014e-06
Position 1240: 1.1072989897569768e-06
Position 119: 9.245152954836262e-07
Position 227: 4.4083891048777074e-07
Position 424: 2.937748498233501e-07
Position 1777: 2.4135806918016726e-07
Position 265: 1.7658587953584961e-07
Position 1819: 1.0715924647547184e-07
Position 2245: 1.0223661322951384e-07
Position 962: 5.881302254099609e-08
Position 149: 2.1626148714333103e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2985: 0.9944664671140151
Position 907: 0.7435116910843993
Position 452: 0.2640406808235786
Position 2475: 0.2104497593329167
Position 2504: 0.09991754642015921
Position 1115: 0.09006079289005696
Position 410: 0.03562432328917621
Position 3732: 0.02773557863805943
Position 845: 0.02296970522065935
Position 930: 0.019171196772096853
Position 727: 0.012557054993120364
Position 2133: 0.00915899780739215
Position 1108: 0.008572849173887035
Position 993: 0.008448514318830393
Position 1221: 0.00806571067887886
Position 1199: 0.00778350400833026
Position 1236: 0.006447290838645147
Position 468: 0.005659729830405491
Position 4253: 0.0045524033414177075
Position 1912: 0.004413735437838057
Position 873: 0.004235623726569623
Position 474: 0.003754094134840766
Position 621: 0.0036021213843057676
Position 966: 0.003556230589944496
Position 1740: 0.003394248714173223
Position 3346: 0.0028028140926868424
Position 3520: 0.002262038027211765
Position 2050: 0.0022038228398527323
Position 247: 0.0021811736104418084
Position 253: 0.002153715959537849
Position 3006: 0.0019935461740772276
Position 3858: 0.0017331565652589946
Position 3111: 0.0016989772587069005
Position 4256: 0.0015188506737819462
Position 1277: 0.001517664035790186
Position 3393: 0.0012928695018672293
Position 3582: 0.001287984173202794
Position 390: 0.0012728524897691522
Position 414: 0.0012472142016721319
Position 3813: 0.001215510132077017
Position 1126: 0.0012114688719000258
Position 1473: 0.0011237550612090241
Position 792: 0.0010089983846089353
Position 1169: 0.0008875930912589379
Position 3793: 0.0008611869662515368
Position 219: 0.0007054808573325982
Position 3294: 0.0006452930718184398
Position 1173: 0.0005943818108187903
Position 3114: 0.0005404106614717999
Position 3184: 0.0005335885982374921
Position 320: 0.0004980900615520251
Position 2993: 0.00048357420293945795
Position 3163: 0.00046589888816527534
Position 3033: 0.00031923783842268826
Position 1496: 0.0003186264191830015
Position 233: 0.00030355156080708246
Position 4871: 0.0002490068291463942
Position 3458: 0.00024187824323024742
Position 504: 0.00022660866133135857
Position 3680: 0.00017682665245363966
Position 339: 0.00015022760034749002
Position 3818: 0.00014841930109410037
Position 3753: 0.00014471732163843
Position 128: 0.0001308928271448675
Position 3945: 0.00012966640693814403
Position 3542: 0.00010574678461923621
Position 4887: 6.969767830633724e-05
Position 162: 6.713845647983128e-05
Position 359: 5.8862585683611594e-05
Position 3037: 4.502380051475626e-05
Position 292: 3.615403209806857e-05
Position 421: 3.550052563292023e-05
Position 805: 2.3021717480857836e-05
Position 159: 5.321848030266186e-06
Position 198: 6.705151411642447e-07
Position 194: 6.111868790588715e-07
Position 237: 5.768984130769164e-07
Position 169: 3.9822327748351394e-07
Position 541: 3.8074420959169415e-07
Position 255: 1.971537354076915e-07
Position 178: 7.578711808074528e-08
Position 563: 7.499147687242071e-08
