Gene = raw
index = 1854
Annotated 5SS: [  276  6194 27397 27572 27987 28273 28516 28960 29934]
Annotated 3SS: [ 5459 27289 27456 27640 28057 28356 28579 29022 30069]
SMsplice 5SS: [  276   501 27397 27572 27987 28273 28516 28960 29934]
SMsplice 3SS: [  343 27289 27456 27640 28057 28356 28579 29022 30069]
top_k =  500
Partition function (log Z): 19.822355684995934

Sorted 5' Splice Sites (High to Low Probability):
Position 28516: 0.9994320818194415
Position 28960: 0.9974681582082785
Position 29934: 0.9926376385406153
Position 27397: 0.9913208507249183
Position 27572: 0.9864750015755246
Position 27987: 0.9750182546708578
Position 276: 0.97492067681151
Position 28273: 0.969947739751247
Position 501: 0.5555213594249863
Position 29212: 0.1773612508947968
Position 30193: 0.13538328609536276
Position 2468: 0.13491680311201407
Position 6194: 0.1294634803608707
Position 28678: 0.0917333324748766
Position 28683: 0.05453084694208511
Position 2273: 0.03262884020044721
Position 1372: 0.029885973296583677
Position 27811: 0.024610343018888228
Position 4967: 0.02010758759547768
Position 1344: 0.012647934550888978
Position 27577: 0.012292538686194883
Position 1963: 0.012204391867635334
Position 548: 0.011802290046909088
Position 30660: 0.01037632737446992
Position 30235: 0.009673446389757454
Position 4939: 0.005046466580735258
Position 30576: 0.00441961435129445
Position 870: 0.0043354649047426235
Position 608: 0.004203941432455151
Position 30380: 0.003445391767186996
Position 4959: 0.0030991590031521406
Position 29517: 0.0030827271615784914
Position 883: 0.0023840077313722354
Position 29307: 0.002032420778636567
Position 259: 0.0016636790018574484
Position 686: 0.0016023937675873692
Position 30556: 0.001485997461406071
Position 383: 0.001439237662608756
Position 28277: 0.0013682725768899462
Position 30229: 0.0013516613447913358
Position 28648: 0.0013449439895778627
Position 28213: 0.0012447964290672148
Position 204: 0.0011372397234470837
Position 792: 0.0010232600691060729
Position 4955: 0.000994388299622996
Position 3623: 0.0009840466332158202
Position 29962: 0.0009278444446997867
Position 30253: 0.0009161158611223592
Position 1266: 0.0008263380067933247
Position 1411: 0.000783043649612862
Position 30140: 0.0007502711514428129
Position 28211: 0.0006550578446182292
Position 27991: 0.0006270238575298792
Position 28228: 0.0005645656575966498
Position 30243: 0.0005314774139229288
Position 30277: 0.0004795262852306104
Position 30201: 0.0004621048131083488
Position 29923: 0.0004322438070653719
Position 29322: 0.00040623277136605997
Position 28217: 0.0003948739304934866
Position 28446: 0.00034447808373941645
Position 28605: 0.00027973905723098085
Position 30333: 0.00027416287672364425
Position 28191: 0.0002736198373196178
Position 30331: 0.000261666345422324
Position 228: 0.00023815610872370165
Position 29938: 0.00020512257300683788
Position 30412: 0.00013912132114170665
Position 28632: 0.0001362926886159044
Position 28325: 0.00013090184841397744
Position 27974: 0.00010790988980050205
Position 28286: 9.829558371935813e-05
Position 29244: 8.581593943617546e-05
Position 30469: 8.509221219019211e-05
Position 28520: 8.255978687653987e-05
Position 1541: 7.770968532939207e-05
Position 30614: 7.23625676995833e-05
Position 152: 6.096816548844863e-05
Position 28944: 6.052217965872461e-05
Position 182: 5.729823929562686e-05
Position 29206: 5.246689336277259e-05
Position 28164: 3.9779747946893866e-05
Position 27894: 3.74985273364773e-05
Position 728: 2.9792146329387574e-05
Position 108: 2.5798648053991647e-05
Position 28121: 2.4437783557674236e-05
Position 28964: 2.0146418303509476e-05
Position 340: 1.9894462711710157e-05
Position 734: 1.7118656653879066e-05
Position 28603: 1.6051638802977145e-05
Position 177: 1.5708014983071613e-05
Position 28473: 1.3730047862016504e-05
Position 28862: 1.0914886888783136e-05
Position 28849: 9.843773191918211e-06
Position 28868: 8.95188123777133e-06
Position 489: 8.743938241666855e-06
Position 27826: 8.658307128870016e-06
Position 285: 7.655698021165396e-06
Position 1070: 7.651478917436165e-06
Position 79: 7.518652788411019e-06
Position 70: 6.2047119776510725e-06
Position 1221: 5.837272458513346e-06
Position 1252: 5.7771172126496805e-06
Position 1186: 5.185945593783563e-06
Position 29170: 5.150331957152894e-06
Position 485: 4.639486958955298e-06
Position 29892: 4.515472854432577e-06
Position 28584: 4.112638754903763e-06
Position 28851: 4.11215118499402e-06
Position 400: 3.434688776014836e-06
Position 40: 3.295671829390382e-06
Position 30341: 2.852137763672932e-06
Position 88: 2.724678066494072e-06
Position 343: 2.723775259835513e-06
Position 28416: 2.4656405480176177e-06
Position 28424: 2.323122145273759e-06
Position 29751: 1.9221318691397444e-06
Position 27833: 1.8184526868618852e-06
Position 29873: 1.7394621359578162e-06
Position 29880: 1.7361386389963413e-06
Position 28492: 1.6361143554337755e-06
Position 304: 1.6118641857271e-06
Position 28844: 1.5653379384307241e-06
Position 337: 1.1783890487777898e-06
Position 788: 1.149754551089719e-06
Position 445: 9.756044081617282e-07
Position 29883: 8.671542424805536e-07
Position 29000: 8.423835080716507e-07
Position 29663: 6.432162846379936e-07
Position 28929: 4.642899793619564e-07
Position 334: 4.6264663494654306e-07
Position 29347: 3.865817275497395e-07
Position 726: 3.3623951919076966e-07
Position 29455: 2.917375794035945e-07
Position 28985: 2.829236645464977e-07
Position 645: 1.6968140177739087e-07
Position 487: 1.3636661421565167e-07
Position 747: 9.557493327658895e-08
Position 145: 8.842353941047696e-08
Position 125: 7.280134872476396e-08
Position 29755: 6.058605429246619e-08
Position 29101: 5.5911996045340784e-08
Position 130: 5.4036961332370455e-08
Position 661: 4.580328446224777e-08
Position 29325: 2.9419580085598205e-08
Position 320: 2.8003352326221616e-08
Position 29088: 1.3368266532705838e-08
Position 29249: 1.1952299690817701e-08
Position 431: 7.184158966772632e-09
Position 29137: 5.409238528092846e-09
Position 921: 4.689467679642738e-09
Position 491: 3.4040237398165153e-09
Position 474: 3.071391620733652e-09
Position 27844: 1.1178036765607686e-09
Position 469: 1.0096347140643417e-09
Position 436: 8.860131638917927e-10
Position 493: 7.333579888573033e-10
Position 29155: 5.476649423489952e-10
Position 626: 5.102912431646259e-10
Position 29646: 3.7040454854921923e-10
Position 505: 2.693260414716417e-10
Position 29474: 1.225650657213988e-10
Position 28061: 1.1842330539005707e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 27289: 0.9999999999999989
Position 27640: 0.9931550610116875
Position 28356: 0.991181123861269
Position 29022: 0.989742025038977
Position 28579: 0.9681104303878766
Position 28057: 0.9507520033125921
Position 27456: 0.9238744429490426
Position 30069: 0.5918524646583035
Position 343: 0.5493937119314481
Position 30048: 0.40459865752729496
Position 28753: 0.1746317907942408
Position 29289: 0.14583083831580507
Position 5459: 0.12625496176283196
Position 349: 0.07307235944567508
Position 30393: 0.07196497537287672
Position 27460: 0.06704022186961586
Position 30723: 0.06489376106071572
Position 2104: 0.03295723805027485
Position 4794: 0.03245612007702683
Position 2357: 0.030962778232597125
Position 2037: 0.02703097246198887
Position 29374: 0.022557489295112233
Position 27869: 0.019527894046356915
Position 1477: 0.01598318076326143
Position 30439: 0.010237636164611623
Position 30277: 0.007483322379871474
Position 1487: 0.0072120492006118074
Position 2316: 0.006720916417947018
Position 28061: 0.006108281158307595
Position 1414: 0.004740259978839768
Position 30367: 0.004471786284742903
Position 1463: 0.00388643671088218
Position 29573: 0.0037257571333755807
Position 2325: 0.003655188035595686
Position 2310: 0.003461432350868701
Position 791: 0.003263076704001529
Position 29579: 0.0032585710017682674
Position 28665: 0.00312300448591942
Position 2380: 0.0031144456157509493
Position 30660: 0.0030213515309996473
Position 29380: 0.002900462476293462
Position 30604: 0.002733760582308785
Position 2345: 0.002561416222120087
Position 27683: 0.002439556602137558
Position 2197: 0.0024086727170914276
Position 28384: 0.0023876945657082247
Position 27863: 0.002353812113632515
Position 28323: 0.0021081585645016765
Position 1308: 0.002097552134094886
Position 29104: 0.0019948989020125247
Position 30350: 0.0018370818343365703
Position 1628: 0.0018344380569502389
Position 27662: 0.0018111059548756262
Position 29053: 0.0017101316478929773
Position 1118: 0.001665860352641149
Position 1021: 0.0016630470294684372
Position 1582: 0.0013796243906923182
Position 30243: 0.0013108743400265376
Position 27752: 0.0011915952134437212
Position 275: 0.0011551162092660573
Position 1070: 0.0011255399250036215
Position 403: 0.0011105850770466914
