Gene = mRpL15
index = 1764
Annotated 5SS: [224]
Annotated 3SS: [294]
SMsplice 5SS: [224]
SMsplice 3SS: [294]
top_k =  500
Partition function (log Z): -2.110769527052731

Sorted 5' Splice Sites (High to Low Probability):
Position 224: 0.9986081408253996
Position 5: 0.0065373186292216
Position 58: 0.004587561875666651
Position 551: 0.0016737457310306806
Position 9: 0.0016366816165048527
Position 33: 0.0010606716843339836
Position 710: 0.0006614201361294893
Position 231: 0.0005735345238660134
Position 356: 0.0005267319905837545
Position 228: 0.00019481815497938979
Position 652: 0.00015242647445160772
Position 703: 0.00012192618495806493
Position 15: 0.00011520548806594643
Position 903: 9.83387119164306e-05
Position 765: 8.990697440053845e-05
Position 591: 3.796380628478464e-05
Position 762: 2.714987230395822e-05
Position 673: 2.3457032234213917e-05
Position 701: 2.1628928647881988e-05
Position 462: 1.95119250829188e-05
Position 493: 8.841896759164123e-06
Position 56: 6.2129414354593425e-06
Position 549: 5.0963820813418605e-06
Position 1018: 4.772567857681072e-06
Position 778: 3.5406499239135267e-06
Position 596: 2.2398206012825835e-06
Position 979: 1.2771049001953417e-06
Position 942: 8.22644286132932e-07
Position 165: 7.00733729333402e-07
Position 117: 4.748511303905463e-07
Position 252: 3.421795181224775e-07
Position 249: 3.278392682473912e-07
Position 179: 2.5096685502645777e-07
Position 889: 2.4947434884012896e-07
Position 160: 2.0721901009496485e-09
Position 107: 2.0039113264074436e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 294: 0.997352700380917
Position 107: 0.013321228688990553
Position 300: 0.0024745116617034546
Position 603: 0.0013336309432169353
Position 791: 0.0007929066261764748
Position 633: 0.0004893587198606434
Position 734: 0.0002362851456879682
Position 810: 0.00017849999194933256
Position 840: 0.0001305217781007
Position 762: 0.0001157602330200739
Position 961: 9.601101326084513e-05
Position 416: 5.385062172087834e-05
Position 517: 5.1542824974878675e-05
Position 456: 3.396594675642551e-05
Position 759: 1.978966851270858e-05
Position 1088: 1.9494864795806143e-05
Position 774: 1.7448240999201704e-05
Position 639: 1.4523351210941887e-05
Position 657: 1.2614298013543333e-05
Position 441: 6.203176153745648e-06
Position 220: 5.6705755994016474e-06
Position 462: 5.519116333828779e-06
Position 900: 4.7144788946390044e-06
Position 402: 4.521725610174372e-06
Position 493: 4.198099515177227e-06
Position 915: 4.124469647872149e-06
Position 778: 3.71997288362549e-06
Position 542: 3.6245294589133176e-06
Position 966: 3.3196255721026976e-06
Position 136: 2.7446269497781956e-06
Position 903: 1.7027669143531287e-06
Position 591: 1.5193721846873506e-06
Position 524: 1.4764268071548818e-06
Position 875: 1.419930404130888e-06
Position 148: 9.553374777625883e-07
Position 157: 7.985919261642172e-07
Position 308: 6.036441144486031e-07
Position 974: 4.019346632311779e-07
Position 360: 3.679053025188493e-07
Position 879: 2.7573751927426896e-07
Position 366: 1.76553450996537e-07
Position 867: 1.490061164792134e-07
Position 528: 1.3153018003479882e-07
Position 930: 9.542036433512685e-08
Position 1044: 7.032674196449433e-08
Position 1018: 5.816984290674635e-08
Position 1038: 4.509893940661847e-08
Position 1054: 3.929880423524274e-08
Position 330: 1.6485925159685703e-10
Position 242: 1.0792513463598356e-10
Position 429: 9.928319396599075e-11
Position 322: 3.615694663895776e-11
Position 348: 3.475260114213665e-11
Position 249: 6.863626100331407e-14
Position 337: 3.208416001178349e-14
Position 228: 1.8963229588525537e-14
Position 325: 2.284385827740263e-17
