Gene = hob
index = 1728
Annotated 5SS: [ 169  376  975 1303 1501 3623 4166 5267 7426]
Annotated 3SS: [ 248  431 1026 1356 1556 3684 4227 5323 7487]
SMsplice 5SS: [ 169  376  975 1303 1501 3623 4166 5267 7426]
SMsplice 3SS: [ 248  431 1026 1356 1556 3684 4227 5323 7487]
top_k =  500
Partition function (log Z): 27.474501400254024

Sorted 5' Splice Sites (High to Low Probability):
Position 3623: 0.9994520602377989
Position 975: 0.9981250626914873
Position 1501: 0.9979229318786091
Position 5267: 0.996682349255842
Position 4166: 0.9953809438536949
Position 169: 0.9913841320643134
Position 7426: 0.9789781992210941
Position 1303: 0.9785796064754295
Position 376: 0.5182772472624021
Position 5927: 0.3549625205811065
Position 6796: 0.23350994304916234
Position 373: 0.12974351920461744
Position 1887: 0.10302537679578987
Position 2340: 0.08760808976530829
Position 2330: 0.057856719694642275
Position 6925: 0.04894906461865808
Position 619: 0.04728829946795147
Position 2026: 0.04509706496480743
Position 4597: 0.04433225729769302
Position 4607: 0.03874564599208884
Position 2566: 0.033747506023571405
Position 3810: 0.030361719932598685
Position 5555: 0.023806820295542475
Position 2117: 0.01979535167619719
Position 5539: 0.018505814266661445
Position 4017: 0.01685689531911004
Position 444: 0.014661297076085503
Position 7282: 0.013730907278559926
Position 3794: 0.013242172321864554
Position 5527: 0.012436530004784434
Position 6102: 0.01221412694248022
Position 2991: 0.012163509424056806
Position 2094: 0.011836328301074683
Position 6253: 0.011579901930099008
Position 5069: 0.011305269106709318
Position 645: 0.010220737666470633
Position 2334: 0.009427537824701604
Position 29: 0.008173011273843737
Position 1307: 0.006698815527224719
Position 362: 0.0060149614327434705
Position 4556: 0.0051746349544394025
Position 1933: 0.004772048885663833
Position 2937: 0.004553898058272573
Position 1750: 0.0043565901895650724
Position 3914: 0.003640805726146132
Position 477: 0.0035816454908969013
Position 5815: 0.0035195480345969186
Position 4170: 0.003288914371755922
Position 1164: 0.003277625997949186
Position 2993: 0.0031291287677266354
Position 2328: 0.003126309568254437
Position 4021: 0.0028029138222311015
Position 3207: 0.002170979569724408
Position 5572: 0.0017661485514677221
Position 4385: 0.0014279239019426735
Position 3818: 0.0013174424240747227
Position 2736: 0.001157906393115987
Position 5046: 0.0011141073889043116
Position 3798: 0.0010575886219726458
Position 1505: 0.0009150970816074682
Position 5257: 0.0008762191142188902
Position 1793: 0.0008493280874522448
Position 6124: 0.0008143740889389856
Position 7647: 0.0007884549604974569
Position 1812: 0.0007843580696093714
Position 1952: 0.0006173667649666115
Position 4312: 0.0006173076602114773
Position 7805: 0.0006020320166461927
Position 7608: 0.0006016149493106035
Position 4527: 0.000553380857446151
Position 7809: 0.0005067397614606491
Position 1296: 0.0005029959108274913
Position 5053: 0.000499442043433141
Position 6046: 0.00047611520128335456
Position 915: 0.00045864480410409496
Position 5164: 0.000421657042469264
Position 655: 0.00041700679678834113
Position 2755: 0.0004160984180400721
Position 301: 0.0003994811273970183
Position 100: 0.00039068431686595093
Position 41: 0.0003734947524209547
Position 1580: 0.00033630365622598223
Position 1785: 0.0002829877916878355
Position 182: 0.00026599964886648257
Position 1118: 0.00025611607029183276
Position 173: 0.0002504928028885444
Position 7399: 0.0002475392542963677
Position 5522: 0.0002419916646797197
Position 7709: 0.00023821436742857576
Position 740: 0.0002293580325750751
Position 979: 0.0002232576016168042
Position 781: 0.0002060043481664177
Position 1964: 0.00020314231179073788
Position 4506: 0.00019073892075922248
Position 1498: 0.00017863719682579938
Position 7022: 0.00017583733907132422
Position 346: 0.00017026709923031143
Position 36: 0.00016790497064669778
Position 273: 0.00016282051031277748
Position 4585: 0.0001568712862128235
Position 5670: 0.00015560943800692
Position 6082: 0.00015324178331300233
Position 3627: 0.00014973621719169703
Position 5271: 0.0001379101081530581
Position 737: 0.00012967779025487068
Position 4234: 0.00011498437996733057
Position 2001: 0.00011024262010177496
Position 7765: 0.00011010079252545296
Position 7623: 9.790810616592936e-05
Position 161: 9.332503410856643e-05
Position 7844: 8.99640142619541e-05
Position 7847: 7.370390841556389e-05
Position 3936: 6.871866478021575e-05
Position 7838: 5.783082410390138e-05
Position 5947: 5.682178995106786e-05
Position 1242: 5.4872804494578816e-05
Position 690: 5.390480152662552e-05
Position 1077: 4.790988454990795e-05
Position 5424: 3.892936827407537e-05
Position 4653: 3.6539572185050145e-05
Position 1293: 3.6173174624102505e-05
Position 7685: 3.435383708046471e-05
Position 5698: 2.6294943000257507e-05
Position 2103: 2.351987542208934e-05
Position 1091: 2.3312931293940568e-05
Position 8: 2.3210324983472777e-05
Position 311: 2.3000870138439295e-05
Position 4172: 2.272102757163641e-05
Position 4124: 2.2615594957466116e-05
Position 1427: 2.2464109754064083e-05
Position 86: 2.1305768007209962e-05
Position 806: 2.1174036190184527e-05
Position 48: 2.0804244423825844e-05
Position 4501: 2.0055237218082854e-05
Position 1815: 1.980822635257783e-05
Position 621: 1.7199268872430013e-05
Position 1825: 1.4132450253570896e-05
Position 187: 1.4050168425235241e-05
Position 4174: 1.386801907415424e-05
Position 280: 1.2807605107842816e-05
Position 2291: 1.2669592322296293e-05
Position 1967: 9.793634065770824e-06
Position 7513: 9.782595280480959e-06
Position 1280: 9.200422282482675e-06
Position 1474: 8.820995029444517e-06
Position 5429: 8.800310832603794e-06
Position 5840: 8.795943619058633e-06
Position 460: 8.519101574401487e-06
Position 269: 8.453213899560607e-06
Position 2652: 8.267892831123782e-06
Position 5842: 8.225732616289421e-06
Position 941: 7.021338738456838e-06
Position 705: 6.906516540647793e-06
Position 288: 6.636129708506894e-06
Position 1584: 6.424398611783507e-06
Position 5833: 6.174064864232341e-06
