Gene = S
index = 1460
Annotated 5SS: [  981 16582 25250 25485]
Annotated 3SS: [15601 24761 25319 25549]
SMsplice 5SS: [  981 16582 25250 25485]
SMsplice 3SS: [15601 24761 25319 25549]
top_k =  500
Partition function (log Z): -3.5545089372859913

Sorted 5' Splice Sites (High to Low Probability):
Position 25485: 0.9997708981348582
Position 25250: 0.9994200608420654
Position 981: 0.8104955956941594
Position 16582: 0.5774996241517982
Position 698: 0.18950440430584195
Position 25876: 0.0464722168026611
Position 27453: 0.038030324042270885
Position 26912: 0.03400400859409937
Position 26922: 0.031392693324671685
Position 25908: 0.022083016462777015
Position 26396: 0.015456129740866728
Position 25843: 0.014321380648085254
Position 25695: 0.00973487480060511
Position 27466: 0.009089551247908603
Position 26371: 0.008186767603323796
Position 25879: 0.0050029611386527804
Position 26423: 0.004323462819418433
Position 26948: 0.004266448714697029
Position 26928: 0.002846025873481322
Position 25654: 0.0023855845473958618
Position 26031: 0.002029716403158893
Position 26666: 0.0020000133623695594
Position 26884: 0.0019432595155993865
Position 26228: 0.0010170953334159697
Position 27734: 0.0010050297452028811
Position 26893: 0.0008392792094313732
Position 25855: 0.0005683464111273438
Position 25998: 0.00028733537538835316
Position 25819: 0.00017341718755840344
Position 26478: 0.00012648798210872418
Position 27447: 0.00012082733961455658
Position 26054: 9.263009921619472e-05
Position 25429: 8.365980481378263e-05
Position 25489: 5.357549407445598e-05
Position 26155: 2.4866277243829198e-05
Position 26439: 2.2988049243150577e-05
Position 27153: 1.729046544833423e-05
Position 26315: 1.2905634952241317e-05
Position 26625: 6.218246407606357e-06
Position 25464: 3.4435621296916275e-06
Position 26037: 6.685777619421048e-07
Position 25669: 6.599903683157039e-07
Position 26010: 4.4683887011909005e-07
Position 26166: 2.8108646308421415e-07
Position 26181: 2.474747925794602e-07
Position 25952: 7.253059984044252e-08
Position 25589: 7.143751556135055e-08
Position 25379: 1.8462136534861916e-08
Position 26345: 1.8279625364214623e-08
Position 25577: 1.5453428580128703e-08
Position 25637: 1.5220067948604034e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 24761: 0.9997151825532551
Position 25319: 0.9997031095486492
Position 25549: 0.9928204613714078
Position 15601: 0.5266694297791212
Position 26978: 0.06661049586400453
Position 27541: 0.04395544100207169
Position 27519: 0.04152538860475891
Position 27019: 0.040099643090196924
Position 14354: 0.026074893472205467
Position 14912: 0.024755300900471483
Position 26712: 0.01850779463258381
Position 26467: 0.0162763595691111
Position 27585: 0.006853380025035042
Position 27601: 0.0058746370776338415
Position 25558: 0.005811490287027597
Position 26274: 0.005688668411593083
Position 27793: 0.0034288759873341203
Position 26776: 0.0028150235248780684
Position 26289: 0.0013724052107555616
Position 27831: 0.0013170122568716355
Position 27942: 0.0006582477296861913
Position 26389: 0.0006500852613657619
Position 28002: 0.00048405087767253846
Position 27232: 0.00046408563588626935
Position 27499: 0.0004214753225026481
Position 27703: 0.000378464537347705
Position 27114: 0.00031157185161447817
Position 28137: 0.0003062173691995127
Position 27538: 0.00022739920294605561
Position 26478: 0.00016445751187625353
Position 26483: 0.0001255568320013638
Position 26040: 0.00010704556631760055
Position 26645: 9.693703042030192e-05
Position 25714: 9.312295424352803e-05
Position 25768: 8.949091052251688e-05
Position 25911: 7.552741172087924e-05
Position 26936: 6.855066041036585e-05
Position 26247: 6.219091353378486e-05
Position 26724: 5.457157564614416e-05
Position 26173: 1.0672062242289456e-06
Position 26161: 1.0132076374958556e-06
Position 25653: 3.3981399322390136e-07
Position 25777: 1.4066293459600266e-07
Position 25805: 1.3287239093357964e-07
Position 25577: 1.0803026650130768e-07
Position 25751: 8.53626249461136e-08
Position 25612: 5.111037091962307e-10
Position 25728: 1.7794116620958373e-10
Position 25734: 1.7077635438648027e-10
