Gene = ect
index = 1691
Annotated 5SS: [  435  5630  6019  6395  6941 10265 11176]
Annotated 3SS: [ 5393  5841  6127  6841 10029 10559 11244]
SMsplice 5SS: [  180  5630  6019  6395  6941 10265 11176]
SMsplice 3SS: [ 5393  5865  6127  6841 10029 10559 11244]
top_k =  500
Partition function (log Z): 13.062534870970458

Sorted 5' Splice Sites (High to Low Probability):
Position 6019: 0.9992232228287076
Position 5630: 0.99601732576227
Position 11176: 0.994853455283373
Position 10265: 0.967368645951919
Position 6941: 0.9287259149697825
Position 6395: 0.5584402356447963
Position 180: 0.4842885085363085
Position 435: 0.2617847426772986
Position 227: 0.11455874618042992
Position 193: 0.07141293706944381
Position 6439: 0.04191653162341572
Position 1114: 0.038204592588483764
Position 1029: 0.027645538616455724
Position 6701: 0.027215369798305654
Position 6244: 0.0183426411378757
Position 9267: 0.014428561994349777
Position 15: 0.013589932039337876
Position 2643: 0.010740745767847936
Position 897: 0.010218663247657014
Position 9789: 0.009869651610643463
Position 355: 0.009598863095663091
Position 9821: 0.009087429047423391
Position 10245: 0.008603360846234418
Position 388: 0.008236175231060686
Position 6430: 0.0074732521393906775
Position 6254: 0.00727316757207749
Position 9768: 0.006695389082315364
Position 10482: 0.004687032354218001
Position 6437: 0.004685006068170296
Position 6455: 0.004066583338104571
Position 9240: 0.003189573654169149
Position 9125: 0.0030952366907999423
Position 9772: 0.002911624726916651
Position 491: 0.002844672581462859
Position 415: 0.0026927050157079567
Position 2669: 0.00254337494470802
Position 8710: 0.002261331444937732
Position 5764: 0.002116702670025337
Position 11323: 0.0020841516677521693
Position 8934: 0.0019954256251159498
Position 9693: 0.0019222860403488176
Position 8679: 0.0018949450279768605
Position 2162: 0.0015501373961819358
Position 5634: 0.0015072876442095756
Position 1091: 0.0014387674841024334
Position 6662: 0.00140672784989228
Position 697: 0.0012215148853222811
Position 1365: 0.0011906471870210293
Position 11409: 0.001188339703572076
Position 9153: 0.001184342693488791
Position 366: 0.0011721039985242803
Position 6333: 0.001162303435391364
Position 6406: 0.0010551847066909623
Position 11158: 0.0009870997380925404
Position 564: 0.0009640246538209538
Position 1563: 0.0009428119052756347
Position 4037: 0.0009234255459615402
Position 1483: 0.0007989205937997396
Position 2673: 0.0005749136038132902
Position 846: 0.000572184373100609
Position 6220: 0.0005545664572143227
Position 813: 0.00047960010212052016
Position 32: 0.00042433660118455183
Position 239: 0.0004215491520442474
Position 4353: 0.00041791894972809053
Position 8620: 0.000417638244600949
Position 6706: 0.0003935174263494221
Position 10195: 0.00039053735615816366
Position 10252: 0.00033141171771244025
Position 6049: 0.00032690781629237276
Position 6607: 0.00031544133414733455
Position 37: 0.0003097367221925638
Position 6266: 0.000297412971702225
Position 468: 0.00028496293918471235
Position 11290: 0.00024735196299596973
Position 2501: 0.0002460684129874532
Position 398: 0.0002048138081547014
Position 9188: 0.0001999069313527839
Position 6337: 0.00019841380410325055
Position 1568: 0.00019378261654579167
Position 606: 0.00019126018788756492
Position 1094: 0.00018056975274323246
Position 5539: 0.0001654835778783968
Position 2920: 0.00015638179009123753
Position 6446: 0.000149806736357358
Position 6464: 0.00014593705046281013
Position 6458: 0.00014395255094652162
Position 5424: 0.0001420910474141073
Position 319: 0.00013813071275369255
Position 6078: 0.0001355766043954432
Position 619: 0.00013102511980121355
Position 621: 0.00012425638015712518
Position 6044: 0.00011186739407758806
Position 6443: 0.000106633295686456
Position 11251: 0.00010452400365284523
Position 205: 0.0001015711892078239
Position 5801: 9.608673936648499e-05
Position 1039: 9.558365441480445e-05
Position 3602: 9.040637482039278e-05
Position 47: 8.717832531984814e-05
Position 10269: 7.82086301068125e-05
Position 1777: 7.233667984827564e-05
Position 926: 6.748060348096344e-05
Position 6304: 6.341912470129483e-05
Position 1341: 5.5623089104334363e-05
Position 470: 5.553348494284959e-05
Position 6025: 5.473208214594476e-05
Position 6655: 4.9069697439316674e-05
Position 5527: 4.8495074538456485e-05
Position 511: 4.689864890263223e-05
Position 11180: 4.575661170385119e-05
Position 6349: 3.822279319667666e-05
Position 944: 3.723377294925675e-05
Position 11380: 3.3729974462256054e-05
Position 5703: 3.0275900435423625e-05
Position 6285: 3.002987474987931e-05
Position 5694: 2.7108799800213826e-05
Position 6691: 2.213977886272961e-05
Position 6023: 1.8667667094763983e-05
Position 8163: 1.3437028579012968e-05
Position 9425: 1.2603080371237661e-05
Position 11292: 1.2152401897827838e-05
Position 6051: 1.0455696236735547e-05
Position 6268: 7.965961265248301e-06
