Gene = nesd
index = 1816
Annotated 5SS: [ 382 1968]
Annotated 3SS: [ 466 2030]
SMsplice 5SS: [  10  382 1968]
SMsplice 3SS: [  78  466 2030]
top_k =  500
Partition function (log Z): -3.599287647931148

Sorted 5' Splice Sites (High to Low Probability):
Position 382: 0.9742019296474602
Position 1968: 0.8980081789329031
Position 10: 0.6281495284679534
Position 29: 0.022930292926750948
Position 14: 0.013193588139541563
Position 1679: 0.009650797436932031
Position 580: 0.009624694691002595
Position 629: 0.008841031812575015
Position 2054: 0.00506284203347915
Position 333: 0.004980650587419203
Position 556: 0.0011426344752065423
Position 1840: 0.000442646946799199
Position 1216: 0.0004402020784416596
Position 979: 0.00038101490590338475
Position 1243: 0.0002852539868152814
Position 2188: 0.00023510316085964444
Position 822: 0.00018878654289151525
Position 161: 0.00016677986816340112
Position 1540: 0.00012108162360908031
Position 1982: 0.0001195450346567916
Position 851: 0.0001187793334748508
Position 1853: 9.393416199734879e-05
Position 589: 8.971420137219672e-05
Position 809: 8.242171395808146e-05
Position 820: 3.6871020362628535e-05
Position 1939: 3.3768548445281126e-05
Position 1741: 3.0620637658018064e-05
Position 1933: 2.910716679688611e-05
Position 1985: 2.5672891835974937e-05
Position 128: 1.7553433576415655e-05
Position 787: 1.3724581711406647e-05
Position 79: 1.2760268962881236e-05
Position 855: 1.250347248451068e-05
Position 100: 1.1248800009790957e-05
Position 1321: 1.021078781537648e-05
Position 1507: 9.482014833287891e-06
Position 357: 7.963432469534046e-06
Position 218: 9.887965261740005e-07
Position 263: 1.8569584666037563e-07
Position 294: 1.4528407296223842e-07
Position 243: 7.887402521030196e-08
Position 1361: 5.402826576940123e-08
Position 302: 4.0584386299954e-08
Position 344: 3.9146537995611553e-08
Position 637: 3.686712506371596e-08
Position 1860: 3.363122329140297e-08
Position 691: 3.1792515483316344e-08
Position 315: 2.5702977540786562e-08
Position 415: 9.246007190196214e-09
Position 245: 4.548360310034898e-09
Position 547: 3.94371107018116e-09
Position 742: 2.8574700814010893e-09
Position 726: 2.711939527620224e-09
Position 586: 2.596836254465358e-09
Position 646: 1.3366185663949109e-09
Position 535: 9.308029417042922e-10
Position 446: 3.6990636682396645e-10
Position 496: 2.9252223058644386e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2030: 0.9161292395555295
Position 466: 0.6081018693452119
Position 78: 0.6028583860592933
Position 1885: 0.08105038259011536
Position 93: 0.05756148332676037
Position 1851: 0.056506703869292095
Position 1486: 0.05285457927618742
Position 1769: 0.0447022772424699
Position 2063: 0.036137590287704906
Position 906: 0.02876111353481036
Position 1598: 0.021956187212137573
Position 1344: 0.011944077258073742
Position 603: 0.008860168311798668
Position 2112: 0.008512109552783528
Position 1057: 0.007096979167235801
Position 230: 0.003046466333440648
Position 1439: 0.002850753465006696
Position 1806: 0.0028160529953962293
Position 1696: 0.002610646565889799
Position 1186: 0.002504581944948757
Position 903: 0.0019467085322952516
Position 474: 0.0016558204303290973
Position 1043: 0.0014243793411539993
Position 646: 0.0013407512674204656
Position 1219: 0.001216928787181894
Position 795: 0.0012090087355043203
Position 1365: 0.0011437259105436192
Position 1445: 0.001009816421212175
Position 820: 0.0009370455688208599
Position 1776: 0.0009020456158079532
Position 111: 0.0008167603754696853
Position 935: 0.0007520581753312498
Position 555: 0.0007513969793957345
Position 425: 0.0006393081855118806
Position 2053: 0.0006346643998956686
Position 507: 0.0005586659540874063
Position 1458: 0.00047497159769117474
Position 672: 0.0003961207960165519
Position 833: 0.000387857685164836
Position 1524: 0.00037154232462066443
Position 2235: 0.0003375231947025055
Position 1856: 0.0003308874732785543
Position 1266: 0.00031351002822418435
Position 804: 0.0002776799084404384
Position 1142: 0.0002610425379195614
Position 1517: 0.00024336853387246627
Position 1269: 0.00024093748371561662
Position 889: 0.0002178765463515629
Position 2079: 0.00021569420207144492
Position 1419: 0.0001953724516963224
Position 576: 0.00017571357681643606
Position 1955: 9.019144417345361e-05
Position 1272: 8.162249047561311e-05
Position 977: 7.95426634988833e-05
Position 675: 6.758461224010084e-05
Position 669: 6.652413148153473e-05
Position 1094: 6.0178601149124205e-05
Position 285: 3.772935276645699e-05
Position 332: 2.0341896530386097e-05
Position 282: 1.2220488267462667e-05
Position 170: 1.0930589232758908e-05
Position 257: 9.760289144743533e-06
Position 2092: 9.330446781511382e-06
Position 100: 6.66202759900326e-06
Position 272: 6.233718774645437e-06
Position 2214: 3.568535183968564e-06
Position 243: 1.1722798884337468e-06
Position 290: 1.5307796636548847e-07
Position 381: 1.8432212197455623e-08
Position 552: 1.1441919553328643e-08
Position 312: 1.3521443558269717e-09
Position 386: 1.209414877805201e-10
Position 308: 5.572057824715605e-11
Position 344: 4.206155927899057e-11
Position 608: 2.02942629452667e-14
Position 374: 1.6032982058263934e-18
