Gene = sau
index = 1865
Annotated 5SS: [ 940 3052 3234 3472]
Annotated 3SS: [2923 3114 3295 3535]
SMsplice 5SS: [ 940 3052 3472]
SMsplice 3SS: [2923 3114 3535]
top_k =  500
Partition function (log Z): 2.5095048552964903

Sorted 5' Splice Sites (High to Low Probability):
Position 3052: 0.9968391354182718
Position 940: 0.9791342399345605
Position 3472: 0.9712077559412586
Position 3234: 0.4089817001858018
Position 2670: 0.4078188592942309
Position 37: 0.31611280493017885
Position 2193: 0.09105061647424954
Position 1715: 0.0871500917309493
Position 3909: 0.07538347865150695
Position 2468: 0.056373742218240624
Position 2415: 0.04679256106041159
Position 4142: 0.040644099155104516
Position 2781: 0.03337139017792405
Position 1149: 0.030492914777437777
Position 101: 0.017409849250909264
Position 2762: 0.015223569214708963
Position 426: 0.015059503801595682
Position 4206: 0.014861966528942852
Position 791: 0.013014977955756724
Position 2477: 0.009742373893292125
Position 2702: 0.00965612446999441
Position 1377: 0.007690726941263258
Position 2189: 0.006603183431601932
Position 21: 0.0050307411934842694
Position 1426: 0.0038746708400910004
Position 4266: 0.003586023922084669
Position 1304: 0.0035838388615472123
Position 3238: 0.0032534735247459466
Position 944: 0.003200100140999773
Position 3689: 0.0030879281777260884
Position 3265: 0.003031225472454111
Position 3754: 0.0027654118550146448
Position 3206: 0.002501087472497323
Position 2037: 0.002488004729281998
Position 748: 0.0020616769827480827
Position 107: 0.0016707220875299402
Position 1439: 0.0016356860610963525
Position 1701: 0.001318172041772958
Position 2110: 0.00117178926297914
Position 3559: 0.0010842736506965637
Position 3463: 0.0008354005344635632
Position 2406: 0.0008023620682916239
Position 3231: 0.0007305728879489109
Position 3056: 0.000703399815861159
Position 2127: 0.0006577703241060447
Position 192: 0.0006515258664127381
Position 2223: 0.0006424961596016379
Position 3524: 0.000631448672255378
Position 3974: 0.0006187872647158269
Position 3761: 0.0006039705052152727
Position 3476: 0.0005957974746217751
Position 280: 0.0004957424660988904
Position 1719: 0.0004648854693482283
Position 3045: 0.000442302927866068
Position 779: 0.00043971730535238824
Position 1672: 0.0004190722631065985
Position 470: 0.0003312984360694382
Position 210: 0.00030624420892846383
Position 430: 0.00020227764823482086
Position 4669: 0.0002001420385450775
Position 166: 0.00019902772530537574
Position 3039: 0.0001827881345704068
Position 1125: 0.00014539065831887133
Position 3236: 8.838300184166127e-05
Position 1454: 8.574654957002412e-05
Position 329: 5.836870795340529e-05
Position 760: 5.2677294668837715e-05
Position 1475: 5.2538733348463875e-05
Position 1832: 4.744946153252959e-05
Position 417: 3.0453985419842772e-05
Position 218: 2.8014314831008827e-05
Position 419: 2.094006582740305e-05
Position 1759: 2.079885091994199e-05
Position 3674: 1.9490981873489308e-05
Position 3296: 1.867334449785111e-05
Position 3772: 1.2414423331379906e-05
Position 392: 1.2220385696684451e-05
Position 1358: 1.183212290084814e-05
Position 3377: 1.1712745424540298e-05
Position 205: 9.395832084884436e-06
Position 182: 8.615262361539894e-06
Position 652: 6.5741758119851985e-06
Position 3340: 5.2698322447599414e-06
Position 3763: 3.316551521289188e-06
Position 432: 3.201640617484355e-06
Position 3036: 3.1382062178457216e-06
Position 910: 2.710926027964346e-06
Position 1182: 1.545015093158192e-06
Position 1128: 1.1895728522092745e-06
Position 946: 1.170462873541563e-06
Position 121: 1.1552482818676757e-06
Position 149: 8.498077100596323e-07
Position 3445: 4.7660652266229036e-07
Position 3629: 3.527151777625963e-07
Position 1165: 2.1144328120358848e-07
Position 4168: 1.3383113330845418e-07
Position 474: 2.3625928886632723e-08
Position 312: 1.5120436309944353e-08
Position 3000: 2.8029428456884124e-09
Position 3274: 2.666708137566076e-09
Position 3367: 1.2917660842909853e-09
Position 434: 8.652927561821141e-10
Position 341: 8.066864249247244e-11
Position 795: 3.964797212654909e-12
Position 346: 2.692009944463094e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3114: 0.9808616084473437
Position 3535: 0.8831474762837915
Position 2923: 0.8136814832097091
Position 3295: 0.42756650257491385
Position 1958: 0.3003979179579688
Position 130: 0.2903186457187986
Position 2570: 0.24430388557917107
Position 2865: 0.1692453576211082
Position 2538: 0.05230037105413651
Position 4257: 0.047601571615431514
Position 3974: 0.04393645484997967
Position 165: 0.03867397737847991
Position 1245: 0.038445660967796315
Position 4420: 0.037853894172598324
Position 3577: 0.03594251583575785
Position 3559: 0.03181814638360393
Position 1007: 0.03142115858055069
Position 2253: 0.028946986993400044
Position 1485: 0.021957588701607193
Position 1198: 0.019884476292643984
Position 1610: 0.01947263587704207
Position 3898: 0.016664210894688565
Position 1569: 0.015370704778883902
Position 4465: 0.013977690742819418
Position 846: 0.011742253793979805
Position 1894: 0.010873599049452563
Position 1857: 0.00896431619329832
Position 1236: 0.00814462530356942
Position 550: 0.005610537563762706
Position 1525: 0.005234571308422136
Position 2904: 0.004503880021193839
Position 1743: 0.003328472603510706
Position 1223: 0.0032798824737314144
Position 262: 0.0027464311605549544
Position 3542: 0.002595866104201118
Position 99: 0.0023703083212135885
Position 1548: 0.0022983748676161484
Position 139: 0.002282577033265938
Position 1406: 0.002058520099495336
Position 3142: 0.0020504204843267287
Position 502: 0.001707404602556524
Position 1358: 0.00167202785491746
Position 3139: 0.0016669276445079916
Position 1281: 0.001521256747364442
Position 3992: 0.0014395380793049077
Position 4142: 0.0013622353445360677
Position 1714: 0.0013379395390077987
Position 2877: 0.0013082518998640195
Position 312: 0.0012487175430849005
Position 852: 0.0011389385519121015
Position 2223: 0.0009873791279337368
Position 1095: 0.0008493775382711789
Position 4166: 0.0008304121706261856
Position 2803: 0.0008159766082996062
Position 1475: 0.0007972140894353593
Position 4382: 0.0007397775126946925
Position 855: 0.0007152572408956004
Position 3624: 0.0006985718946009528
Position 4709: 0.0006439405854638588
Position 825: 0.0005916932966506159
Position 3375: 0.0005161439179453764
Position 142: 0.0004982148167932769
Position 1117: 0.00045363434730399157
Position 4225: 0.00030937250637804294
Position 280: 0.0002462695721479097
Position 241: 0.00022494268401639767
Position 4719: 0.0002001420385450777
Position 3184: 0.000160457046449532
Position 182: 0.0001411033520447185
Position 3265: 0.00013149521318623088
Position 1165: 0.00012143605466934939
Position 1376: 0.00011820052216497252
Position 3245: 0.00010626931509587716
Position 2958: 9.254479783356745e-05
Position 2444: 8.868287743359547e-05
Position 1803: 8.67505724613147e-05
Position 1454: 6.442321427233786e-05
Position 2984: 5.573052556419145e-05
Position 353: 4.134786283127334e-05
Position 1580: 3.463343161890564e-05
Position 79: 3.402970829519544e-05
Position 3191: 3.092873307967704e-05
Position 3818: 2.6492204971843914e-05
Position 3086: 2.36246160532323e-05
Position 3231: 2.3004324774295563e-05
Position 456: 1.606993991108528e-05
Position 3852: 1.3181001543475359e-05
Position 1120: 1.2031354526486875e-05
Position 2161: 1.083170312865594e-05
Position 3089: 7.640059934153075e-06
Position 1254: 5.471044732952623e-06
Position 2016: 5.337428002967814e-06
Position 1105: 5.098767503911458e-06
Position 397: 3.5679871261831227e-06
Position 589: 3.296207178652832e-06
Position 290: 3.2299800791631507e-06
Position 516: 2.7182889776649086e-06
Position 192: 2.696461392276676e-06
Position 101: 2.6115290447674303e-06
Position 468: 2.4133441245991833e-06
Position 107: 2.02816450621942e-06
Position 623: 1.8049181411865377e-06
Position 1144: 1.600429761265709e-06
Position 509: 1.0944540256087366e-06
Position 346: 1.036543995918257e-06
Position 616: 5.901673019838965e-07
Position 417: 5.502283713374822e-07
Position 882: 2.720988334454629e-07
Position 392: 2.0060904803805122e-07
Position 442: 1.578848571560152e-07
Position 228: 1.3363940180888668e-07
Position 1540: 3.963926630763113e-08
Position 248: 2.314192746366365e-09
Position 376: 2.0032810129181512e-09
Position 373: 1.9161644560136063e-09
