Gene = BORCS6
index = 44
Annotated 5SS: [  90  578 1109]
Annotated 3SS: [ 150  633 1165]
SMsplice 5SS: [  90  578 1109]
SMsplice 3SS: [ 150  633 1165]
top_k =  500
Partition function (log Z): -2.8816788890381706

Sorted 5' Splice Sites (High to Low Probability):
Position 578: 0.845207957324715
Position 1109: 0.7820048691559693
Position 90: 0.45516966091803723
Position 16: 0.39119925458239746
Position 100: 0.1165135336205163
Position 1113: 0.02289809741330354
Position 582: 0.004455035551884742
Position 21: 0.0036646887768439444
Position 589: 0.003241881536213333
Position 1099: 0.0030172445775269344
Position 1208: 0.0018040910716953756
Position 349: 0.0007078757458556878
Position 72: 0.00042757246055314416
Position 536: 0.0003152159929224504
Position 336: 0.00022890286810505522
Position 361: 0.00011283375975973254
Position 233: 7.902149668646527e-05
Position 1117: 4.9031165031825125e-05
Position 1031: 4.872153662391857e-05
Position 278: 4.787216250426165e-05
Position 1073: 3.056815764123365e-05
Position 1231: 3.0127243287958533e-05
Position 805: 2.8340142579255263e-05
Position 1037: 1.1715386626333153e-05
Position 821: 8.052659737125806e-06
Position 324: 7.858924832183534e-06
Position 713: 7.055156031341961e-06
Position 778: 6.659663786054905e-06
Position 978: 6.562161598558641e-06
Position 972: 5.3405219398371904e-06
Position 251: 5.165396108138644e-06
Position 906: 3.677278783561008e-06
Position 993: 2.8212612049255998e-06
Position 111: 2.432182009793773e-06
Position 117: 1.813633176860449e-06
Position 1193: 1.5096548383917108e-06
Position 890: 1.478904414953812e-06
Position 1143: 8.237428152423924e-07
Position 849: 5.091819639080421e-07
Position 161: 4.516329416455363e-07
Position 861: 2.5535332202612514e-07
Position 227: 2.5519929565484434e-07
Position 150: 1.2219427624476196e-07
Position 1185: 1.1913954942385646e-07
Position 238: 5.666826161642249e-08
Position 183: 2.215479454599587e-09
Position 726: 1.5807790286912206e-10
Position 603: 3.975296977080764e-13
Position 192: 1.0523796280980534e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 633: 0.8622721519695971
Position 150: 0.854022113282126
Position 1165: 0.6243202200018468
Position 1168: 0.18349968869616745
Position 128: 0.07087077693499778
Position 161: 0.0263591176522628
Position 178: 0.0024310661648426603
Position 207: 0.0019289611343668435
Position 1265: 0.001684190396131835
Position 69: 0.0013443989585640403
Position 183: 0.0007263379417986956
Position 1290: 0.00044435715164741624
Position 336: 0.0003200819574805381
Position 180: 0.00028787934981879914
Position 100: 0.00016296907501458358
Position 385: 0.00016175660768980615
Position 413: 0.00013455222100297975
Position 603: 9.776145383016483e-05
Position 1172: 6.7227781100331e-05
Position 188: 5.362618805620647e-05
Position 1089: 5.303252390925929e-05
Position 705: 1.994925111407942e-05
Position 271: 1.8277478128747523e-05
Position 1216: 1.5201343186248839e-05
Position 849: 8.979087471967427e-06
Position 664: 7.915554907223656e-06
Position 859: 7.85281846586173e-06
Position 890: 7.126748673724513e-06
Position 830: 6.789498263888367e-06
Position 1248: 5.093897333135296e-06
Position 1201: 3.939177082285338e-06
Position 420: 3.1587039320848416e-06
Position 1031: 1.7427911734079575e-06
Position 1037: 1.172875626813849e-06
Position 1094: 9.01178019215561e-07
Position 521: 8.266746648682851e-07
Position 531: 6.596235546877105e-07
Position 1178: 6.594045610326096e-07
Position 1131: 5.275327600293503e-07
Position 616: 5.022066337190457e-07
Position 536: 4.4934300576343463e-07
Position 647: 4.4102343144504177e-07
Position 884: 4.3584648360168157e-07
Position 355: 3.873512134843857e-07
Position 1141: 3.656578179626122e-07
Position 369: 3.186423467287698e-07
Position 1001: 2.47122513277063e-07
Position 501: 1.9164426551150634e-07
Position 425: 1.846846906341269e-07
Position 481: 1.2159782632011911e-07
Position 1055: 1.1363550302694818e-07
Position 560: 1.1325931995840104e-07
Position 554: 8.701163935617093e-08
Position 265: 8.028853187437758e-08
Position 275: 5.513088211115213e-08
Position 246: 3.726880092135532e-12
Position 249: 1.0045624670549608e-12
Position 278: 2.2062750552396364e-13
Position 251: 2.95818310596728e-17
