Gene = Rack1
index = 1405
Annotated 5SS: [255 546]
Annotated 3SS: [333 978]
SMsplice 5SS: [255 546]
SMsplice 3SS: [333 978]
top_k =  500
Partition function (log Z): 1.2255435250062758

Sorted 5' Splice Sites (High to Low Probability):
Position 255: 0.9951142547998072
Position 546: 0.4849367105048974
Position 782: 0.4202057086421138
Position 907: 0.3230784171259735
Position 891: 0.09533176212579027
Position 1116: 0.013974732243502878
Position 1186: 0.010129115487587543
Position 1596: 0.003271938598865917
Position 887: 0.0030882172701044677
Position 626: 0.0029719380920125334
Position 1628: 0.0027071322738901928
Position 1594: 0.002457780431093361
Position 259: 0.0024135111308581517
Position 786: 0.0023001027404901692
Position 631: 0.0019081524983199003
Position 729: 0.001463730493761
Position 1637: 0.0010526389033553491
Position 494: 0.0007421038832560088
Position 643: 0.0005196249978980267
Position 1120: 0.00042517969267082985
Position 572: 0.00037070796217294295
Position 1646: 0.0003016583177126098
Position 722: 0.0002755237551328106
Position 1600: 0.0002718183238591722
Position 895: 0.00026407276136325886
Position 1404: 0.00024595207655761785
Position 1209: 0.00023643908235513195
Position 867: 0.00021486153651459328
Position 252: 0.00019186757954900698
Position 1289: 0.00016577903158432043
Position 1808: 0.00012174833837740323
Position 1077: 0.0001139226285696955
Position 751: 6.361551214790273e-05
Position 1111: 6.328214297470808e-05
Position 432: 4.7177776488729935e-05
Position 1252: 4.2289775488380706e-05
Position 638: 3.6257189418856e-05
Position 37: 3.5012312985742585e-05
Position 523: 2.7069458036709138e-05
Position 171: 2.63364872644237e-05
Position 1314: 1.7843694849032718e-05
Position 435: 1.4607123702068336e-05
Position 1814: 1.4054756430997073e-05
Position 606: 1.081567492052622e-05
Position 1480: 9.1161179994477e-06
Position 1180: 8.891596139053147e-06
Position 850: 5.022391852765564e-06
Position 299: 4.333304722310281e-06
Position 712: 2.915069775862805e-06
Position 197: 1.9575440796561895e-06
Position 464: 1.9464005852872056e-06
Position 105: 1.7480100830039091e-06
Position 400: 1.03237287910155e-06
Position 123: 9.644961093160894e-07
Position 148: 8.128397703428968e-07
Position 292: 5.618684835303059e-07
Position 663: 4.883938442237614e-07
Position 825: 3.3862090253206394e-07
Position 576: 1.5707842538016565e-07
Position 348: 1.194550911446936e-07
Position 1071: 7.931278269176836e-08
Position 1156: 5.297273371833553e-08
Position 12: 4.540166176147336e-08
Position 303: 2.6166462397756854e-08
Position 955: 1.0914768085685698e-08
Position 107: 7.162006069189209e-09
Position 350: 4.792417658122309e-09
Position 7: 2.7104640665189505e-09
Position 1113: 3.7834607112972043e-10
Position 1013: 2.269409067620767e-15
Position 1158: 2.2297318206506124e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 333: 0.9909613762583313
Position 978: 0.9681166350604292
Position 825: 0.3049408477449982
Position 618: 0.02854147746466726
Position 948: 0.02093027366581626
Position 1288: 0.0203517523860723
Position 1705: 0.011426757004956753
Position 635: 0.009005863197829674
Position 1017: 0.0035165585798998993
Position 1729: 0.0025137836870971287
Position 887: 0.0023571702175922593
Position 1185: 0.0019210184829296705
Position 630: 0.0017991551754453308
Position 395: 0.0013415971070645978
Position 398: 0.00046132276219844234
Position 703: 0.00040915749446644533
Position 647: 0.00035398142472005726
Position 338: 0.0003201689196696845
Position 1885: 0.000314946130987465
Position 774: 0.00024238249861711783
Position 1759: 0.00023258218075729743
Position 1950: 0.0002160093762778085
Position 427: 0.00020822306486683565
Position 581: 0.0001420003329826203
Position 832: 0.00012312004877887439
Position 572: 9.030988397368507e-05
Position 789: 8.280627986399398e-05
Position 356: 6.862651998264454e-05
Position 1500: 5.798563886592947e-05
Position 1431: 4.45464447749945e-05
Position 1041: 2.7347013098087862e-05
Position 1455: 2.605170894215473e-05
Position 638: 2.0657588008197237e-05
Position 1933: 1.6776482233998153e-05
Position 86: 1.6380798843400794e-05
Position 1209: 1.2619858725716663e-05
Position 1674: 1.1973115931544585e-05
Position 93: 9.42133713274786e-06
Position 1947: 9.000976256082565e-06
Position 751: 8.767541178675082e-06
Position 1743: 8.737261385594185e-06
Position 126: 8.610735352823578e-06
Position 1296: 7.844746384476951e-06
Position 1215: 6.411473495796799e-06
Position 1853: 5.020207827533059e-06
Position 223: 3.724421536221264e-06
Position 699: 3.37836551748457e-06
Position 895: 3.295298372767144e-06
Position 786: 2.7175453737298925e-06
Position 482: 1.376635417151709e-06
Position 642: 1.039165043798003e-06
Position 205: 9.236935030143674e-07
Position 295: 8.070927178125606e-07
Position 145: 4.4155853537184606e-07
Position 154: 2.152984531663015e-07
Position 545: 4.465640122675093e-08
Position 1089: 3.79712191635586e-08
Position 515: 1.497849209632397e-08
Position 907: 1.415370641754753e-08
Position 371: 8.245733770948776e-09
Position 555: 3.3613013765629073e-09
Position 590: 2.2572812834880343e-09
Position 533: 1.2572011862229702e-11
Position 259: 1.1260750904965246e-11
Position 49: 4.944785981973306e-12
Position 53: 6.540056728189317e-16
